				Communities	1				2				3				4				5				6				7				8				9				10				11				12				13				14				15				16				17				18				19				20				21				22				23				24				25				26				27				28				29				30				31				32				33				34				35				36				37				38				39				40				41				42				43				44				45				46				47				48				49				50				51				52				53				54				55				56				57				58				59				60				61				62				63				64				65				66				67				68				69				70				71				72				73				74				75				76				77				78				79				80				81				82				83				84				85				86				87				88				89				90				91				
annotation 1	n1	annotation 2	n2	actual overlap	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	
Differentiallly expressed proteins	221	autism_spectrum_disorder	66	25	0.0, 0.34, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.26, 4.19, [0.52,33.51]	0.0237544, 1, 	0.0446208, 1, 	0.798708, 1, 	1.0, 0.26, 4.19, [0.52,33.51]	0.0237544, 1, 	0.0446208, 1, 	0.768657, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.34, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	2.0, 0.44, 5.21, [1.15,23.60]	0.000852389, 0.297268, 	0.0238525, 1, 	0.0194953, 1, 	0.0, 0.32, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.30, 3.58, [0.45,28.36]	0.0221277, 1, 	0.034478, 1, 	0.428644, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.32, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.54, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.32, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	2.0, 0.38, 6.14, [1.34,28.15]	0.00246766, 0.543728, 	0.0335846, 1, 	0.0445946, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	2.0, 0.16, 17.57, [3.36,91.70]	0.000132481, 0.103446, 	0.0882895, 1, 	1.51391E-05, 0.0156115, *	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.44, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.54, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	2.0, 0.28, 8.74, [1.85,41.29]	0.000163182, 0.116857, 	0.0622983, 1, 	0.00262582, 1, 	0.0, 0.50, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.66, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.34, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.08, 16.88, [1.69,168.14]	0.000817458, 0.297268, 	0.0608221, 1, 	0.00509437, 1, 	0.0, 0.48, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.18, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	2.0, 0.72, 3.03, [0.69,13.36]	0.00553011, 0.925756, 	0.00131356, 1, 	0.207822, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.18, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.22, 5.03, [0.62,40.90]	0.0244561, 1, 	0.0549936, 1, 	0.575279, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.56, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.42, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.48, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.26, 4.19, [0.52,33.51]	0.0237544, 1, 	0.0446208, 1, 	0.576186, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.24, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.26, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.54, 1.91, [0.25,14.66]	0.0139931, 1, 	1, 1, 	0.985449, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.46, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.22, 5.03, [0.62,40.90]	0.000891125, 0.297268, 	0.0785586, 1, 	0.0146577, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.14, 8.42, [0.98,72.64]	0.000237663, 0.142487, 	0.0869268, 1, 	0.015793, 1, 	0.0, 0.44, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.34, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.24, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	2.0, 0.36, 6.53, [1.42,30.07]	0.000334228, 0.187313, 	0.0403005, 1, 	0.00884823, 1, 	1.0, 0.30, 3.58, [0.45,28.36]	0.00177498, 0.445078, 	0.0548307, 1, 	0.143605, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.24, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.22, 5.03, [0.62,40.90]	0.0244561, 1, 	0.0549936, 1, 	0.575279, 1, 	0.0, 0.44, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.34, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.20, 5.60, [0.68,45.94]	0.00889235, 1, 	0.0750479, 1, 	0.178116, 1, 	1.0, 0.16, 7.21, [0.85,60.90]	0.022846, 1, 	0.065576, 1, 	0.346061, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	
