#flatfile
DOID:5419	schizophrenia	59
DOID:5419	schizophrenia	87
DOID:5419	schizophrenia	207
DOID:5419	schizophrenia	288
DOID:5419	schizophrenia	488
DOID:5419	schizophrenia	547
DOID:5419	schizophrenia	641
DOID:5419	schizophrenia	767
DOID:5419	schizophrenia	775
DOID:5419	schizophrenia	779
DOID:5419	schizophrenia	783
DOID:5419	schizophrenia	1284
DOID:5419	schizophrenia	1292
DOID:5419	schizophrenia	1312
DOID:5419	schizophrenia	1610
DOID:5419	schizophrenia	1687
DOID:5419	schizophrenia	1756
DOID:5419	schizophrenia	1767
DOID:5419	schizophrenia	1855
DOID:5419	schizophrenia	1947
DOID:5419	schizophrenia	1969
DOID:5419	schizophrenia	2033
DOID:5419	schizophrenia	2036
DOID:5419	schizophrenia	2182
DOID:5419	schizophrenia	2563
DOID:5419	schizophrenia	2774
DOID:5419	schizophrenia	2775
DOID:5419	schizophrenia	2895
DOID:5419	schizophrenia	2898
DOID:5419	schizophrenia	2903
DOID:5419	schizophrenia	2934
DOID:5419	schizophrenia	2956
DOID:5419	schizophrenia	3054
DOID:5419	schizophrenia	3094
DOID:5419	schizophrenia	3105
DOID:5419	schizophrenia	3107
DOID:5419	schizophrenia	3655
DOID:5419	schizophrenia	3667
DOID:5419	schizophrenia	3703
DOID:5419	schizophrenia	3708
DOID:5419	schizophrenia	3745
DOID:5419	schizophrenia	3908
DOID:5419	schizophrenia	3981
DOID:5419	schizophrenia	4038
DOID:5419	schizophrenia	4163
DOID:5419	schizophrenia	4204
DOID:5419	schizophrenia	4208
DOID:5419	schizophrenia	4282
DOID:5419	schizophrenia	4308
DOID:5419	schizophrenia	4627
DOID:5419	schizophrenia	4629
DOID:5419	schizophrenia	4643
DOID:5419	schizophrenia	4750
DOID:5419	schizophrenia	4843
DOID:5419	schizophrenia	4846
DOID:5419	schizophrenia	4926
DOID:5419	schizophrenia	5116
DOID:5419	schizophrenia	5189
DOID:5419	schizophrenia	5192
DOID:5419	schizophrenia	5371
DOID:5419	schizophrenia	5621
DOID:5419	schizophrenia	5625
DOID:5419	schizophrenia	5649
DOID:5419	schizophrenia	5660
DOID:5419	schizophrenia	5795
DOID:5419	schizophrenia	6092
DOID:5419	schizophrenia	6125
DOID:5419	schizophrenia	6197
DOID:5419	schizophrenia	6326
DOID:5419	schizophrenia	6334
DOID:5419	schizophrenia	6391
DOID:5419	schizophrenia	6469
DOID:5419	schizophrenia	6505
DOID:5419	schizophrenia	6854
DOID:5419	schizophrenia	6935
DOID:5419	schizophrenia	7187
DOID:5419	schizophrenia	7273
DOID:5419	schizophrenia	7275
DOID:5419	schizophrenia	7486
DOID:5419	schizophrenia	7840
DOID:5419	schizophrenia	7915
DOID:5419	schizophrenia	8242
DOID:5419	schizophrenia	8291
DOID:5419	schizophrenia	8379
DOID:5419	schizophrenia	8452
DOID:5419	schizophrenia	8565
DOID:5419	schizophrenia	8813
DOID:5419	schizophrenia	8831
DOID:5419	schizophrenia	9129
DOID:5419	schizophrenia	9213
DOID:5419	schizophrenia	9343
DOID:5419	schizophrenia	9368
DOID:5419	schizophrenia	9378
DOID:5419	schizophrenia	9445
DOID:5419	schizophrenia	9639
DOID:5419	schizophrenia	9821
DOID:5419	schizophrenia	9829
DOID:5419	schizophrenia	10000
DOID:5419	schizophrenia	10075
DOID:5419	schizophrenia	10082
DOID:5419	schizophrenia	10142
