#flatfile
1	Sz	5313
1	Sz	9045
1	Sz	57787
1	Sz	9253
1	Sz	5290
1	Sz	57122
1	Sz	9527
1	Sz	6138
1	Sz	6949
1	Sz	8497
1	Sz	55746
1	Sz	11221
1	Sz	80347
1	Sz	11051
1	Sz	8879
1	Sz	6262
1	Sz	5300
1	Sz	10432
1	Sz	9463
1	Sz	6238
1	Sz	5315
1	Sz	8541
1	Sz	23396
1	Sz	9478
1	Sz	5318
1	Sz	5305
1	Sz	2047
1	Sz	6165
1	Sz	79837
1	Sz	1781
1	Sz	6950
1	Sz	55157
1	Sz	161725
1	Sz	57731
1	Sz	8030
1	Sz	9852
1	Sz	2044
1	Sz	2
1	Sz	4437
1	Sz	29941
1	Sz	5286
1	Sz	2045
1	Sz	25796
1	Sz	11276
1	Sz	56996
1	Sz	53343
1	Sz	9972
1	Sz	1947
1	Sz	5295
1	Sz	10296
1	Sz	23225
1	Sz	2053
1	Sz	11165
1	Sz	8379
1	Sz	55040
1	Sz	8341
1	Sz	9820
1	Sz	2157
1	Sz	114780
1	Sz	140606
1	Sz	84260
1	Sz	84289
1	Sz	143884
2	endothelial	3039
2	endothelial	64748
2	endothelial	387680
2	endothelial	23637
2	endothelial	4900
2	endothelial	10634
2	endothelial	4716
2	endothelial	509
2	endothelial	94104
2	endothelial	149371
2	endothelial	11122
2	endothelial	3681
2	endothelial	8209
2	endothelial	5042
2	endothelial	2184
2	endothelial	9581
2	endothelial	30844
2	endothelial	345630
2	endothelial	9456
2	endothelial	1639
2	endothelial	10815
2	endothelial	5789
2	endothelial	5757
2	endothelial	2562
2	endothelial	1845
2	endothelial	5515
2	endothelial	54954
2	endothelial	6228
2	endothelial	815
2	endothelial	90423
2	endothelial	25813
2	endothelial	10575
2	endothelial	3339
2	endothelial	10154
2	endothelial	25758
2	endothelial	1471
2	endothelial	495
2	endothelial	22841
2	endothelial	1804
2	endothelial	54704
2	endothelial	23245
2	endothelial	6311
2	endothelial	55515
2	endothelial	60626
2	endothelial	59
2	endothelial	5910
2	endothelial	22930
2	endothelial	4191
2	endothelial	7905
2	endothelial	535
2	endothelial	51780
2	endothelial	823
