Alg	FacComsEnriched_log2(FE)>0.5_log2(FE)<4.8	FacComsEnriched_log2(FE)>4.8_log2(FE)<8.0
Spectral_12	0.65	0.291666666666667
fc_2	0.621428571428571	0.235714285714286
lourvain_2	0.530612244897959	0.173469387755102
sgG1	0.518072289156627	0.036144578313253
lourvain	0.486842105263158	0
sgG1_2	0.462264150943396	0.226415094339623
Spectral_3	0.45625	0.3375
fc	0.258620689655172	0.0517241379310345
