C	Cn	GO:0000165	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0001504	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002218	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002224	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002431	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002757	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002758	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007212	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007223	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007268	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007269	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007411	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007416	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0008088	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0008089	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0009755	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0010611	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0010737	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0016079	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0016082	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0019722	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0019933	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0031629	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0031929	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0032288	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0035235	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0042417	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0042552	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0043491	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0046058	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0048488	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0048791	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0048846	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050804	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050807	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050808	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050852	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050853	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0051403	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0051591	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0051963	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0055074	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0060074	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0060078	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0060563	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0070528	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0086065	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0098693	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0098877	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0098930	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099003	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099054	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099072	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099504	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099531	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099536	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099537	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099565	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099601	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099637	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099643	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:2000300	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	
1	28	122	0	2.74819	0	[0.00,0.00]	1	1	0.1		1	1		8	0	0.180209	0	[0.00,0.00]	1	1	0.1		1	1		43	1	0.968624	1.03439	[0.14,7.79]	0.747842	1	0.1		0.378797	1		10	0	0.225261	0	[0.00,0.00]	1	1	0.1		1	1		25	0	0.563154	0	[0.00,0.00]	1	1	0.1		1	1		72	0	1.62188	0	[0.00,0.00]	1	1	0.1		1	1		42	0	0.946098	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.315366	0	[0.00,0.00]	1	1	0.1		1	1		8	0	0.180209	0	[0.00,0.00]	1	1	0.1		1	1		124	4	2.79324	1.52083	[0.52,4.46]	0.377252	1	0.1		0.648293	1		36	2	0.810941	2.67195	[0.61,11.72]	0.148711	1	0.1		0.955534	1		40	0	0.901046	0	[0.00,0.00]	1	1	0.1		1	1		16	0	0.360418	0	[0.00,0.00]	1	1	0.1		1	1		11	0	0.247788	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.135157	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.315366	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.225261	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.112631	0	[0.00,0.00]	1	1	0.1		1	1		26	2	0.58568	3.81731	[0.86,17.00]	0.0952855	1	0.1		0.98118	1		10	0	0.225261	0	[0.00,0.00]	1	1	0.1		1	1		30	1	0.675784	1.51469	[0.20,11.53]	0.354641	1	0.1		0.855361	1		9	0	0.202735	0	[0.00,0.00]	1	1	0.1		1	1		7	1	0.157683	7.46296	[0.87,64.14]	0.138164	1	0.1		0.990413	1		10	0	0.225261	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.112631	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.135157	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.157683	0	[0.00,0.00]	1	1	0.1		1	1		23	0	0.518101	0	[0.00,0.00]	1	1	0.1		1	1		20	0	0.450523	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.315366	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.315366	0	[0.00,0.00]	1	1	0.1		1	1		4	1	0.0901046	14.963	[1.51,148.52]	0.0843505	1	0.1		0.997143	1		1	0	0.0225261	0	[0.00,0.00]	1	1	0.1		1	1		75	1	1.68946	0.571071	[0.08,4.26]	0.487517	1	0.1		0.315886	1		17	0	0.382944	0	[0.00,0.00]	1	1	0.1		1	1		42	1	0.946098	1.06052	[0.14,8.00]	0.756351	1	0.1		0.378497	1		37	0	0.833467	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0901046	0	[0.00,0.00]	1	1	0.1		1	1		37	0	0.833467	0	[0.00,0.00]	1	1	0.1		1	1		13	0	0.29284	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.225261	0	[0.00,0.00]	1	1	0.1		1	1		49	1	1.10378	0.900463	[0.12,6.77]	0.696656	1	0.1		0.376452	1		4	0	0.0901046	0	[0.00,0.00]	1	1	0.1		1	1		19	0	0.427997	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0901046	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.0675784	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.225261	0	[0.00,0.00]	1	1	0.1		1	1		16	1	0.360418	2.96296	[0.38,23.25]	0.258705	1	0.1		0.951665	1		6	0	0.135157	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.225261	0	[0.00,0.00]	1	1	0.1		1	1		42	2	0.946098	2.25962	[0.52,9.85]	0.178296	1	0.1		0.934647	1		3	0	0.0675784	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.135157	0	[0.00,0.00]	1	1	0.1		1	1		38	2	0.855994	2.51923	[0.58,11.02]	0.158868	1	0.1		0.949014	1		37	2	0.833467	2.59341	[0.59,11.36]	0.153822	1	0.1		0.95233	1		124	4	2.79324	1.52083	[0.52,4.46]	0.377252	1	0.1		0.648293	1		124	4	2.79324	1.52083	[0.52,4.46]	0.377252	1	0.1		0.648293	1		20	0	0.450523	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.135157	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.157683	0	[0.00,0.00]	1	1	0.1		1	1		36	2	0.810941	2.67195	[0.61,11.72]	0.148711	1	0.1		0.955534	1		12	1	0.270314	4.05387	[0.51,32.53]	0.212051	1	0.1		0.971899	1		
2	8	122	0	0.785197	0	[0.00,0.00]	1	1	0.1		1	1		8	0	0.0514883	0	[0.00,0.00]	1	1	0.1		1	1		43	0	0.27675	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1		25	0	0.160901	0	[0.00,0.00]	1	1	0.1		1	1		72	0	0.463395	0	[0.00,0.00]	1	1	0.1		1	1		42	0	0.270314	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.0901046	0	[0.00,0.00]	1	1	0.1		1	1		8	0	0.0514883	0	[0.00,0.00]	1	1	0.1		1	1		124	0	0.798069	0	[0.00,0.00]	1	1	0.1		1	1		36	0	0.231698	0	[0.00,0.00]	1	1	0.1		1	1		40	0	0.257442	0	[0.00,0.00]	1	1	0.1		1	1		16	0	0.102977	0	[0.00,0.00]	1	1	0.1		1	1		11	0	0.0707965	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.0386163	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.0901046	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.0321802	0	[0.00,0.00]	1	1	0.1		1	1		26	0	0.167337	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1		30	0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1		9	0	0.0579244	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.0450523	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.0321802	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.0386163	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.0450523	0	[0.00,0.00]	1	1	0.1		1	1		23	1	0.148029	7.87662	[0.93,66.77]	0.130581	1	0.1		0.991425	1		20	0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.0901046	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.0901046	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0257442	0	[0.00,0.00]	1	1	0.1		1	1		1	0	0.00643604	0	[0.00,0.00]	1	1	0.1		1	1		75	0	0.482703	0	[0.00,0.00]	1	1	0.1		1	1		17	0	0.109413	0	[0.00,0.00]	1	1	0.1		1	1		42	0	0.270314	0	[0.00,0.00]	1	1	0.1		1	1		37	0	0.238134	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0257442	0	[0.00,0.00]	1	1	0.1		1	1		37	0	0.238134	0	[0.00,0.00]	1	1	0.1		1	1		13	0	0.0836685	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1		49	0	0.315366	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0257442	0	[0.00,0.00]	1	1	0.1		1	1		19	0	0.122285	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0257442	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.0193081	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1		16	0	0.102977	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.0386163	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1		42	0	0.270314	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.0193081	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.0386163	0	[0.00,0.00]	1	1	0.1		1	1		38	0	0.24457	0	[0.00,0.00]	1	1	0.1		1	1		37	0	0.238134	0	[0.00,0.00]	1	1	0.1		1	1		124	0	0.798069	0	[0.00,0.00]	1	1	0.1		1	1		124	0	0.798069	0	[0.00,0.00]	1	1	0.1		1	1		20	0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.0386163	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.0450523	0	[0.00,0.00]	1	1	0.1		1	1		36	0	0.231698	0	[0.00,0.00]	1	1	0.1		1	1		12	0	0.0772325	0	[0.00,0.00]	1	1	0.1		1	1		
3	27	122	5	2.65004	2.13481	[0.79,5.74]	0.134885	1	0.1		0.898704	1		8	0	0.173773	0	[0.00,0.00]	1	1	0.1		1	1		43	0	0.934031	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.217216	0	[0.00,0.00]	1	1	0.1		1	1		25	1	0.543041	1.91026	[0.25,14.66]	0.325259	1	0.1		0.899644	1		72	1	1.56396	0.62026	[0.08,4.64]	0.529268	1	0.1		0.333084	1		42	0	0.912309	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.304103	0	[0.00,0.00]	1	1	0.1		1	1		8	0	0.173773	0	[0.00,0.00]	1	1	0.1		1	1		124	5	2.69348	2.09511	[0.78,5.63]	0.135357	1	0.1		0.898551	1		36	1	0.781979	1.2978	[0.17,9.84]	0.369046	1	0.1		0.817445	1		40	2	0.868866	2.48	[0.57,10.85]	0.161742	1	0.1		0.947103	1		16	0	0.347546	0	[0.00,0.00]	1	1	0.1		1	1		11	0	0.238938	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.13033	0	[0.00,0.00]	1	1	0.1		1	1		14	2	0.304103	8.02667	[1.71,37.76]	0.032378	1	0.1		0.99716	1		10	0	0.217216	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.108608	0	[0.00,0.00]	1	1	0.1		1	1		26	1	0.564763	1.83231	[0.24,14.04]	0.331049	1	0.1		0.8927	1		10	0	0.217216	0	[0.00,0.00]	1	1	0.1		1	1		30	0	0.651649	0	[0.00,0.00]	1	1	0.1		1	1		9	2	0.195495	13.8171	[2.73,69.86]	0.0141915	1	0.1		0.999295	1		7	0	0.152051	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.217216	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.108608	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.13033	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.152051	0	[0.00,0.00]	1	1	0.1		1	1		23	0	0.499598	0	[0.00,0.00]	1	1	0.1		1	1		20	0	0.434433	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.304103	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.304103	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0868866	0	[0.00,0.00]	1	1	0.1		1	1		1	0	0.0217216	0	[0.00,0.00]	1	1	0.1		1	1		75	4	1.62912	2.80465	[0.94,8.33]	0.0547678	1	0.1		0.980163	1		17	0	0.369268	0	[0.00,0.00]	1	1	0.1		1	1		42	0	0.912309	0	[0.00,0.00]	1	1	0.1		1	1		37	0	0.803701	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0868866	0	[0.00,0.00]	1	1	0.1		1	1		37	3	0.803701	4.34559	[1.25,15.13]	0.0362901	1	0.1		0.992854	1		13	2	0.282381	8.76364	[1.85,41.61]	0.0283283	1	0.1		0.997736	1		10	0	0.217216	0	[0.00,0.00]	1	1	0.1		1	1		49	0	1.06436	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0868866	0	[0.00,0.00]	1	1	0.1		1	1		19	0	0.412711	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0868866	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.0651649	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.217216	0	[0.00,0.00]	1	1	0.1		1	1		16	1	0.347546	3.07949	[0.39,24.19]	0.252581	1	0.1		0.95478	1		6	0	0.13033	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.217216	0	[0.00,0.00]	1	1	0.1		1	1		42	2	0.912309	2.352	[0.54,10.27]	0.171192	1	0.1		0.940278	1		3	0	0.0651649	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.13033	0	[0.00,0.00]	1	1	0.1		1	1		38	1	0.825422	1.22557	[0.16,9.28]	0.37294	1	0.1		0.801494	1		37	1	0.803701	1.26068	[0.17,9.55]	0.371127	1	0.1		0.809495	1		124	5	2.69348	2.09511	[0.78,5.63]	0.135357	1	0.1		0.898551	1		124	5	2.69348	2.09511	[0.78,5.63]	0.135357	1	0.1		0.898551	1		20	0	0.434433	0	[0.00,0.00]	1	1	0.1		1	1		6	1	0.13033	9.31538	[1.05,82.57]	0.117227	1	0.1		0.993538	1		7	0	0.152051	0	[0.00,0.00]	1	1	0.1		1	1		36	1	0.781979	1.2978	[0.17,9.84]	0.369046	1	0.1		0.817445	1		12	1	0.26066	4.21329	[0.52,33.85]	0.206344	1	0.1		0.973766	1		
4	36	122	1	3.53339	0.256434	[0.03,1.89]	0.115661	1	0.1		0.0927313	1		8	0	0.231698	0	[0.00,0.00]	1	1	0.1		1	1		43	0	1.24537	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.289622	0	[0.00,0.00]	1	1	0.1		1	1		25	2	0.724055	3.02813	[0.69,13.36]	0.128496	1	0.1		0.966873	1		72	2	2.08528	0.955462	[0.22,4.06]	0.652891	1	0.1		0.281887	1		42	0	1.21641	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.405471	0	[0.00,0.00]	1	1	0.1		1	1		8	0	0.231698	0	[0.00,0.00]	1	1	0.1		1	1		124	2	3.59131	0.523144	[0.12,2.20]	0.285419	1	0.1		0.175484	1		36	2	1.04264	2.02941	[0.47,8.79]	0.197375	1	0.1		0.917194	1		40	0	1.15849	0	[0.00,0.00]	1	1	0.1		1	1		16	0	0.463395	0	[0.00,0.00]	1	1	0.1		1	1		11	0	0.318584	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.173773	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.405471	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.289622	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.144811	0	[0.00,0.00]	1	1	0.1		1	1		26	1	0.753017	1.35086	[0.18,10.25]	0.365901	1	0.1		0.827968	1		10	0	0.289622	0	[0.00,0.00]	1	1	0.1		1	1		30	0	0.868866	0	[0.00,0.00]	1	1	0.1		1	1		9	0	0.26066	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.202735	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.289622	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.144811	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.173773	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.202735	0	[0.00,0.00]	1	1	0.1		1	1		23	0	0.66613	0	[0.00,0.00]	1	1	0.1		1	1		20	0	0.579244	0	[0.00,0.00]	1	1	0.1		1	1		14	2	0.405471	5.85784	[1.26,27.20]	0.0531362	1	0.1		0.993474	1		14	0	0.405471	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.115849	0	[0.00,0.00]	1	1	0.1		1	1		1	0	0.0289622	0	[0.00,0.00]	1	1	0.1		1	1		75	1	2.17216	0.437452	[0.06,3.24]	0.348235	1	0.1		0.2453	1		17	0	0.492357	0	[0.00,0.00]	1	1	0.1		1	1		42	1	1.21641	0.812544	[0.11,6.08]	0.654409	1	0.1		0.36948	1		37	0	1.0716	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.115849	0	[0.00,0.00]	1	1	0.1		1	1		37	1	1.0716	0.929365	[0.12,6.97]	0.708859	1	0.1		0.377227	1		13	0	0.376508	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.289622	0	[0.00,0.00]	1	1	0.1		1	1		49	1	1.41915	0.689881	[0.09,5.14]	0.580401	1	0.1		0.350266	1		4	0	0.115849	0	[0.00,0.00]	1	1	0.1		1	1		19	0	0.550282	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.115849	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.0868866	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.289622	0	[0.00,0.00]	1	1	0.1		1	1		16	1	0.463395	2.27048	[0.29,17.67]	0.301067	1	0.1		0.924109	1		6	0	0.173773	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.289622	0	[0.00,0.00]	1	1	0.1		1	1		42	1	1.21641	0.812544	[0.11,6.08]	0.654409	1	0.1		0.36948	1		3	0	0.0868866	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.173773	0	[0.00,0.00]	1	1	0.1		1	1		38	1	1.10056	0.903475	[0.12,6.77]	0.697911	1	0.1		0.376179	1		37	2	1.0716	1.96975	[0.46,8.53]	0.202776	1	0.1		0.911635	1		124	2	3.59131	0.523144	[0.12,2.20]	0.285419	1	0.1		0.175484	1		124	2	3.59131	0.523144	[0.12,2.20]	0.285419	1	0.1		0.175484	1		20	0	0.579244	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.173773	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.202735	0	[0.00,0.00]	1	1	0.1		1	1		36	2	1.04264	2.02941	[0.47,8.79]	0.197375	1	0.1		0.917194	1		12	1	0.347546	3.10649	[0.39,24.73]	0.253451	1	0.1		0.955135	1		
