C	Cn	DOID:0060041	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:1059	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:10652	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:10763	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:12849	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:12858	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:14330	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:1826	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:3312	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:5419	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:9255	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	
11	46	66	2	2.44248	0.804688	[0.19,3.39]	0.553581	1	0.1		0.268266	1		69	1	2.5535	0.368954	[0.05,2.72]	0.26202	1	0.1		0.193273	1		209	4	7.73451	0.460859	[0.16,1.30]	0.0904058	1	0.1		0.0555219	1		111	2	4.1078	0.453711	[0.11,1.90]	0.203826	1	0.1		0.132944	1		66	2	2.44248	0.804688	[0.19,3.39]	0.553581	1	0.1		0.268266	1		39	3	1.44328	2.25	[0.67,7.59]	0.119697	1	0.1		0.947672	1		80	1	2.96058	0.314487	[0.04,2.31]	0.189711	1	0.1		0.145506	1		109	5	4.03379	1.28166	[0.50,3.31]	0.382527	1	0.1		0.575851	1		79	1	2.92357	0.318803	[0.04,2.34]	0.195489	1	0.1		0.149465	1		262	7	9.6959	0.663047	[0.29,1.50]	0.212726	1	0.1		0.0965327	1		71	3	2.62751	1.15834	[0.35,3.83]	0.477562	1	0.1		0.48698	1		
12	20	66	0	1.06195	0	[0.00,0.00]	1	1	0.1		1	1		69	0	1.11022	0	[0.00,0.00]	1	1	0.1		1	1		209	2	3.36283	0.545357	[0.13,2.37]	0.320333	1	0.1		0.195442	1		111	2	1.786	1.13558	[0.26,4.96]	0.435479	1	0.1		0.58634	1		66	0	1.06195	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.627514	0	[0.00,0.00]	1	1	0.1		1	1		80	1	1.28721	0.762159	[0.10,5.77]	0.627355	1	0.1		0.365805	1		109	1	1.75382	0.543372	[0.07,4.10]	0.46448	1	0.1		0.307304	1		79	0	1.27112	0	[0.00,0.00]	1	1	0.1		1	1		262	3	4.21561	0.656825	[0.19,2.26]	0.364057	1	0.1		0.191406	1		71	3	1.1424	2.9974	[0.86,10.48]	0.0777244	1	0.1		0.976392	1		
13	23	66	0	1.22124	0	[0.00,0.00]	1	1	0.1		1	1		69	1	1.27675	0.770053	[0.10,5.80]	0.631552	1	0.1		0.365927	1		209	2	3.86726	0.466069	[0.11,2.00]	0.229059	1	0.1		0.149131	1		111	1	2.0539	0.458678	[0.06,3.44]	0.376155	1	0.1		0.262169	1		66	0	1.22124	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.721641	0	[0.00,0.00]	1	1	0.1		1	1		80	2	1.48029	1.39438	[0.32,6.06]	0.475426	1	0.1		0.606203	1		109	0	2.01689	0	[0.00,0.00]	1	1	0.1		1	1		79	0	1.46179	0	[0.00,0.00]	1	1	0.1		1	1		262	1	4.84795	0.167015	[0.02,1.24]	0.0297826	1	0.1		0.0256936	1		71	2	1.31376	1.58868	[0.37,6.91]	0.242538	1	0.1		0.860401	1		
14	31	66	1	1.64602	0.588205	[0.08,4.38]	0.502151	1	0.1		0.321767	1		69	3	1.72084	1.86039	[0.55,6.28]	0.156726	1	0.1		0.911831	1		209	2	5.21239	0.334833	[0.08,1.41]	0.0845698	1	0.1		0.0616384	1		111	2	2.7683	0.69788	[0.16,2.96]	0.466216	1	0.1		0.247649	1		66	1	1.64602	0.588205	[0.08,4.38]	0.502151	1	0.1		0.321767	1		39	0	0.972647	0	[0.00,0.00]	1	1	0.1		1	1		80	1	1.99517	0.478059	[0.06,3.55]	0.395035	1	0.1		0.271156	1		109	1	2.71842	0.340741	[0.05,2.52]	0.227567	1	0.1		0.171526	1		79	1	1.97023	0.484615	[0.07,3.60]	0.402119	1	0.1		0.27485	1		262	1	6.53419	0.121456	[0.02,0.89]	0.00560392	1	0.1		0.00501654	1		71	1	1.77072	0.54381	[0.07,4.05]	0.461966	1	0.1		0.304154	1		
15	30	66	1	1.59292	0.609019	[0.08,4.54]	0.519782	1	0.1		0.329018	1		69	0	1.66533	0	[0.00,0.00]	1	1	0.1		1	1		209	5	5.04425	0.989216	[0.37,2.61]	0.608239	1	0.1		0.194404	1		111	0	2.679	0	[0.00,0.00]	1	1	0.1		1	1		66	1	1.59292	0.609019	[0.08,4.54]	0.519782	1	0.1		0.329018	1		39	1	0.941271	1.06624	[0.14,8.03]	0.378273	1	0.1		0.758162	1		80	4	1.93081	2.30162	[0.78,6.76]	0.0829876	1	0.1		0.961133	1		109	4	2.63073	1.62344	[0.56,4.74]	0.211877	1	0.1		0.823276	1		79	1	1.90668	0.501768	[0.07,3.73]	0.420398	1	0.1		0.284263	1		262	4	6.32341	0.569469	[0.20,1.65]	0.208366	1	0.1		0.114384	1		71	4	1.7136	2.63146	[0.89,7.76]	0.0624333	1	0.1		0.97545	1		
16	33	66	1	1.75221	0.550481	[0.07,4.09]	0.468023	1	0.1		0.306757	1		69	1	1.83186	0.524816	[0.07,3.90]	0.443294	1	0.1		0.295227	1		209	8	5.54867	1.60637	[0.71,3.61]	0.153718	1	0.1		0.848208	1		111	1	2.9469	0.3125	[0.04,2.31]	0.189429	1	0.1		0.145681	1		66	1	1.75221	0.550481	[0.07,4.09]	0.468023	1	0.1		0.306757	1		39	0	1.0354	0	[0.00,0.00]	1	1	0.1		1	1		80	2	2.12389	0.936311	[0.22,3.98]	0.641936	1	0.1		0.281645	1		109	1	2.89381	0.318866	[0.04,2.36]	0.197899	1	0.1		0.151488	1		79	2	2.09735	0.949309	[0.22,4.04]	0.64945	1	0.1		0.282117	1		262	4	6.95575	0.508955	[0.18,1.46]	0.142211	1	0.1		0.0832929	1		71	2	1.88496	1.06685	[0.25,4.55]	0.422009	1	0.1		0.569594	1		
17	22	66	0	1.16814	0	[0.00,0.00]	1	1	0.1		1	1		69	0	1.22124	0	[0.00,0.00]	1	1	0.1		1	1		209	2	3.69912	0.489855	[0.11,2.11]	0.256855	1	0.1		0.16396	1		111	0	1.9646	0	[0.00,0.00]	1	1	0.1		1	1		66	0	1.16814	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.690265	0	[0.00,0.00]	1	1	0.1		1	1		80	0	1.41593	0	[0.00,0.00]	1	1	0.1		1	1		109	0	1.9292	0	[0.00,0.00]	1	1	0.1		1	1		79	0	1.39823	0	[0.00,0.00]	1	1	0.1		1	1		262	3	4.63717	0.586466	[0.17,2.00]	0.286216	1	0.1		0.160612	1		71	0	1.25664	0	[0.00,0.00]	1	1	0.1		1	1		
18	47	66	1	2.49558	0.378261	[0.05,2.79]	0.27403	1	0.1		0.200813	1		69	2	2.60901	0.748922	[0.18,3.15]	0.50906	1	0.1		0.25802	1		209	5	7.90265	0.578898	[0.23,1.48]	0.170279	1	0.1		0.0893824	1		111	2	4.1971	0.443221	[0.11,1.85]	0.19172	1	0.1		0.126208	1		66	1	2.49558	0.378261	[0.05,2.79]	0.27403	1	0.1		0.200813	1		39	1	1.47466	0.662471	[0.09,4.93]	0.560862	1	0.1		0.343718	1		80	1	3.02494	0.307375	[0.04,2.26]	0.180108	1	0.1		0.138857	1		109	5	4.12148	1.25	[0.48,3.23]	0.373792	1	0.1		0.573652	1		79	5	2.98713	1.80502	[0.69,4.70]	0.144177	1	0.1		0.88489	1		262	9	9.90668	0.882775	[0.42,1.85]	0.453996	1	0.1		0.141017	1		71	2	2.68463	0.725926	[0.17,3.06]	0.489371	1	0.1		0.252748	1		
19	21	66	0	1.11504	0	[0.00,0.00]	1	1	0.1		1	1		69	1	1.16573	0.848529	[0.11,6.42]	0.673043	1	0.1		0.37466	1		209	3	3.53097	0.822006	[0.24,2.82]	0.518811	1	0.1		0.231558	1		111	3	1.8753	1.71914	[0.50,5.93]	0.314968	1	0.1		0.751869	1		66	0	1.11504	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.65889	0	[0.00,0.00]	1	1	0.1		1	1		80	1	1.35157	0.723418	[0.10,5.46]	0.603726	1	0.1		0.359284	1		109	2	1.84151	1.0969	[0.25,4.77]	0.428109	1	0.1		0.579116	1		79	1	1.33467	0.733333	[0.10,5.54]	0.609928	1	0.1		0.360996	1		262	3	4.42639	0.619691	[0.18,2.12]	0.323522	1	0.1		0.176017	1		71	1	1.19952	0.822857	[0.11,6.22]	0.66029	1	0.1		0.372491	1		
20	16	66	2	0.849558	2.59598	[0.58,11.67]	0.158258	1	0.1		0.951252	1		69	2	0.888174	2.47335	[0.55,11.11]	0.16698	1	0.1		0.945495	1		209	1	2.69027	0.326603	[0.04,2.49]	0.220724	1	0.1		0.169172	1		111	1	1.4288	0.67697	[0.09,5.17]	0.574318	1	0.1		0.352571	1		66	2	0.849558	2.59598	[0.58,11.67]	0.158258	1	0.1		0.951252	1		39	0	0.502011	0	[0.00,0.00]	1	1	0.1		1	1		80	1	1.02977	0.968776	[0.13,7.43]	0.724661	1	0.1		0.382029	1		109	0	1.40306	0	[0.00,0.00]	1	1	0.1		1	1		79	3	1.01689	3.49494	[0.97,12.53]	0.0606941	1	0.1		0.984693	1		262	6	3.37249	2.27578	[0.82,6.32]	0.0874703	1	0.1		0.944032	1		71	4	0.913918	5.77114	[1.81,18.37]	0.00913996	1	0.1		0.998591	1		
21	22	66	1	1.16814	0.846886	[0.11,6.39]	0.672182	1	0.1		0.374236	1		69	1	1.22124	0.807423	[0.11,6.09]	0.652195	1	0.1		0.370659	1		209	6	3.69912	1.88054	[0.73,4.86]	0.181353	1	0.1		0.845825	1		111	2	1.9646	1.02018	[0.24,4.42]	0.687239	1	0.1		0.286256	1		66	1	1.16814	0.846886	[0.11,6.39]	0.672182	1	0.1		0.374236	1		39	0	0.690265	0	[0.00,0.00]	1	1	0.1		1	1		80	3	1.41593	2.34586	[0.68,8.10]	0.116135	1	0.1		0.952131	1		109	3	1.9292	1.66087	[0.48,5.70]	0.313363	1	0.1		0.749902	1		79	4	1.39823	3.39556	[1.12,10.29]	0.035796	1	0.1		0.989782	1		262	6	4.63717	1.41357	[0.55,3.65]	0.274778	1	0.1		0.712664	1		71	4	1.25664	3.82753	[1.26,11.63]	0.0262096	1	0.1		0.993515	1		
22	30	66	2	1.59292	1.28237	[0.30,5.50]	0.46065	1	0.1		0.598904	1		69	0	1.66533	0	[0.00,0.00]	1	1	0.1		1	1		209	10	5.04425	2.54774	[1.17,5.53]	0.0167024	1	0.1		0.989731	1		111	5	2.679	2.08868	[0.78,5.57]	0.135997	1	0.1		0.897187	1		66	2	1.59292	1.28237	[0.30,5.50]	0.46065	1	0.1		0.598904	1		39	0	0.941271	0	[0.00,0.00]	1	1	0.1		1	1		80	5	1.93081	3.03467	[1.13,8.15]	0.0288196	1	0.1		0.989952	1		109	1	2.63073	0.35281	[0.05,2.62]	0.243791	1	0.1		0.182216	1		79	2	1.90668	1.0538	[0.25,4.51]	0.419147	1	0.1		0.567276	1		262	9	6.32341	1.6262	[0.74,3.59]	0.175346	1	0.1		0.826245	1		71	1	1.7136	0.563054	[0.08,4.19]	0.479992	1	0.1		0.312369	1		
23	27	66	1	1.43363	0.681065	[0.09,5.10]	0.57478	1	0.1		0.349219	1		69	0	1.49879	0	[0.00,0.00]	1	1	0.1		1	1		209	6	4.53982	1.42576	[0.57,3.58]	0.282603	1	0.1		0.705238	1		111	3	2.4111	1.28241	[0.38,4.33]	0.511813	1	0.1		0.495528	1		66	1	1.43363	0.681065	[0.09,5.10]	0.57478	1	0.1		0.349219	1		39	1	0.847144	1.19231	[0.16,9.02]	0.374496	1	0.1		0.793447	1		80	0	1.73773	0	[0.00,0.00]	1	1	0.1		1	1		109	0	2.36766	0	[0.00,0.00]	1	1	0.1		1	1		79	1	1.71601	0.561144	[0.08,4.19]	0.478741	1	0.1		0.312184	1		262	4	5.69107	0.64577	[0.22,1.88]	0.296181	1	0.1		0.149901	1		71	1	1.54224	0.62967	[0.08,4.71]	0.53672	1	0.1		0.33591	1		
24	56	66	1	2.97345	0.313846	[0.04,2.30]	0.188297	1	0.1		0.144447	1		69	5	3.10861	1.72028	[0.66,4.46]	0.148112	1	0.1		0.877496	1		209	7	9.41593	0.696605	[0.31,1.56]	0.24802	1	0.1		0.106609	1		111	5	5.0008	0.999815	[0.39,2.56]	0.616347	1	0.1		0.18812	1		66	1	2.97345	0.313846	[0.04,2.30]	0.188297	1	0.1		0.144447	1		39	3	1.75704	1.80975	[0.54,6.07]	0.16087	1	0.1		0.905808	1		80	5	3.60418	1.45359	[0.56,3.75]	0.255684	1	0.1		0.743448	1		109	4	4.9107	0.792674	[0.28,2.23]	0.445251	1	0.1		0.186469	1		79	0	3.55913	0	[0.00,0.00]	1	1	0.1		1	1		262	8	11.8037	0.612205	[0.29,1.31]	0.132067	1	0.1		0.063145	1		71	3	3.19871	0.931465	[0.28,3.06]	0.600823	1	0.1		0.233671	1		
25	23	66	2	1.22124	1.72024	[0.39,7.50]	0.229109	1	0.1		0.881368	1		69	2	1.27675	1.63895	[0.38,7.14]	0.237392	1	0.1		0.868944	1		209	2	3.86726	0.466069	[0.11,2.00]	0.229059	1	0.1		0.149131	1		111	3	2.0539	1.54444	[0.45,5.28]	0.309903	1	0.1		0.743615	1		66	2	1.22124	1.72024	[0.39,7.50]	0.229109	1	0.1		0.881368	1		39	1	0.721641	1.41388	[0.19,10.76]	0.362117	1	0.1		0.839289	1		80	0	1.48029	0	[0.00,0.00]	1	1	0.1		1	1		109	0	2.01689	0	[0.00,0.00]	1	1	0.1		1	1		79	1	1.46179	0.665501	[0.09,5.00]	0.564269	1	0.1		0.346494	1		262	4	4.84795	0.784986	[0.26,2.33]	0.448045	1	0.1		0.195898	1		71	1	1.31376	0.746753	[0.10,5.62]	0.617863	1	0.1		0.362547	1		
26	24	66	1	1.27434	0.771906	[0.10,5.81]	0.632524	1	0.1		0.365931	1		69	2	1.33226	1.56309	[0.36,6.79]	0.244751	1	0.1		0.855907	1		209	2	4.0354	0.444444	[0.10,1.90]	0.203755	1	0.1		0.135085	1		111	1	2.1432	0.43834	[0.06,3.28]	0.352517	1	0.1		0.248901	1		66	1	1.27434	0.771906	[0.10,5.81]	0.632524	1	0.1		0.365931	1		39	0	0.753017	0	[0.00,0.00]	1	1	0.1		1	1		80	0	1.54465	0	[0.00,0.00]	1	1	0.1		1	1		109	0	2.10459	0	[0.00,0.00]	1	1	0.1		1	1		79	1	1.52534	0.636009	[0.08,4.77]	0.542116	1	0.1		0.338443	1		262	5	5.05873	0.98505	[0.36,2.66]	0.60547	1	0.1		0.198853	1		71	0	1.37088	0	[0.00,0.00]	1	1	0.1		1	1		
27	49	66	3	2.60177	1.17081	[0.35,3.87]	0.481692	1	0.1		0.487576	1		69	3	2.72003	1.11462	[0.34,3.68]	0.462987	1	0.1		0.48286	1		209	11	8.23894	1.45614	[0.73,2.90]	0.222173	1	0.1		0.753974	1		111	7	4.3757	1.74679	[0.77,3.99]	0.13207	1	0.1		0.880715	1		66	3	2.60177	1.17081	[0.35,3.87]	0.481692	1	0.1		0.487576	1		39	1	1.53741	0.633772	[0.09,4.71]	0.539134	1	0.1		0.335926	1		80	4	3.15366	1.3076	[0.46,3.73]	0.348056	1	0.1		0.635071	1		109	7	4.29686	1.78431	[0.78,4.07]	0.132122	1	0.1		0.881976	1		79	3	3.11424	0.959382	[0.29,3.16]	0.620669	1	0.1		0.235173	1		262	14	10.3282	1.52581	[0.81,2.88]	0.137845	1	0.1		0.847772	1		71	4	2.79887	1.49519	[0.52,4.28]	0.21545	1	0.1		0.804632	1		
