C	Cn	GO:0000165	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0001504	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002218	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002224	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002431	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002757	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0002758	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007212	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007223	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007268	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007269	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007411	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0007416	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0008088	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0008089	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0009755	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0010611	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0010737	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0016079	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0016082	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0019722	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0019933	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0031629	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0031929	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0032288	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0035235	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0042417	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0042552	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0043491	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0046058	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0048488	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0048791	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0048846	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050804	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050807	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050808	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050852	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0050853	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0051403	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0051591	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0051963	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0055074	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0060074	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0060078	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0060563	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0070528	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0086065	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0098693	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0098877	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0098930	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099003	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099054	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099072	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099504	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099531	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099536	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099537	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099565	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099601	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099637	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:0099643	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	GO:2000300	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	
1	43	122	10	4.22043	2.94372	[1.41,6.13]	0.0046677	1	0.1		0.99805	1		8	0	0.27675	0	[0.00,0.00]	1	1	0.1		1	1		43	1	1.48753	0.656463	[0.09,4.88]	0.556397	1	0.1		0.342128	1		10	0	0.345937	0	[0.00,0.00]	1	1	0.1		1	1		25	6	0.864843	10.0797	[3.80,26.71]	0.000119289	0.370931	0.1		0.999989	1		72	6	2.49075	2.78624	[1.14,6.84]	0.0239936	1	0.1		0.990218	1		42	1	1.45294	0.673055	[0.09,5.01]	0.568507	1	0.1		0.346281	1		14	1	0.484312	2.17399	[0.28,17.01]	0.308987	1	0.1		0.918234	1		8	0	0.27675	0	[0.00,0.00]	1	1	0.1		1	1		124	15	4.28962	5.36206	[2.78,10.35]	4.73226e-06	0.022024	0.1	*	0.999999	1		36	0	1.24537	0	[0.00,0.00]	1	1	0.1		1	1		40	6	1.38375	5.56121	[2.20,14.06]	0.00162325	1	0.1		0.999715	1		16	4	0.5535	10.1538	[3.13,32.90]	0.00154315	1	0.1		0.999871	1		11	0	0.380531	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.207562	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.484312	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.345937	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.172969	0	[0.00,0.00]	1	1	0.1		1	1		26	0	0.899437	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.345937	0	[0.00,0.00]	1	1	0.1		1	1		30	4	1.03781	4.63116	[1.54,13.91]	0.0147472	1	0.1		0.997072	1		9	0	0.311344	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.242156	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.345937	0	[0.00,0.00]	1	1	0.1		1	1		5	2	0.172969	19.4634	[3.17,119.66]	0.0105759	1	0.1		0.999632	1		6	3	0.207562	29.925	[5.86,152.89]	0.000700504	1	0.1		0.999982	1		7	2	0.242156	11.6585	[2.20,61.88]	0.0207621	1	0.1		0.998773	1		23	2	0.795656	2.73868	[0.62,12.07]	0.145313	1	0.1		0.957843	1		20	2	0.691874	3.20325	[0.72,14.27]	0.120893	1	0.1		0.970839	1		14	1	0.484312	2.17399	[0.28,17.01]	0.308987	1	0.1		0.918234	1		14	0	0.484312	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.138375	0	[0.00,0.00]	1	1	0.1		1	1		1	0	0.0345937	0	[0.00,0.00]	1	1	0.1		1	1		75	9	2.59453	4.54813	[2.09,9.88]	0.00056143	1	0.1		0.999867	1		17	3	0.588093	6.35357	[1.76,22.99]	0.0165657	1	0.1		0.997868	1		42	6	1.45294	5.24324	[2.08,13.21]	0.00208402	1	0.1		0.999608	1		37	2	1.27997	1.62369	[0.38,6.98]	0.236417	1	0.1		0.86728	1		4	0	0.138375	0	[0.00,0.00]	1	1	0.1		1	1		37	0	1.27997	0	[0.00,0.00]	1	1	0.1		1	1		13	0	0.449718	0	[0.00,0.00]	1	1	0.1		1	1		10	2	0.345937	7.26829	[1.50,35.30]	0.0402047	1	0.1		0.996091	1		49	5	1.69509	3.45694	[1.30,9.21]	0.018518	1	0.1		0.9945	1		4	1	0.138375	9.5	[0.97,93.25]	0.124796	1	0.1		0.993286	1		19	7	0.657281	19.25	[7.16,51.77]	1.27129e-06	0.0100582	0.1	*	1	1		4	0	0.138375	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.103781	0	[0.00,0.00]	1	1	0.1		1	1		10	1	0.345937	3.15079	[0.39,25.44]	0.253566	1	0.1		0.955886	1		16	0	0.5535	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.207562	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.345937	0	[0.00,0.00]	1	1	0.1		1	1		42	0	1.45294	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.103781	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.207562	0	[0.00,0.00]	1	1	0.1		1	1		38	0	1.31456	0	[0.00,0.00]	1	1	0.1		1	1		37	0	1.27997	0	[0.00,0.00]	1	1	0.1		1	1		124	15	4.28962	5.36206	[2.78,10.35]	4.73226e-06	0.022024	0.1	*	0.999999	1		124	15	4.28962	5.36206	[2.78,10.35]	4.73226e-06	0.022024	0.1	*	0.999999	1		20	7	0.691874	17.7543	[6.68,47.16]	1.8983e-06	0.0136537	0.1	*	1	1		6	3	0.207562	29.925	[5.86,152.89]	0.000700504	1	0.1		0.999982	1		7	0	0.242156	0	[0.00,0.00]	1	1	0.1		1	1		36	0	1.24537	0	[0.00,0.00]	1	1	0.1		1	1		12	0	0.415125	0	[0.00,0.00]	1	1	0.1		1	1		
2	38	122	7	3.72969	2.14025	[0.92,4.97]	0.0625481	1	0.1		0.954732	1		8	0	0.24457	0	[0.00,0.00]	1	1	0.1		1	1		43	5	1.31456	4.65311	[1.72,12.58]	0.00694465	1	0.1		0.998554	1		10	0	0.305712	0	[0.00,0.00]	1	1	0.1		1	1		25	1	0.76428	1.32995	[0.18,10.10]	0.3673	1	0.1		0.823913	1		72	6	2.20113	3.2358	[1.31,8.01]	0.0144066	1	0.1		0.995159	1		42	5	1.28399	4.78296	[1.77,12.95]	0.00631053	1	0.1		0.998727	1		14	4	0.427997	14.0588	[4.20,47.08]	0.000564565	1	0.1		0.999967	1		8	2	0.24457	11.1019	[2.17,56.91]	0.0213641	1	0.1		0.99867	1		124	4	3.79083	1.06373	[0.37,3.05]	0.459324	1	0.1		0.422195	1		36	0	1.10056	0	[0.00,0.00]	1	1	0.1		1	1		40	0	1.22285	0	[0.00,0.00]	1	1	0.1		1	1		16	1	0.489139	2.14414	[0.28,16.66]	0.30994	1	0.1		0.916566	1		11	1	0.336283	3.22973	[0.40,25.89]	0.248241	1	0.1		0.957926	1		6	1	0.183427	6.48649	[0.74,56.92]	0.157646	1	0.1		0.987363	1		14	0	0.427997	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.305712	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.152856	0	[0.00,0.00]	1	1	0.1		1	1		26	0	0.794851	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.305712	0	[0.00,0.00]	1	1	0.1		1	1		30	0	0.917136	0	[0.00,0.00]	1	1	0.1		1	1		9	3	0.275141	17.1286	[4.12,71.30]	0.00186828	1	0.1		0.999916	1		7	0	0.213998	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.305712	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.152856	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.183427	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.213998	0	[0.00,0.00]	1	1	0.1		1	1		23	0	0.703138	0	[0.00,0.00]	1	1	0.1		1	1		20	0	0.611424	0	[0.00,0.00]	1	1	0.1		1	1		14	2	0.427997	5.52315	[1.19,25.59]	0.0581196	1	0.1		0.992393	1		14	1	0.427997	2.47817	[0.32,19.45]	0.288302	1	0.1		0.934273	1		4	0	0.122285	0	[0.00,0.00]	1	1	0.1		1	1		1	0	0.0305712	0	[0.00,0.00]	1	1	0.1		1	1		75	3	2.29284	1.34881	[0.41,4.49]	0.303855	1	0.1		0.717363	1		17	0	0.51971	0	[0.00,0.00]	1	1	0.1		1	1		42	2	1.28399	1.61806	[0.38,6.96]	0.236958	1	0.1		0.866345	1		37	5	1.13113	5.55398	[2.03,15.16]	0.00371567	1	0.1		0.999369	1		4	0	0.122285	0	[0.00,0.00]	1	1	0.1		1	1		37	0	1.13113	0	[0.00,0.00]	1	1	0.1		1	1		13	0	0.397426	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.305712	0	[0.00,0.00]	1	1	0.1		1	1		49	2	1.49799	1.36879	[0.32,5.86]	0.47323	1	0.1		0.6023	1		4	0	0.122285	0	[0.00,0.00]	1	1	0.1		1	1		19	0	0.580853	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.122285	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.0917136	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.305712	0	[0.00,0.00]	1	1	0.1		1	1		16	1	0.489139	2.14414	[0.28,16.66]	0.30994	1	0.1		0.916566	1		6	0	0.183427	0	[0.00,0.00]	1	1	0.1		1	1		10	1	0.305712	3.59159	[0.44,29.09]	0.232655	1	0.1		0.964908	1		42	3	1.28399	2.56264	[0.76,8.69]	0.097547	1	0.1		0.963892	1		3	0	0.0917136	0	[0.00,0.00]	1	1	0.1		1	1		6	1	0.183427	6.48649	[0.74,56.92]	0.157646	1	0.1		0.987363	1		38	3	1.16171	2.86531	[0.84,9.76]	0.0806637	1	0.1		0.974009	1		37	0	1.13113	0	[0.00,0.00]	1	1	0.1		1	1		124	4	3.79083	1.06373	[0.37,3.05]	0.459324	1	0.1		0.422195	1		124	4	3.79083	1.06373	[0.37,3.05]	0.459324	1	0.1		0.422195	1		20	0	0.611424	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.183427	0	[0.00,0.00]	1	1	0.1		1	1		7	1	0.213998	5.4009	[0.63,46.00]	0.178419	1	0.1		0.982647	1		36	0	1.10056	0	[0.00,0.00]	1	1	0.1		1	1		12	0	0.366854	0	[0.00,0.00]	1	1	0.1		1	1		
3	34	122	2	3.33709	0.567187	[0.13,2.40]	0.334801	1	0.1		0.19828	1		8	0	0.218825	0	[0.00,0.00]	1	1	0.1		1	1		43	2	1.17619	1.78049	[0.41,7.68]	0.22088	1	0.1		0.890316	1		10	0	0.273532	0	[0.00,0.00]	1	1	0.1		1	1		25	0	0.683829	0	[0.00,0.00]	1	1	0.1		1	1		72	2	1.96943	1.01696	[0.24,4.33]	0.685643	1	0.1		0.282829	1		42	2	1.14883	1.82656	[0.42,7.89]	0.216371	1	0.1		0.896081	1		14	1	0.382944	2.78788	[0.35,21.94]	0.269369	1	0.1		0.946186	1		8	1	0.218825	5.20346	[0.62,43.51]	0.181146	1	0.1		0.981653	1		124	1	3.39179	0.267554	[0.04,1.97]	0.130219	1	0.1		0.103546	1		36	1	0.984714	1.01645	[0.14,7.64]	0.741745	1	0.1		0.378606	1		40	0	1.09413	0	[0.00,0.00]	1	1	0.1		1	1		16	0	0.437651	0	[0.00,0.00]	1	1	0.1		1	1		11	0	0.300885	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.164119	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.382944	0	[0.00,0.00]	1	1	0.1		1	1		10	1	0.273532	4.0404	[0.50,32.82]	0.214489	1	0.1		0.971509	1		5	0	0.136766	0	[0.00,0.00]	1	1	0.1		1	1		26	0	0.711183	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.273532	0	[0.00,0.00]	1	1	0.1		1	1		30	0	0.820595	0	[0.00,0.00]	1	1	0.1		1	1		9	0	0.246179	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.191472	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.273532	0	[0.00,0.00]	1	1	0.1		1	1		5	0	0.136766	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.164119	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.191472	0	[0.00,0.00]	1	1	0.1		1	1		23	0	0.629123	0	[0.00,0.00]	1	1	0.1		1	1		20	0	0.547064	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.382944	0	[0.00,0.00]	1	1	0.1		1	1		14	0	0.382944	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.109413	0	[0.00,0.00]	1	1	0.1		1	1		1	0	0.0273532	0	[0.00,0.00]	1	1	0.1		1	1		75	0	2.05149	0	[0.00,0.00]	1	1	0.1		1	1		17	0	0.465004	0	[0.00,0.00]	1	1	0.1		1	1		42	0	1.14883	0	[0.00,0.00]	1	1	0.1		1	1		37	2	1.01207	2.09643	[0.48,9.10]	0.191499	1	0.1		0.922893	1		4	0	0.109413	0	[0.00,0.00]	1	1	0.1		1	1		37	0	1.01207	0	[0.00,0.00]	1	1	0.1		1	1		13	0	0.355591	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.273532	0	[0.00,0.00]	1	1	0.1		1	1		49	0	1.34031	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.109413	0	[0.00,0.00]	1	1	0.1		1	1		19	0	0.51971	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.109413	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.0820595	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.273532	0	[0.00,0.00]	1	1	0.1		1	1		16	0	0.437651	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.164119	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.273532	0	[0.00,0.00]	1	1	0.1		1	1		42	0	1.14883	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.0820595	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.164119	0	[0.00,0.00]	1	1	0.1		1	1		38	0	1.03942	0	[0.00,0.00]	1	1	0.1		1	1		37	1	1.01207	0.987374	[0.13,7.42]	0.731394	1	0.1		0.378484	1		124	1	3.39179	0.267554	[0.04,1.97]	0.130219	1	0.1		0.103546	1		124	1	3.39179	0.267554	[0.04,1.97]	0.130219	1	0.1		0.103546	1		20	0	0.547064	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.164119	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.191472	0	[0.00,0.00]	1	1	0.1		1	1		36	1	0.984714	1.01645	[0.14,7.64]	0.741745	1	0.1		0.378606	1		12	0	0.328238	0	[0.00,0.00]	1	1	0.1		1	1		
4	27	122	3	2.65004	1.15231	[0.34,3.88]	0.473277	1	0.1		0.4917	1		8	0	0.173773	0	[0.00,0.00]	1	1	0.1		1	1		43	2	0.934031	2.29268	[0.53,10.01]	0.175806	1	0.1		0.936715	1		10	1	0.217216	5.15812	[0.63,42.22]	0.179444	1	0.1		0.981628	1		25	1	0.543041	1.91026	[0.25,14.66]	0.325259	1	0.1		0.899644	1		72	3	1.56396	2.0779	[0.61,7.07]	0.136434	1	0.1		0.933971	1		42	2	0.912309	2.352	[0.54,10.27]	0.171192	1	0.1		0.940278	1		14	2	0.304103	8.02667	[1.71,37.76]	0.032378	1	0.1		0.99716	1		8	1	0.173773	6.64286	[0.79,55.96]	0.149799	1	0.1		0.988257	1		124	8	2.69348	3.99274	[1.71,9.32]	0.00267589	1	0.1		0.999272	1		36	1	0.781979	1.2978	[0.17,9.84]	0.369046	1	0.1		0.817445	1		40	1	0.868866	1.16075	[0.15,8.77]	0.375804	1	0.1		0.78536	1		16	0	0.347546	0	[0.00,0.00]	1	1	0.1		1	1		11	1	0.238938	4.63846	[0.57,37.58]	0.193227	1	0.1		0.977844	1		6	0	0.13033	0	[0.00,0.00]	1	1	0.1		1	1		14	1	0.304103	3.55917	[0.45,28.23]	0.230669	1	0.1		0.964782	1		10	3	0.217216	21.5893	[5.26,88.57]	0.000958366	1	0.1		0.999966	1		5	0	0.108608	0	[0.00,0.00]	1	1	0.1		1	1		26	0	0.564763	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.217216	0	[0.00,0.00]	1	1	0.1		1	1		30	3	0.651649	5.50463	[1.56,19.39]	0.0218171	1	0.1		0.996707	1		9	0	0.195495	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.152051	0	[0.00,0.00]	1	1	0.1		1	1		10	3	0.217216	21.5893	[5.26,88.57]	0.000958366	1	0.1		0.999966	1		5	0	0.108608	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.13033	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.152051	0	[0.00,0.00]	1	1	0.1		1	1		23	2	0.499598	4.55238	[1.01,20.47]	0.0747712	1	0.1		0.987878	1		20	2	0.434433	5.32444	[1.17,24.19]	0.0597446	1	0.1		0.99185	1		14	2	0.304103	8.02667	[1.71,37.76]	0.032378	1	0.1		0.99716	1		14	0	0.304103	0	[0.00,0.00]	1	1	0.1		1	1		4	0	0.0868866	0	[0.00,0.00]	1	1	0.1		1	1		1	0	0.0217216	0	[0.00,0.00]	1	1	0.1		1	1		75	3	1.62912	1.98611	[0.58,6.75]	0.14516	1	0.1		0.925395	1		17	0	0.369268	0	[0.00,0.00]	1	1	0.1		1	1		42	3	0.912309	3.77244	[1.09,13.06]	0.0484826	1	0.1		0.988761	1		37	0	0.803701	0	[0.00,0.00]	1	1	0.1		1	1		4	1	0.0868866	15.5513	[1.56,154.54]	0.0815391	1	0.1		0.997344	1		37	0	0.803701	0	[0.00,0.00]	1	1	0.1		1	1		13	0	0.282381	0	[0.00,0.00]	1	1	0.1		1	1		10	0	0.217216	0	[0.00,0.00]	1	1	0.1		1	1		49	4	1.06436	4.5256	[1.50,13.63]	0.0159169	1	0.1		0.996755	1		4	0	0.0868866	0	[0.00,0.00]	1	1	0.1		1	1		19	1	0.412711	2.55983	[0.33,19.90]	0.281259	1	0.1		0.938079	1		4	0	0.0868866	0	[0.00,0.00]	1	1	0.1		1	1		3	0	0.0651649	0	[0.00,0.00]	1	1	0.1		1	1		10	1	0.217216	5.15812	[0.63,42.22]	0.179444	1	0.1		0.981628	1		16	0	0.347546	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.13033	0	[0.00,0.00]	1	1	0.1		1	1		10	1	0.217216	5.15812	[0.63,42.22]	0.179444	1	0.1		0.981628	1		42	1	0.912309	1.10225	[0.15,8.32]	0.377715	1	0.1		0.769086	1		3	0	0.0651649	0	[0.00,0.00]	1	1	0.1		1	1		6	0	0.13033	0	[0.00,0.00]	1	1	0.1		1	1		38	0	0.825422	0	[0.00,0.00]	1	1	0.1		1	1		37	1	0.803701	1.26068	[0.17,9.55]	0.371127	1	0.1		0.809495	1		124	8	2.69348	3.99274	[1.71,9.32]	0.00267589	1	0.1		0.999272	1		124	8	2.69348	3.99274	[1.71,9.32]	0.00267589	1	0.1		0.999272	1		20	3	0.434433	8.81618	[2.42,32.10]	0.00747431	1	0.1		0.999324	1		6	0	0.13033	0	[0.00,0.00]	1	1	0.1		1	1		7	0	0.152051	0	[0.00,0.00]	1	1	0.1		1	1		36	1	0.781979	1.2978	[0.17,9.84]	0.369046	1	0.1		0.817445	1		12	0	0.26066	0	[0.00,0.00]	1	1	0.1		1	1		
