ENTREZ.ID,GENE.NAME,DEGREE,Closeness,Bet,CC,Cl,Clnorm,SP,PR,sgG5,BRIDGE_sgG5,PROB_sgG5,MIX_sgG5,BR_CONSENSUS,BR_CONSENSUS_MAD,BR_CONSENSUS_ADJ,DE,sub
55967,55967,1,0.174,0,NA,78,3.01892315925734e-4,5,3.14803616121749e-4,52,0,0.995235826584088,0,0,0,-1.2940225668077099,0,1.6618152783094948
57471,57471,1,0.185,0,NA,168,7.135636558244629e-4,5,2.8651676335885297e-4,40,0,0.9895766516998079,0,0,0,-1.2940225668077099,0,1.7795851570908559
115827,115827,1,0.198,0,NA,314,0.0013813860516601801,3,3.00218054185304e-4,16,0,0.9921750239540079,0,0,0,-1.2940225668077099,1,2.061045691235261
10814,10814,1,0.193,0,NA,500,0.00223217348745089,4,2.49340391511365e-4,42,0,0.991457124435848,0,0,0,-1.2940225668077099,0,2.8302297160224628
91663,91663,1,0.20600000000000002,0,NA,483,0.0021544133454700102,3,2.8318780346483596e-4,11,0,0.9968269078216719,0,0,0,-1.2940225668077099,1,3.02189359754183
80221,80221,2,0.203,25.3441243281075,0,633,0.00284053224530123,4,4.04993446380922e-4,52,0.29343235838972803,0.990831704232701,0.5,0.29343235838972803,0,0,0,3.6663244914207604
4722,4722,2,0.2,1241,0,305,0.00134021891767031,4,7.03758687883327e-4,3,0,0.9999894397914991,0,0,0,-1.2940225668077099,0,3.261003272628602
8834,8834,1,0.16699999999999998,0,NA,62,2.28706299943738e-4,5,4.19773226743323e-4,3,0,0.996670894102727,0,0,0,-1.2940225668077099,0,1.5999610538749054
60682,60682,1,0.195,0,NA,258,0.00112523499572319,4,3.52636936818835e-4,34,0,0.9897056458098761,0,0,0,-1.2940225668077099,0,1.9105825952134328
64744,64744,2,0.243,1241,0,3520,0.0160460340040527,3,5.45790946884345e-4,34,0,0.9998956317540391,0,0,0,-1.2940225668077099,0,56.47104933991701
92399,92399,1,0.207,0,NA,797,0.0035906889091166898,3,2.43234112938552e-4,42,0,0.991457124435848,0,0,0,-1.2940225668077099,1,4.361282977745945
