#flatfile
1	DAM	226
1	DAM	306
1	DAM	308
1	DAM	334
1	DAM	348
1	DAM	6175
1	DAM	388
1	DAM	483
1	DAM	527
1	DAM	822
1	DAM	928
1	DAM	1327
1	DAM	1337
1	DAM	1362
1	DAM	1436
1	DAM	1476
1	DAM	1508
1	DAM	1509
1	DAM	1915
1	DAM	1938
1	DAM	2170
1	DAM	2197
1	DAM	2321
1	DAM	23380
1	DAM	2495
1	DAM	2512
1	DAM	8522
1	DAM	2629
1	DAM	2584
1	DAM	2752
1	DAM	2778
1	DAM	2805
1	DAM	2896
1	DAM	2947
1	DAM	9446
1	DAM	3094
1	DAM	3778
1	DAM	547
1	DAM	2171
1	DAM	3921
1	DAM	3939
1	DAM	6187
1	DAM	4043
1	DAM	4069
1	DAM	4069
1	DAM	4082
1	DAM	8785
1	DAM	4282
1	DAM	4644
1	DAM	4666
1	DAM	4869
1	DAM	8829
1	DAM	26986
1	DAM	5052
1	DAM	8682
1	DAM	5223
1	DAM	5230
1	DAM	23646
1	DAM	3959
1	DAM	5538
1	DAM	6768
1	DAM	4736
1	DAM	6141
1	DAM	6146
1	DAM	6168
1	DAM	6128
1	DAM	6129
1	DAM	6206
1	DAM	6208
1	DAM	6209
1	DAM	6217
1	DAM	6222
1	DAM	6223
1	DAM	6229
1	DAM	6193
1	DAM	6202
1	DAM	9167
1	DAM	6513
1	DAM	6678
1	DAM	5270
1	DAM	6748
1	DAM	9145
1	DAM	7163
1	DAM	7167
1	DAM	7178
1	DAM	23521
1	DAM	5037
1	DAM	6157
1	DAM	10493
1	DAM	6132
1	DAM	6188
1	DAM	6205
1	DAM	6122
1	DAM	6231
1	DAM	10549
1	DAM	6234
1	DAM	4694
1	DAM	23705
1	DAM	1933
1	DAM	6176
1	DAM	5204
1	DAM	9551
1	DAM	6165
1	DAM	53826
1	DAM	9349
1	DAM	23423
1	DAM	9296
1	DAM	528
1	DAM	6227
1	DAM	11224
1	DAM	6135
1	DAM	6204
1	DAM	9045
1	DAM	4700
1	DAM	1937
1	DAM	6181
1	DAM	6170
1	DAM	6167
1	DAM	6224
1	DAM	6169
1	DAM	6124
1	DAM	64423
1	DAM	64805
1	DAM	4643
1	DAM	114991
1	DAM	6230
1	DAM	6142
1	DAM	140707
1	DAM	6203
1	DAM	6233
1	DAM	9324
1	DAM	29968
1	DAM	31
1	DAM	7464
1	DAM	104
1	DAM	6134
1	DAM	56243
1	DAM	478
1	DAM	57180
1	DAM	6210
1	DAM	285590
1	DAM	6136
1	DAM	6137
1	DAM	54832
1	DAM	4726
1	DAM	25873
1	DAM	6125
1	DAM	6189
1	DAM	5315
1	DAM	10399
1	DAM	10536
2	HomoStatic_Microgila1	4069
2	HomoStatic_Microgila1	60
2	HomoStatic_Microgila1	7114
2	HomoStatic_Microgila1	1471
2	HomoStatic_Microgila1	348
2	HomoStatic_Microgila1	6229
2	HomoStatic_Microgila1	6124
2	HomoStatic_Microgila1	6203
2	HomoStatic_Microgila1	2876
2	HomoStatic_Microgila1	7431
2	HomoStatic_Microgila1	10399
2	HomoStatic_Microgila1	6176
2	HomoStatic_Microgila1	6193
2	HomoStatic_Microgila1	2495
2	HomoStatic_Microgila1	6175
2	HomoStatic_Microgila1	6208
2	HomoStatic_Microgila1	6227
2	HomoStatic_Microgila1	6188
2	HomoStatic_Microgila1	9445
2	HomoStatic_Microgila1	10109
2	HomoStatic_Microgila1	5660
2	HomoStatic_Microgila1	6132
2	HomoStatic_Microgila1	2771
2	HomoStatic_Microgila1	6275
2	HomoStatic_Microgila1	6204
2	HomoStatic_Microgila1	6223
2	HomoStatic_Microgila1	23521
2	HomoStatic_Microgila1	6205
2	HomoStatic_Microgila1	26986
2	HomoStatic_Microgila1	6234
2	HomoStatic_Microgila1	11151
2	HomoStatic_Microgila1	6224
2	HomoStatic_Microgila1	3921
2	HomoStatic_Microgila1	6142
2	HomoStatic_Microgila1	3326
2	HomoStatic_Microgila1	6168
2	HomoStatic_Microgila1	6134
2	HomoStatic_Microgila1	1436
2	HomoStatic_Microgila1	6209
2	HomoStatic_Microgila1	6137
2	HomoStatic_Microgila1	6181
2	HomoStatic_Microgila1	6170
2	HomoStatic_Microgila1	2778
2	HomoStatic_Microgila1	3312
2	HomoStatic_Microgila1	6202
2	HomoStatic_Microgila1	3074
2	HomoStatic_Microgila1	1072
2	HomoStatic_Microgila1	7178
2	HomoStatic_Microgila1	1508
2	HomoStatic_Microgila1	5908
2	HomoStatic_Microgila1	9349
2	HomoStatic_Microgila1	1933
2	HomoStatic_Microgila1	1509
2	HomoStatic_Microgila1	9045
2	HomoStatic_Microgila1	6129
2	HomoStatic_Microgila1	6210
2	HomoStatic_Microgila1	6146
2	HomoStatic_Microgila1	4478
2	HomoStatic_Microgila1	6231
2	HomoStatic_Microgila1	6230
2	HomoStatic_Microgila1	83442
2	HomoStatic_Microgila1	6165
2	HomoStatic_Microgila1	1327
2	HomoStatic_Microgila1	1938
2	HomoStatic_Microgila1	4046
2	HomoStatic_Microgila1	10092
2	HomoStatic_Microgila1	3916
2	HomoStatic_Microgila1	3020
2	HomoStatic_Microgila1	2746
2	HomoStatic_Microgila1	998
2	HomoStatic_Microgila1	2896
2	HomoStatic_Microgila1	961
2	HomoStatic_Microgila1	9555
2	HomoStatic_Microgila1	51571
2	HomoStatic_Microgila1	6169
2	HomoStatic_Microgila1	26135
2	HomoStatic_Microgila1	6167
2	HomoStatic_Microgila1	3936
2	HomoStatic_Microgila1	25873
2	HomoStatic_Microgila1	4700
2	HomoStatic_Microgila1	7314
2	HomoStatic_Microgila1	2335
2	HomoStatic_Microgila1	4904
2	HomoStatic_Microgila1	6233
2	HomoStatic_Microgila1	302
2	HomoStatic_Microgila1	25824
2	HomoStatic_Microgila1	8665
2	HomoStatic_Microgila1	7170
2	HomoStatic_Microgila1	5250
2	HomoStatic_Microgila1	140885
2	HomoStatic_Microgila1	6888
2	HomoStatic_Microgila1	5906
2	HomoStatic_Microgila1	64805
2	HomoStatic_Microgila1	4067
2	HomoStatic_Microgila1	1655
2	HomoStatic_Microgila1	10096
2	HomoStatic_Microgila1	5688
2	HomoStatic_Microgila1	7184
2	HomoStatic_Microgila1	5879
2	HomoStatic_Microgila1	79180
2	HomoStatic_Microgila1	10094
2	HomoStatic_Microgila1	4069
2	HomoStatic_Microgila1	2197
2	HomoStatic_Microgila1	3021
2	HomoStatic_Microgila1	6280
2	HomoStatic_Microgila1	3094
2	HomoStatic_Microgila1	11224
2	HomoStatic_Microgila1	6647
2	HomoStatic_Microgila1	91663
2	HomoStatic_Microgila1	23406
2	HomoStatic_Microgila1	2665
2	HomoStatic_Microgila1	7018
2	HomoStatic_Microgila1	10097
2	HomoStatic_Microgila1	3008
2	HomoStatic_Microgila1	506
2	HomoStatic_Microgila1	5880
2	HomoStatic_Microgila1	5341
2	HomoStatic_Microgila1	4082
2	HomoStatic_Microgila1	226
2	HomoStatic_Microgila1	712
2	HomoStatic_Microgila1	6217
2	HomoStatic_Microgila1	8826
2	HomoStatic_Microgila1	10952
2	HomoStatic_Microgila1	4542
2	HomoStatic_Microgila1	133418
2	HomoStatic_Microgila1	4627
2	HomoStatic_Microgila1	9584
2	HomoStatic_Microgila1	811
2	HomoStatic_Microgila1	3688
2	HomoStatic_Microgila1	292
2	HomoStatic_Microgila1	5204
2	HomoStatic_Microgila1	1211
2	HomoStatic_Microgila1	832
2	HomoStatic_Microgila1	5689
2	HomoStatic_Microgila1	4869
2	HomoStatic_Microgila1	3309
2	HomoStatic_Microgila1	5094
2	HomoStatic_Microgila1	7529
2	HomoStatic_Microgila1	5306
2	HomoStatic_Microgila1	10923
2	HomoStatic_Microgila1	2316
2	HomoStatic_Microgila1	830
2	HomoStatic_Microgila1	6128
2	HomoStatic_Microgila1	515
2	HomoStatic_Microgila1	3192
2	HomoStatic_Microgila1	10163
2	HomoStatic_Microgila1	1984
2	HomoStatic_Microgila1	9748
2	HomoStatic_Microgila1	3956
2	HomoStatic_Microgila1	8667
2	HomoStatic_Microgila1	10541
2	HomoStatic_Microgila1	3181
2	HomoStatic_Microgila1	396
2	HomoStatic_Microgila1	92140
2	HomoStatic_Microgila1	1982
2	HomoStatic_Microgila1	81618
2	HomoStatic_Microgila1	821
2	HomoStatic_Microgila1	23395
2	HomoStatic_Microgila1	8661
2	HomoStatic_Microgila1	5052
2	HomoStatic_Microgila1	10209
2	HomoStatic_Microgila1	7112
2	HomoStatic_Microgila1	7534
2	HomoStatic_Microgila1	6222
2	HomoStatic_Microgila1	4253
2	HomoStatic_Microgila1	509
2	HomoStatic_Microgila1	6279
2	HomoStatic_Microgila1	391
2	HomoStatic_Microgila1	9839
