alg	Rate_-10.0	Rate_-5.0	Rate_-2.0	Rate_-1.0	Rate_-0.5
fc	7.7715611723761e-16	2.22044604925031e-16	0	0	0
lourvain	7.99360577730113e-15	2.44249065417534e-14	6.15507644852187e-13	7.29416527178728e-14	0
Spectral_12	2.13828954542805e-13	1.30891963934232e-11	1.02320867834127e-06	0.000378883650463235	1.96547251807289e-08
Spectral_3	2.34510744157035e-10	4.50102034532662e-08	0.000378883650463235	0.308150649777014	0.0913860409268299
sgG1	7.99360577730113e-15	2.44249065417534e-14	6.15507644852187e-13	3.49088535855913e-11	0
fc_2	6.15507644852187e-13	3.49088535855913e-11	2.13032976315031e-06	0.00319890069302564	2.22936997196221e-07
lourvain_2	2.44249065417534e-14	2.13828954542805e-13	2.34510744157035e-10	1.02320867834127e-06	1.30891963934232e-11
sgG1_2	2.44249065417534e-14	6.15507644852187e-13	2.34510744157035e-10	4.35168227586047e-06	6.2629046187368e-05
