alg	Rate_-10.0	Rate_-5.0	Rate_-2.0	Rate_-1.0	Rate_-0.5
fc	7.7715611723761e-16	2.22044604925031e-16	0	0	0
lourvain	7.99360577730113e-15	2.44249065417534e-14	1.73805414505068e-12	7.29416527178728e-14	0
Spectral_12	2.13828954542805e-13	4.81525930240423e-12	4.50102034532662e-08	0.000378883650463235	1.96547251807289e-08
Spectral_3	2.34510744157035e-10	4.50102034532662e-08	0.000378883650463235	0.234259456958784	0.127518579392974
sgG1	7.99360577730113e-15	2.44249065417534e-14	6.15507644852187e-13	3.49088535855913e-11	0
fc_2	6.15507644852187e-13	9.13450426409668e-11	2.13032976315031e-06	0.00319890069302564	4.82180140370936e-07
lourvain_2	2.44249065417534e-14	6.15507644852187e-13	2.34510744157035e-10	2.13032976315031e-06	1.30891963934232e-11
sgG1_2	2.44249065417534e-14	6.15507644852187e-13	2.34510744157035e-10	2.13032976315031e-06	1.71498782053359e-05
