alg	Rate_-10.0	Rate_-5.0	Rate_-2.0	Rate_-1.0	Rate_-0.5
fc	7.7715611723761e-16	7.7715611723761e-16	0	0	0
lourvain	7.99360577730113e-15	7.99360577730113e-15	7.99360577730113e-15	2.55351295663786e-15	0
Spectral_12	6.15507644852187e-13	2.34510744157035e-10	6.2629046187368e-05	0.000211934398583691	3.53966489452517e-09
Spectral_3	3.53966489452517e-09	4.82180140370936e-07	0.000378883650463235	0.234259456958784	0.0299910525103284
sgG1	7.99360577730113e-15	2.44249065417534e-14	1.73805414505068e-12	3.49088535855913e-11	0
fc_2	3.49088535855913e-11	8.42074865392561e-09	1.71498782053359e-05	0.00319890069302564	1.01130626983803e-07
lourvain_2	2.44249065417534e-14	6.15507644852187e-13	1.4598268149868e-09	1.71498782053359e-05	3.49088535855913e-11
sgG1_2	2.44249065417534e-14	6.15507644852187e-13	5.90701709768382e-10	1.71498782053359e-05	0.00114366245509934
