alg	isConv	finIter	finTol	stopCode	stopMessage
fc	FALSE	50	1.49011611938477e-08	-1	Number of iterations has reached `maxiter' == 50.
lourvain	TRUE	15	1.49011611938477e-08	1	Relative error in the sum of squares is at most `ftol'.
Spectral_12	TRUE	8	1.49011611938477e-08	1	Relative error in the sum of squares is at most `ftol'.
Spectral_3	TRUE	15	1.49011611938477e-08	1	Relative error in the sum of squares is at most `ftol'.
sgG1	TRUE	11	1.49011611938477e-08	1	Relative error in the sum of squares is at most `ftol'.
fc_2	TRUE	8	1.49011611938477e-08	1	Relative error in the sum of squares is at most `ftol'.
lourvain_2	TRUE	7	1.49011611938477e-08	1	Relative error in the sum of squares is at most `ftol'.
sgG1_2	TRUE	8	1.49011611938477e-08	1	Relative error in the sum of squares is at most `ftol'.
