Human.Entrez.ID,Human.Gene.Name,Human.Uniprot.ID,Volgyi_2017,Neuner_2017,Sweet_2016,Shi_2014,Chang_2015,Chang_2013,Zolochevska_2018,Krivinko_2018
80273,GRPEL1,Q9HAV7,0,0,0,0,1,0,0,0
79180,EFHD2,Q96C19,0,0,0,0,1,0,0,0
372,ARCN1,P48444,0,0,0,0,1,0,0,0
5096,PCCB,P05166,0,0,0,0,1,0,0,0
9289,ADGRG1,Q9Y653,0,0,0,0,1,0,0,0
23597,ACOT9,Q9Y305,0,0,0,0,1,0,0,0
83658,DYNLRB1,Q9NP97,0,0,0,0,1,0,0,0
60491,NIF3L1,Q9GZT8,0,0,0,0,1,0,0,0
53358,SHC3,Q92529,0,0,0,0,1,0,0,0
64744,SMAP2,Q8WU79,0,0,0,0,1,0,0,0
10093,ARPC4,P59998,0,0,0,0,1,0,0,0
833,CARS,P49589,0,0,0,0,1,0,0,0
8575,PRKRA,O75569,0,0,0,0,1,0,0,0
7165,TPD52L2,O43399,0,0,0,0,1,0,0,0
23284,ADGRL3,Q9HAR2,0,0,0,0,1,0,0,0
152007,GLIPR2,Q9H4G4,0,0,0,0,1,0,0,0
64077,LHPP,Q9H008,0,0,0,0,1,0,0,0
9444,QKI,Q96PU8,0,0,0,0,1,0,0,0
10342,TFG,Q92734,0,0,0,0,1,0,0,0
23770,FKBP8,Q14318,0,0,0,0,1,0,0,0
1397,CRIP2,P52943,0,0,0,0,1,0,0,0
311,ANXA11,P50995,0,0,0,0,1,0,0,0
5730,PTGDS,P41222,0,0,0,0,1,0,0,0
5693,PSMB5,P28074,0,0,0,0,1,0,0,0
6723,SRM,P19623,0,0,0,0,1,0,0,0
2697,GJA1,P17302,1,0,0,0,1,0,0,0
5589,PRKCSH,P14314,0,0,0,0,1,0,0,0
1508,CTSB,P07858,0,0,0,0,1,0,0,0
7070,THY1,P04216,0,0,0,0,1,0,0,0
10213,PSMD14,O00487,0,0,0,0,1,0,0,0
1607,DGKB,Q9Y6T7,0,0,0,0,1,0,0,0
51645,PPIL1,Q9Y3C6,0,0,0,0,1,0,0,0
84817,TXNDC17,Q9BRA2,0,0,0,0,1,0,0,0
8904,CPNE1,Q99829,0,0,0,0,1,0,0,0
112574,SNX18,Q96RF0,0,0,0,0,1,0,0,0
56005,MYDGF,Q969H8,0,0,0,0,1,0,0,0
51109,RDH11,Q8TC12,0,0,0,0,1,0,0,0
60682,SMAP1,Q8IYB5,0,0,0,0,1,0,0,0
29094,LGALSL,Q3ZCW2,0,0,0,0,1,0,0,0
9230,RAB11B,Q15907,0,1,0,0,1,0,0,0
6009,RHEB,Q15382,0,0,0,0,1,0,0,0
9349,RPL23,P62829,0,0,0,0,1,0,0,0
4700,NDUFA6,P56556,0,1,0,0,1,0,0,0
2521,FUS,P35637,0,0,0,0,1,0,0,0
2235,FECH,P22830,0,0,0,0,1,0,0,0
327,APEH,P13798,0,0,0,0,1,0,0,0
34,ACADM,P11310,0,0,0,0,1,0,0,0
25874,MPC2,O95563,0,0,0,0,1,0,0,0
10632,ATP5L,O75964,0,0,0,0,1,0,0,0
4726,NDUFS6,O75380,0,0,0,0,1,0,0,0
4259,MGST3,O14880,0,0,0,0,1,0,0,0
22859,ADGRL1,O94910,0,0,0,0,1,0,0,0
8671,SLC4A4,Q9Y6R1,0,0,1,0,1,0,0,1
81567,TXNDC5,Q8NBS9,0,0,0,0,1,0,0,0
5694,PSMB6,P28072,0,0,0,0,1,0,0,0
361,AQP4,P55087,0,0,0,0,1,0,0,0
54443,ANLN,Q9NQW6,0,0,0,0,1,0,0,0
54927,CHCHD3,Q9NX63,0,0,0,0,1,0,0,0
6782,HSPA13,P48723,0,0,0,0,1,0,0,0
2314,FLII,Q13045,0,0,0,0,1,0,0,0
56648,EIF5A2,Q9GZV4,0,0,0,0,1,0,0,0
51138,COPS4,Q9BT78,0,0,0,0,1,0,0,0
55610,VPS50,Q96JG6,0,0,0,0,1,0,0,0
178,AGL,P35573,0,0,0,0,1,0,0,0
7874,USP7,Q93009,0,0,0,0,1,0,0,0
9601,PDIA4,P13667,0,0,0,0,1,0,0,0
64756,ATPAF1,Q5TC12,0,0,0,0,1,0,0,0
11212,PROSC,O94903,0,0,0,0,1,0,0,0
387680,WASHC2A,Q5SNT6,0,0,0,0,1,0,0,0
2011,MARK2,Q7KZI7,0,0,0,0,1,0,1,0
23011,RAB21,Q9UL25,0,0,0,0,1,0,0,0
293,SLC25A6,P12236,0,0,0,0,1,0,0,0
5127,CDK16,Q00536,0,0,0,0,1,0,0,0
5802,PTPRS,Q13332,0,1,0,0,1,0,0,0
6546,SLC8A1,P32418,0,0,0,0,1,0,0,0
8411,EEA1,Q15075,0,0,0,0,1,0,0,0
8050,PDHX,O00330,0,0,0,0,1,0,0,0
64087,MCCC2,Q9HCC0,0,0,0,0,1,0,0,0
51699,VPS29,Q9UBQ0,0,0,0,0,1,0,0,0
9296,ATP6V1F,Q16864,0,0,0,0,1,0,0,0
3178,HNRNPA1,P09651,0,0,0,0,1,0,0,0
8508,NIPSNAP1,Q9BPW8,0,0,0,0,1,0,0,0
547,KIF1A,Q12756,0,0,0,0,1,0,0,0
50488,MINK1,Q8N4C8,0,0,0,0,1,0,0,0
10396,ATP8A1,Q9Y2Q0,0,0,0,0,1,0,0,0
1666,DECR1,Q16698,0,0,0,0,1,0,0,0
255252,LRRC57,Q8N9N7,0,0,0,0,1,0,0,0
146206,RLTPR,Q6F5E8,0,0,0,0,1,0,0,0
5711,PSMD5,Q16401,0,0,0,0,1,0,0,0
8883,NAE1,Q13564,0,0,0,0,1,0,0,0
5184,PEPD,P12955,0,0,0,0,1,0,0,0
84100,ARL6,Q9H0F7,0,0,0,0,1,0,0,0
1453,CSNK1D,P48730,0,0,0,0,1,0,0,0
2043,EPHA4,P54764,0,0,0,0,1,0,0,0
1646,AKR1C2,P52895,0,0,0,0,1,0,0,0
29085,PHPT1,Q9NRX4,0,0,0,0,1,0,0,0
7178,TPT1,P13693,0,0,0,0,1,0,0,0
3184,HNRNPD,Q14103,0,0,0,0,1,0,0,0
51534,VTA1,Q9NP79,0,0,0,0,1,0,0,0
23541,SEC14L2,O76054,0,0,0,0,1,0,0,0
9167,COX7A2L,O14548,0,0,0,0,1,0,0,0
28964,GIT1,Q9Y2X7,0,0,0,0,1,0,0,0
30011,SH3KBP1,Q96B97,0,0,0,0,1,0,0,0
51084,CRYL1,Q9Y2S2,0,0,0,0,1,0,0,0
391,RHOG,P84095,0,0,0,0,1,0,0,0
3382,ICA1,Q05084,0,0,0,0,1,0,0,0
6305,SBF1,O95248,0,0,0,0,1,0,0,0
2778,GNAS,P63092,0,0,0,0,1,0,0,0
3006,HIST1H1C,P16403,0,0,0,0,1,0,0,0
2010,EMD,P50402,0,0,0,0,1,0,0,0
147179,WIPF2,Q8TF74,0,0,0,0,1,0,0,0
29952,DPP7,Q9UHL4,0,0,0,0,1,0,0,0
55770,EXOC2,Q96KP1,0,0,0,0,1,0,0,0
221613,HIST1H2AA,Q96QV6,0,0,0,0,1,0,0,0
5954,RCN1,Q15293,0,0,0,0,1,0,0,0
11343,MGLL,Q99685,0,0,0,0,1,0,0,0
54940,OCIAD1,Q9NX40,0,0,0,0,1,0,0,0
26578,OSTF1,Q92882,0,0,0,0,1,0,0,0
4048,LTA4H,P09960,0,0,0,0,1,0,0,0
83696,TRAPPC9,Q96Q05,0,0,0,0,1,0,0,0
10645,CAMKK2,Q96RR4,0,0,0,0,1,0,0,0
56922,MCCC1,Q96RQ3,0,0,0,0,1,0,0,0
6224,RPS20,P60866,0,0,0,0,1,0,0,0
3105,HLA-A,P13746,0,0,0,0,1,0,0,0
10120,ACTR1B,P42025,0,0,0,0,1,0,0,0
79876,UBA5,Q9GZZ9,0,0,0,0,1,0,0,0
55346,TCP11L1,Q9NUJ3,0,0,0,0,1,0,0,0
404037,HAPLN4,Q86UW8,0,0,0,0,1,0,0,0
403,ARL3,P36405,0,0,0,0,1,0,0,0
6217,RPS16,P62249,0,0,0,0,1,0,0,0
2632,GBE1,Q04446,0,0,0,0,1,0,0,0
4738,NEDD8,Q15843,0,0,0,0,1,0,0,0
5481,PPID,Q08752,0,0,0,0,1,0,0,0
158931,TCEAL6,Q6IPX3,0,0,0,0,1,0,0,0
51571,FAM49B,Q9NUQ9,0,0,0,0,1,0,0,0
9054,NFS1,Q9Y697,0,0,0,0,1,0,0,0
23259,DDHD2,O94830,0,0,0,0,1,0,0,0
641371,ACOT1,Q86TX2,0,0,0,0,1,0,0,0
5137,PDE1C,Q14123,0,0,0,0,1,0,0,0
8776,MTMR1,Q13613,0,0,0,0,1,0,0,0
7295,TXN,P10599,0,0,0,0,1,0,0,0
23241,PACS2,Q86VP3,0,0,0,0,1,0,0,0
55631,LRRC40,Q9H9A6,0,0,0,0,1,0,0,0
1609,DGKQ,P52824,0,0,0,0,1,0,0,0
8453,CUL2,Q13617,0,0,0,0,1,0,0,0
813,CALU,O43852,0,0,0,0,1,0,0,0
4099,MAG,P20916,0,1,0,0,1,0,0,0
261726,TIPRL,O75663,0,0,0,0,1,0,0,0
4282,MIF,P14174,0,0,0,0,1,0,0,0
10135,NAMPT,P43490,0,0,0,0,1,0,0,0
8428,STK24,Q9Y6E0,0,0,0,0,1,0,0,0
822,CAPG,P40121,0,0,0,0,1,0,0,0
847,CAT,P04040,0,0,0,0,1,0,0,0
9255,AIMP1,Q12904,0,0,0,0,1,0,0,0
114882,OSBPL8,Q9BZF1,0,0,0,0,1,0,0,0
5464,PPA1,Q15181,0,0,0,0,1,0,0,0
5686,PSMA5,P28066,0,0,0,0,1,0,0,0
80331,DNAJC5,Q9H3Z4,0,0,0,0,1,0,0,0
26056,RAB11FIP5,Q9BXF6,0,0,0,0,1,0,0,0
7430,EZR,P15311,0,0,0,0,1,0,0,0
57030,SLC17A7,Q9P2U7,0,0,0,0,1,0,0,0
148252,DIRAS1,O95057,0,0,0,0,1,0,0,0
55308,DDX19A,Q9NUU7,0,0,0,0,1,0,0,0
6341,SCO1,O75880,0,0,0,0,1,0,0,0
149371,EXOC8,Q8IYI6,0,0,0,0,1,0,0,0
191,AHCY,P23526,0,0,0,0,1,0,0,0
6641,SNTB1,Q13884,0,0,0,0,1,0,0,0
9783,RIMS3,Q9UJD0,0,0,0,0,1,0,0,0
9632,SEC24C,P53992,0,0,0,0,1,0,0,0
4852,NPY,P01303,0,0,0,0,1,0,0,0
55844,PPP2R2D,Q66LE6,0,0,0,0,1,0,0,0
10939,AFG3L2,Q9Y4W6,0,0,0,0,1,0,0,0
5527,PPP2R5C,Q13362,0,0,0,0,1,0,0,0
23271,CAMSAP2,Q08AD1,0,0,0,0,1,0,0,0
25930,PTPN23,Q9H3S7,0,0,0,0,1,0,0,0
64601,VPS16,Q9H269,0,0,0,0,1,0,0,0
2257,FGF12,P61328,0,0,0,0,1,0,0,0
64853,AIDA,Q96BJ3,0,0,0,0,1,0,0,0
56907,SPIRE1,Q08AE8,0,0,0,0,1,0,0,0
6188,RPS3,P23396,0,0,0,0,1,0,0,0
7353,UFD1L,Q92890,0,0,0,0,1,0,0,0
92675,DTD1,Q8TEA8,0,0,0,0,1,0,0,0
3476,IGBP1,P78318,0,0,0,0,1,0,0,0
8349,HIST2H2BE,Q16778,0,0,0,0,1,0,0,0
10994,ILVBL,A1L0T0,0,0,0,0,1,0,0,0
23080,AVL9,Q8NBF6,0,0,0,0,1,0,0,0
9551,ATP5J2,P56134,0,0,0,0,1,0,0,0
347733,TUBB2B,Q9BVA1,0,0,0,0,1,0,0,0
10383,TUBB4B,P68371,0,0,0,0,1,0,0,0
115827,RAB3C,Q96E17,0,1,0,0,1,0,0,0
1973,EIF4A1,P60842,0,0,0,0,1,0,0,0
5912,RAP2B,P61225,0,0,0,0,1,0,0,0
613,BCR,P11274,0,0,0,0,1,0,0,0
386617,KCTD8,Q6ZWB6,0,0,0,0,1,0,0,0
2931,GSK3A,P49840,0,0,0,0,1,0,0,0
231,AKR1B1,P15121,0,0,0,0,1,0,0,0
1459,CSNK2A2,P19784,0,0,0,0,1,0,0,0
23228,PLCL2,Q9UPR0,0,0,0,0,1,0,0,0
5906,RAP1A,P62834,1,0,0,0,1,0,0,0
6801,STRN,O43815,0,0,0,0,1,0,0,0
2977,GUCY1A2,P33402,0,0,0,0,1,0,0,0
11188,NISCH,Q9Y2I1,0,0,0,0,1,0,0,0
51566,ARMCX3,Q9UH62,0,0,0,0,1,0,0,0
64145,RBSN,Q9H1K0,0,0,0,0,1,0,0,0
3991,LIPE,Q05469,0,0,0,0,1,0,0,0
57609,DIP2B,Q9P265,0,0,0,0,1,0,0,0
83451,ABHD11,Q8NFV4,0,0,0,0,1,0,0,0
64122,FN3K,Q9H479,0,0,0,0,1,0,0,0
51555,PEX5L,Q8IYB4,0,0,0,0,1,0,0,0
55157,DARS2,Q6PI48,0,0,0,0,1,0,0,0
5122,PCSK1,P29120,0,0,0,0,1,0,0,0
51377,UCHL5,Q9Y5K5,0,0,0,0,1,0,0,0
10300,KATNB1,Q9BVA0,0,0,0,0,1,0,0,0
7265,TTC1,Q99614,0,0,0,0,1,0,0,0
23108,RAP1GAP2,Q684P5,0,0,0,0,1,0,0,0
91452,ACBD5,Q5T8D3,0,0,0,0,1,0,0,0
11047,ADRM1,Q16186,0,0,0,0,1,0,0,0
3959,LGALS3BP,Q08380,0,0,0,0,1,0,0,0
6652,SORD,Q00796,0,0,0,0,1,0,0,0
644,BLVRA,P53004,0,0,0,0,1,0,0,0
159,ADSS,P30520,0,0,0,0,1,0,0,0
9927,MFN2,O95140,0,0,0,0,1,0,0,0
23380,SRGAP2,O75044,0,0,0,0,1,0,0,0
10419,PRMT5,O14744,0,0,0,0,1,0,0,0
9600,PITPNM1,O00562,0,0,0,0,1,0,0,0
58473,PLEKHB1,Q9UF11,0,0,0,0,1,0,0,0
54704,PDP1,Q9P0J1,0,0,0,0,1,0,0,0
388662,SLC6A17,Q9H1V8,0,0,0,0,1,0,0,0
81873,ARPC5L,Q9BPX5,0,0,0,0,1,0,0,0
93377,OPALIN,Q96PE5,0,0,0,0,1,0,0,0
199731,CADM4,Q8NFZ8,0,0,0,0,1,0,0,0
112724,RDH13,Q8NBN7,0,0,0,0,1,0,0,0
10654,PMVK,Q15126,0,0,0,0,1,0,0,0
9685,CLINT1,Q14677,0,0,0,0,1,0,0,0
5562,PRKAA1,Q13131,0,0,0,0,1,0,0,0
53938,PPIL3,Q9H2H8,0,0,0,0,1,0,0,0
28970,C11orf54,Q9H0W9,0,0,0,0,1,0,0,0
321,APBA2,Q99767,0,0,0,0,1,0,0,0
84833,USMG5,Q96IX5,0,0,0,0,1,0,0,0
51011,FAHD2A,Q96GK7,0,0,0,0,1,0,0,0
27248,ERLEC1,Q96DZ1,0,0,0,0,1,0,0,0
90488,TMEM263,Q8WUH6,0,0,0,0,1,0,0,0
127281,FAM213B,Q8TBF2,0,0,0,0,1,0,0,0
23373,CRTC1,Q6UUV9,0,0,0,0,1,0,0,0
57019,CIAPIN1,Q6FI81,0,0,0,0,1,0,0,0
4698,NDUFA5,Q16718,0,0,1,0,1,0,1,1
10728,PTGES3,Q15185,0,0,1,0,1,0,0,1
5445,PON2,Q15165,0,0,0,0,1,0,0,0
2593,GAMT,Q14353,0,0,0,0,1,0,0,0
4507,MTAP,Q13126,0,0,0,0,1,0,0,0
23203,PMPCA,Q10713,0,0,0,0,1,0,0,0
6613,SUMO2,P61956,0,0,0,0,1,0,0,0
53822,FXYD7,P58549,0,0,0,0,1,0,0,0
136319,MTPN,P58546,0,0,0,0,1,0,0,0
10247,HRSP12,P52758,0,0,0,0,1,0,0,0
6232,RPS27,P42677,0,0,0,0,1,0,0,0
513,ATP5D,P30049,0,0,0,0,1,0,0,0
205,AK4,P27144,0,0,0,0,1,0,0,0
2286,FKBP2,P26885,0,0,0,0,1,0,0,0
1340,COX6B1,P14854,0,0,0,0,1,0,0,0
6181,RPLP2,P05387,0,0,0,0,1,0,0,0
4540,ND5,P03915,0,1,0,0,1,0,0,0
3514,IGKC,P01834,0,0,0,0,1,0,0,0
9143,SYNGR3,O43761,0,0,0,1,1,0,0,0
9145,SYNGR1,O43759,0,1,0,0,1,0,0,0
6386,SDCBP,O00560,0,0,0,0,1,0,0,0
4728,NDUFS8,O00217,0,0,0,0,1,0,0,0
10236,HNRNPR,O43390,0,0,0,0,1,0,0,0
727957,MROH1,Q8NDA8,0,0,0,0,1,0,0,0
30001,ERO1A,Q96HE7,0,0,0,0,1,0,0,0
192683,SCAMP5,Q8TAC9,0,0,0,0,1,0,0,0
7781,SLC30A3,Q99726,0,0,0,0,1,0,0,0
5877,RABIF,P47224,0,0,0,0,1,0,0,0
817,CAMK2D,Q13557,0,0,1,1,1,0,0,1
56776,FMN2,Q9NZ56,0,0,0,0,1,0,0,0
84966,IGSF21,Q96ID5,0,0,0,0,1,0,0,0
5786,PTPRA,P18433,0,0,0,0,1,0,0,0
2182,ACSL4,O60488,0,0,0,0,1,0,0,0
25769,SLC24A2,Q9UI40,0,1,0,0,1,0,0,0
10105,PPIF,P30405,0,0,0,0,1,0,0,0
5265,SERPINA1,P01009,0,0,0,0,1,0,0,0
4697,NDUFA4,O00483,0,0,1,0,1,0,0,1
7164,TPD52L1,Q16890,0,0,0,0,1,0,0,0
9554,SEC22B,O75396,0,1,1,0,1,0,0,1
4712,NDUFB6,O95139,0,0,0,0,1,0,0,0
25830,SULT4A1,Q9BR01,0,0,0,0,1,0,0,0
3074,HEXB,P07686,0,0,0,0,1,0,0,0
4659,PPP1R12A,O14974,0,0,0,0,1,0,0,0
113146,AHNAK2,Q8IVF2,0,0,0,0,1,0,0,0
7381,UQCRB,P14927,0,0,0,0,1,0,0,0
11313,LYPLA2,O95372,0,0,0,0,1,0,0,0
586,BCAT1,P54687,1,0,0,0,1,0,0,0
9826,ARHGEF11,O15085,0,0,0,0,1,0,0,0
1728,NQO1,P15559,0,0,0,0,1,0,0,0
148014,TTC9B,Q8N6N2,0,0,0,0,1,0,0,0
6867,TACC1,O75410,0,0,0,0,1,0,0,0
10627,MYL12A,P19105,0,0,0,0,1,0,0,0
5238,PGM3,O95394,0,0,0,0,1,0,0,0
79885,HDAC11,Q96DB2,0,0,0,0,1,0,0,0
128866,CHMP4B,Q9H444,0,0,0,0,1,0,0,0
10016,PDCD6,O75340,0,0,0,0,1,0,0,0
11336,EXOC3,O60645,0,0,0,0,1,0,0,0
5714,PSMD8,P48556,0,0,0,0,1,0,0,0
51382,ATP6V1D,Q9Y5K8,0,0,0,0,1,0,0,0
9491,PSMF1,Q92530,0,0,0,0,1,0,0,0
5871,MAP4K2,Q12851,0,0,0,0,1,0,0,0
6238,RRBP1,Q9P2E9,0,0,0,0,1,0,0,0
738,VPS51,Q9UID3,0,0,0,0,1,0,0,0
51218,GLRX5,Q86SX6,0,0,0,0,1,0,0,0
9253,NUMBL,Q9Y6R0,0,0,0,0,1,0,0,0
113263,GLCCI1,Q86VQ1,0,0,0,0,1,0,0,0
10160,FARP1,Q9Y4F1,0,0,0,0,1,0,0,0
84245,MRI1,Q9BV20,0,0,0,0,1,0,0,0
23041,MON2,Q7Z3U7,0,0,0,0,1,0,0,0
114569,MAL2,Q969L2,0,0,0,0,1,0,0,0
221692,PHACTR1,Q9C0D0,0,0,0,0,1,0,0,0
55754,TMEM30A,Q9NV96,0,0,0,0,1,0,0,0
22931,RAB18,Q9NP72,0,1,0,0,1,0,0,0
23412,COMMD3,Q9UBI1,0,0,0,0,1,0,0,0
2885,GRB2,P62993,0,0,0,0,1,0,0,0
9114,ATP6V0D1,P61421,0,0,0,0,1,0,0,0
26230,TIAM2,Q8IVF5,0,0,0,0,1,0,0,0
54414,SIAE,Q9HAT2,0,0,0,0,1,0,0,0
23787,MTCH1,Q9NZJ7,0,0,0,0,1,0,0,0
23092,ARHGAP26,Q9UNA1,0,0,0,0,1,0,0,0
55684,RABL6,Q3YEC7,0,0,0,0,1,0,0,0
10972,TMED10,P49755,0,0,0,0,1,0,0,0
667,DST,Q03001,0,0,0,0,1,0,0,0
5870,RAB6A,P20340,0,0,0,0,1,0,0,0
7260,TSSC1,Q53HC9,0,0,0,0,1,0,0,0
54585,LZTFL1,Q9NQ48,0,0,0,0,1,0,0,0
10587,TXNRD2,Q9NNW7,0,0,0,0,1,0,0,0
10452,TOMM40,O96008,1,0,0,0,1,0,0,0
5609,MAP2K7,O14733,0,0,0,0,1,0,0,0
25801,GCA,P28676,0,0,0,0,1,0,0,0
51429,SNX9,Q9Y5X1,0,0,0,0,1,0,0,0
56061,UBFD1,O14562,0,0,0,0,1,0,0,0
5692,PSMB4,P28070,0,0,0,0,1,0,0,0
788,SLC25A20,O43772,0,0,0,0,1,0,0,0
55823,VPS11,Q9H270,0,0,0,0,1,0,0,0
25758,KIAA1549L,Q6ZVL6,0,0,0,0,1,0,0,0
22883,CLSTN1,O94985,0,0,0,0,1,0,0,0
23065,EMC1,Q8N766,0,0,0,0,1,0,0,0
23729,SHPK,Q9UHJ6,0,0,0,0,1,0,0,0
2770,GNAI1,P63096,0,0,1,0,1,0,0,1
9342,SNAP29,O95721,0,0,0,0,1,0,0,0
25978,CHMP2B,Q9UQN3,0,0,0,0,1,0,0,0
6786,STIM1,Q13586,0,0,0,0,1,0,0,0
10529,NEBL,O76041,0,0,0,0,1,0,0,0
56848,SPHK2,Q9NRA0,0,0,0,0,1,0,0,0
5718,PSMD12,O00232,0,0,0,0,1,0,0,0
51,ACOX1,Q15067,0,0,0,0,1,0,0,0
55740,ENAH,Q8N8S7,0,0,0,0,1,0,0,0
6059,ABCE1,P61221,0,0,0,0,1,0,0,0
7389,UROD,P06132,0,0,0,0,1,0,0,0
285368,PRRT3,Q5FWE3,0,0,0,0,1,0,0,0
23332,CLASP1,Q7Z460,0,0,0,0,1,0,0,0
5818,PVRL1,Q15223,0,0,0,0,1,0,0,0
23564,DDAH2,O95865,0,0,0,0,1,0,0,0
8294,HIST1H4I,P62805,0,0,0,0,1,0,0,0
7323,UBE2D3,P61077,0,0,0,0,1,0,0,0
87178,PNPT1,Q8TCS8,0,0,0,0,1,0,0,0
80349,WDR61,Q9GZS3,0,0,0,0,1,0,0,0
55004,LAMTOR1,Q6IAA8,0,0,0,0,1,0,0,0
57222,ERGIC1,Q969X5,0,0,0,0,1,0,0,0
10226,PLIN3,O60664,0,0,0,0,1,0,0,0
56947,MFF,Q9GZY8,0,0,0,0,1,0,0,0
5537,PPP6C,O00743,0,0,0,0,1,0,0,0
55335,NIPSNAP3B,Q9BS92,0,0,0,0,1,0,0,0
114789,SLC25A25,Q6KCM7,0,0,0,0,1,0,0,0
492,ATP2B3,Q16720,0,0,0,0,1,0,0,0
6844,VAMP2,P63027,0,0,1,0,1,0,0,1
94056,SYAP1,Q96A49,0,0,0,0,1,0,0,0
65082,VPS33A,Q96AX1,0,0,0,0,1,0,0,0
10075,HUWE1,Q7Z6Z7,0,0,0,0,1,0,0,0
5372,PMM1,Q92871,0,0,0,0,1,0,0,0
534,ATP6V1G2,O95670,0,0,0,0,1,0,0,0
3151,HMGN2,P05204,0,0,0,0,1,0,0,0
5547,PRCP,P42785,0,0,0,0,1,0,0,0
2316,FLNA,P21333,0,0,0,0,1,0,0,0
10469,TIMM44,O43615,0,0,0,0,1,0,0,0
116841,SNAP47,Q5SQN1,0,0,0,0,1,0,0,0
2937,GSS,P48637,0,0,0,0,1,0,0,0
7514,XPO1,O14980,0,0,0,0,1,0,0,0
10768,AHCYL1,O43865,0,0,0,0,1,0,0,0
348,APOE,P02649,1,1,0,0,1,0,0,0
3094,HINT1,P49773,1,0,0,0,1,0,0,0
51412,ACTL6B,O94805,0,0,0,0,1,0,0,0
5599,MAPK8,P45983,0,0,0,0,1,0,0,0
8898,MTMR2,Q13614,0,0,0,0,1,0,0,0
23096,IQSEC2,Q5JU85,0,0,0,0,1,0,0,0
3895,KTN1,Q86UP2,0,0,0,0,1,0,0,0
10061,ABCF2,Q9UG63,0,0,0,0,1,0,0,0
27316,RBMX,P38159,0,0,0,0,1,0,0,0
8646,CHRD,Q9H2X0,0,0,0,0,1,0,0,0
23500,DAAM2,Q86T65,0,0,0,0,1,0,0,0
56829,ZC3HAV1,Q7Z2W4,0,0,0,0,1,0,0,0
8065,CUL5,Q93034,0,0,0,0,1,0,0,0
5825,ABCD3,P28288,0,0,0,0,1,0,0,0
84816,RTN4IP1,Q8WWV3,0,0,0,0,1,0,0,0
55198,APPL2,Q8NEU8,0,0,0,0,1,0,0,0
26092,TOR1AIP1,Q5JTV8,0,0,0,0,1,0,0,0
124454,EARS2,Q5JPH6,0,0,0,0,1,0,0,0
11333,PDAP1,Q13442,0,0,0,0,1,0,0,0
8237,USP11,P51784,0,0,0,0,1,0,0,0
5905,RANGAP1,P46060,0,0,0,0,1,0,0,0
5494,PPM1A,P35813,0,0,0,0,1,0,0,0
6136,RPL12,P30050,0,0,0,0,1,0,0,0
22905,EPN2,O95208,0,0,0,0,1,0,0,0
9149,DYRK1B,Q9Y463,0,0,0,0,1,0,0,0
7511,XPNPEP1,Q9NQW7,0,0,0,0,1,0,0,0
79611,ACSS3,Q9H6R3,0,0,0,0,1,0,0,0
28992,MACROD1,Q9BQ69,0,0,0,0,1,0,0,0
157807,CLVS1,Q8IUQ0,0,0,0,0,1,0,0,0
1891,ECH1,Q13011,0,0,0,0,1,0,0,0
6396,SEC13,P55735,0,0,0,0,1,0,0,0
50855,PARD6A,Q9NPB6,0,0,0,0,1,0,0,0
57348,TTYH1,Q9H313,0,0,0,0,1,0,0,0
84056,KATNAL1,Q9BW62,0,0,0,0,1,0,0,0
79877,DCAKD,Q8WVC6,0,0,0,0,1,0,0,0
129285,PPP1R21,Q6ZMI0,0,0,0,0,1,0,0,0
7965,AIMP2,Q13155,0,0,0,0,1,0,0,0
6636,SNRPF,P62306,0,0,0,0,1,0,0,0
23647,ARFIP2,P53365,0,0,0,0,1,0,0,0
928,CD9,P21926,0,0,0,0,1,0,0,0
7846,TUBA1A,Q71U36,0,0,0,0,1,1,1,0
60,ACTB,P60709,0,0,0,0,1,1,0,0
3045,HBD,P02042,0,0,0,0,1,0,0,0
6710,SPTB,P11277,0,0,1,0,1,0,0,1
874,CBR3,O75828,0,0,0,0,1,0,0,0
4831,NME2,P22392,0,0,0,0,1,0,0,0
3187,HNRNPH1,P31943,0,0,0,0,1,0,0,0
8775,NAPA,P54920,0,0,0,0,1,0,0,0
10890,RAB10,P61026,0,0,1,0,1,0,0,1
11021,RAB35,Q15286,0,0,0,0,1,0,0,0
83733,SLC25A18,Q9H1K4,0,0,0,0,1,0,0,0
4139,MARK1,Q9P0L2,0,0,0,0,1,0,0,0
144402,CPNE8,Q86YQ8,0,0,0,0,1,0,0,0
8546,AP3B1,O00203,0,0,0,0,1,0,0,0
23191,CYFIP1,Q7L576,0,0,0,0,1,0,0,0
2771,GNAI2,P04899,0,0,0,0,1,0,0,0
5868,RAB5A,P20339,0,0,0,0,1,0,0,0
131034,CPNE4,Q96A23,0,0,0,0,1,0,0,0
9043,SPAG9,O60271,0,0,0,0,1,0,0,0
4638,MYLK,Q15746,0,0,0,0,1,0,0,0
23066,CAND2,O75155,0,0,0,0,1,0,0,0
83858,ATAD3B,Q5T9A4,0,0,0,0,1,0,0,0
5756,TWF1,Q12792,0,0,0,0,1,0,0,0
9885,OSBPL2,Q9H1P3,0,0,0,0,1,0,0,0
221184,CPNE2,Q96FN4,0,0,0,0,1,0,0,0
2949,GSTM5,P46439,0,0,0,0,1,0,0,0
140465,MYL6B,P14649,0,0,0,0,1,0,0,0
9351,SLC9A3R2,Q15599,0,0,0,0,1,0,0,0
6470,SHMT1,P34896,0,0,0,0,1,0,0,0
