				Communities	1				2				3				4				5				6				7				8				9				10				11				12				13				14				15				16				17				18				19				20				21				22				23				24				25				26				27				28				29				30				31				32				33				34				35				36				37				38				39				40				41				42				43				44				45				46				47				48				49				50				51				52				53				54				55				56				57				58				59				60				61				62				63				64				65				66				67				68				69				70				71				72				73				74				75				76				77				78				79				80				81				82				83				84				85				86				87				88				89				90				91				
annotation 1	n1	annotation 2	n2	actual overlap	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{p.chi2, adjusted}	
autism_spectrum_disorder	66	MAPK_cascade	122	13	0.0, 0.18, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.18, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	3.0, 0.23, 19.12, [4.87,75.06]	5.46506E-06, 0.00951414, 	0.0828829, 1, 	9.49869E-09, 1.18035E-05, ***	0.0, 0.17, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.07, 17.00, [1.90,152.21]	0.000831054, 0.499556, 	0.0529349, 1, 	0.00144791, 0.815916, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.15, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.19, 5.95, [0.73,48.34]	0.0372459, 1, 	0.0468125, 1, 	0.554359, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.06, 20.42, [2.22,188.19]	0.000506671, 0.344504, 	0.045984, 1, 	0.00661479, 1, 	0.0, 0.17, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.17, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.20, 5.61, [0.69,45.48]	0.000645715, 0.421929, 	0.0838696, 1, 	0.0193838, 1, 	0.0, 0.19, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.15, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.08, 14.56, [1.66,127.66]	0.0012414, 0.664721, 	0.0584664, 1, 	0.0055948, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.05, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.19, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.23, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.15, 7.80, [0.94,64.47]	0.000747838, 0.468306, 	0.0743485, 1, 	0.0124146, 1, 	0.0, 0.26, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.35, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.18, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.25, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.09, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.38, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.19, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.09, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.15, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.29, 3.71, [0.47,29.58]	0.00144062, 0.744834, 	0.0711321, 1, 	0.0934725, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.25, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.15, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.13, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	1.0, 0.19, 5.95, [0.73,48.34]	0.0131437, 1, 	0.0709147, 1, 	0.393586, 1, 	0.0, 0.24, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.23, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.18, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.13, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.19, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.15, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.13, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.23, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.19, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.18, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	2.0, 0.10, 27.77, [5.28,145.97]	2.64942E-05, 0.0332091, 	0.0675519, 1, 	1.18176E-07, 0.00012905, **	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1, 1, 	
