Geodesic edge Betweenness.
0.382722 0.00123879 236
0.382411 0.00124055 237
0.382101 0.00124221 238
0.381797 0.00124303 239
0.381491 0.00124406 240
0.381182 0.00124553 241
0.380896 0.00124395 242
0.380591 0.00124489 243
0.379981 0.00124445 244
0.379678 0.001245 245
0.379368 0.00124658 246
0.378747 0.00124745 247
0.378437 0.00124891 248
0.377834 0.0012476 249
0.377531 0.00124802 250
0.377227 0.0012487 251
0.376916 0.00125019 252
0.376366 0.00124204 253
0.376055 0.00124343 254
0.375758 0.00124315 255
0.375452 0.00124389 256
0.375143 0.00124506 257
0.372789 0.00122586 258
0.371583 0.00122083 259
0.371271 0.00122235 260
0.37097 0.00122239 261
0.370346 0.0012235 262
0.370073 0.00121997 263
0.369774 0.00121977 264
0.369467 0.00122058 265
0.369165 0.00122068 266
0.368855 0.00122185 267
0.368544 0.00122311 268
0.368235 0.00122419 269
0.367951 0.00122199 270
0.367641 0.00122307 271
0.36702 0.00122364 272
0.366731 0.00122204 273
0.366424 0.00122276 274
0.366113 0.00122389 275
0.365808 0.00122436 276
0.365498 0.00122533 277
0.365189 0.00122625 278
0.364596 0.00122314 279
0.364285 0.00122432 280
0.363978 0.00122488 281
0.363666 0.00122612 282
0.363355 0.00122722 283
0.363044 0.00122828 284
0.36274 0.00122847 285
0.362433 0.00122907 286
0.361588 0.00121772 287
0.361282 0.00121815 288
0.360972 0.00121895 289
0.360677 0.00121789 290
0.360089 0.00121409 291
0.359779 0.00121486 292
0.359164 0.00121444 293
0.358862 0.00121428 294
0.358552 0.00121521 295
0.358241 0.00121616 296
0.357931 0.00121689 297
0.357628 0.0012168 298
0.357317 0.00121779 299
0.357006 0.00121869 300
0.356701 0.00121888 301
0.356388 0.00121997 302
0.356077 0.0012209 303
0.355771 0.00122119 304
0.35546 0.00122204 305
0.355153 0.00122244 306
0.354843 0.00122307 307
0.35454 0.00122297 308
0.35423 0.0012236 309
0.353921 0.00122425 310
0.353607 0.00122535 311
0.353296 0.00122627 312
0.352986 0.00122692 313
0.352689 0.00122592 314
0.352376 0.00122688 315
0.352069 0.00122714 316
0.351758 0.0012279 317
0.351456 0.00122759 318
0.351147 0.00122811 319
0.350835 0.00122897 320
0.350223 0.00122784 321
0.349935 0.00122559 322
0.349626 0.0012261 323
0.349316 0.00122669 324
0.349008 0.00122698 325
0.348698 0.00122765 326
0.348387 0.00122826 327
0.348078 0.00122873 328
0.347177 0.00122424 329
0.34625 0.00122307 330
0.343883 0.00120437 331
0.343581 0.0012039 332
0.343269 0.00120465 333
0.342957 0.00120548 334
0.342644 0.00120641 335
0.342332 0.00120712 336
0.342022 0.00120763 337
0.341711 0.00120825 338
0.341404 0.00120842 339
0.341094 0.00120888 340
0.340781 0.00120969 341
0.340476 0.00120953 342
0.340165 0.00121015 343
0.339854 0.00121074 344
0.339542 0.00121143 345
0.339231 0.00121199 346
0.33892 0.00121257 347
0.338607 0.00121333 348
0.338298 0.00121364 349
0.337987 0.00121423 350
0.337677 0.00121464 351
0.337364 0.0012154 352
0.337055 0.00121563 353
0.336745 0.00121613 354
0.336435 0.00121645 355
0.335814 0.00121627 356
0.335503 0.00121682 357
0.335194 0.00121708 358
0.334582 0.00121571 359
0.334272 0.00121609 360
0.33396 0.00121667 361
0.333348 0.00121539 362
0.332743 0.00121309 363
0.332442 0.00121222 364
0.332133 0.00121247 365
0.331821 0.00121305 366
0.331524 0.00121175 367
0.330908 0.00121081 368
0.330288 0.00121046 369
0.32942 0.00120136 370
0.329115 0.00120109 371
0.328801 0.00120183 372
0.328488 0.00120255 373
0.328176 0.00120308 374
0.327872 0.00120257 375
0.327562 0.00120286 376
0.327251 0.00120331 377
0.326951 0.00120225 378
0.326639 0.00120276 379
0.326339 0.00120164 380
0.326026 0.00120229 381
0.325716 0.00120259 382
0.325404 0.00120311 383
0.325092 0.00120353 384
0.324781 0.00120388 385
0.32447 0.00120426 386
0.324166 0.00120369 387
0.323865 0.00120271 388
0.32356 0.00120236 389
0.323256 0.00120178 390
0.322944 0.00120226 391
0.322039 0.00119781 392
0.321421 0.00119715 393
0.320531 0.00119076 394
0.319919 0.00118921 395
0.318428 0.00117881 396
0.317574 0.00116749 397
0.317262 0.00116788 398
0.316952 0.00116812 399
0.31664 0.00116857 400
0.316326 0.00116921 401
0.316014 0.00116961 402
0.315706 0.00116962 403
0.315393 0.00117012 404
0.315083 0.00117032 405
0.314778 0.00116975 406
0.314464 0.00117042 407
0.314154 0.00117063 408
0.313841 0.00117106 409
0.31353 0.00117134 410
0.313221 0.00117143 411
0.312913 0.00117126 412
0.312608 0.00117064 413
0.312299 0.00117071 414
0.311991 0.0011705 415
0.311679 0.00117088 416
0.311367 0.00117125 417
0.311054 0.00117178 418
0.31074 0.00117234 419
0.310431 0.0011724 420
0.310127 0.00117164 421
0.309816 0.00117193 422
0.309518 0.00117039 423
0.309209 0.00117028 424
0.308896 0.00117074 425
0.308588 0.00117056 426
0.308277 0.00117076 427
0.30797 0.00117041 428
0.307661 0.0011704 429
0.307349 0.00117068 430
0.307042 0.00117032 431
0.306742 0.00116901 432
0.306435 0.00116864 433
0.306122 0.00116914 434
0.305809 0.0011696 435
0.305198 0.00116769 436
0.304886 0.00116799 437
0.304577 0.00116795 438
0.304269 0.00116772 439
0.303967 0.00116664 440
0.303666 0.00116541 441
0.303058 0.00116309 442
0.302137 0.0011606 443
0.301518 0.00115981 444
0.300903 0.00115842 445
0.300282 0.00115799 446
0.299724 0.00114874 447
0.29941 0.00114927 448
0.299097 0.00114976 449
0.298783 0.00115024 450
0.29847 0.00115067 451
0.298157 0.00115107 452
0.297846 0.00115115 453
0.297533 0.0011516 454
0.296907 0.00115168 455
0.296284 0.00115139 456
0.295974 0.00115143 457
0.295661 0.00115182 458
0.295347 0.00115227 459
0.295042 0.00115153 460
0.294735 0.00115112 461
0.294424 0.00115129 462
0.294113 0.00115139 463
0.2938 0.00115173 464
0.293486 0.00115225 465
0.293174 0.00115238 466
0.292862 0.00115261 467
0.292552 0.00115255 468
0.292244 0.00115228 469
0.29193 0.0011527 470
0.291617 0.00115308 471
0.291304 0.00115344 472
0.29072 0.00114774 473
0.290407 0.00114806 474
0.290102 0.00114732 475
0.2898 0.00114615 476
0.289486 0.00114657 477
0.289175 0.00114662 478
0.288862 0.00114702 479
0.288549 0.0011474 480
0.288237 0.00114751 481
0.287924 0.00114788 482
0.287612 0.00114806 483
0.287302 0.0011479 484
0.28699 0.00114805 485
0.286691 0.00114644 486
0.286382 0.00114628 487
0.286069 0.00114657 488
0.285172 0.00114047 489
0.28456 0.00113857 490
0.283949 0.00113656 491
0.283335 0.00113487 492
0.282713 0.00113437 493
0.282094 0.00113342 494
0.280584 0.00112489 495
0.279996 0.00111969 496
0.279401 0.00111533 497
0.279087 0.00111575 498
0.278777 0.00111551 499
0.278464 0.00111579 500
0.27815 0.00111624 501
0.277837 0.00111659 502
0.277523 0.00111698 503
0.27721 0.00111725 504
0.276901 0.00111696 505
0.276588 0.00111732 506
0.276274 0.00111767 507
0.275965 0.00111738 508
0.275349 0.00111601 509
0.27504 0.00111571 510
0.274726 0.00111601 511
0.274417 0.00111576 512
0.27381 0.0011131 513
0.273498 0.00111322 514
0.273185 0.00111345 515
0.272878 0.00111278 516
0.272566 0.00111292 517
0.272254 0.00111307 518
0.271941 0.00111335 519
0.271627 0.00111369 520
0.271315 0.00111374 521
0.271002 0.00111404 522
0.270689 0.00111429 523
0.27038 0.00111397 524
0.270067 0.0011142 525
0.26976 0.00111347 526
0.269448 0.00111367 527
0.269136 0.00111367 528
0.268824 0.00111374 529
0.268511 0.00111397 530
0.268199 0.00111407 531
0.267886 0.00111434 532
0.267573 0.00111449 533
0.267263 0.00111429 534
0.26695 0.00111455 535
0.266643 0.00111386 536
0.266333 0.00111376 537
0.26603 0.00111246 538
0.265716 0.00111286 539
0.265092 0.00111256 540
0.264778 0.0011129 541
0.264472 0.00111205 542
0.264159 0.00111222 543
0.26385 0.00111189 544
0.263539 0.00111186 545
0.263225 0.00111217 546
0.262914 0.001112 547
0.2626 0.00111239 548
0.262293 0.00111176 549
0.261981 0.00111183 550
0.261668 0.00111202 551
0.261355 0.00111212 552
0.260432 0.00110955 553
0.260118 0.00110981 554
0.259808 0.0011096 555
0.259495 0.00110984 556
0.259184 0.00110962 557
0.25887 0.00110994 558
0.258556 0.00111028 559
0.258244 0.00111038 560
0.25793 0.0011106 561
0.257626 0.00110954 562
0.257314 0.00110957 563
0.257001 0.00110975 564
0.256688 0.00110988 565
0.256381 0.00110924 566
0.256069 0.00110929 567
0.255755 0.00110959 568
0.255447 0.00110901 569
0.254825 0.00110835 570
0.254204 0.00110752 571
0.253583 0.00110656 572
0.252968 0.00110495 573
0.252352 0.00110338 574
0.251756 0.00109898 575
0.250531 0.00109441 576
0.249912 0.00109327 577
0.249292 0.00109216 578
0.24867 0.00109153 579
0.248356 0.0010918 580
0.248042 0.00109205 581
0.247728 0.00109236 582
0.247416 0.00109235 583
0.247102 0.00109264 584
0.246788 0.00109295 585
0.246474 0.00109326 586
0.24616 0.00109347 587
0.245846 0.00109377 588
0.245532 0.0010941 589
0.245218 0.00109435 590
0.244903 0.00109469 591
0.244595 0.00109407 592
0.244281 0.0010944 593
0.243967 0.0010947 594
0.24366 0.001094 595
0.243047 0.00109197 596
0.242433 0.00108997 597
0.242119 0.00109031 598
0.241806 0.0010904 599
0.241491 0.00109073 600
0.241178 0.0010909 601
0.240864 0.00109118 602
0.240551 0.00109134 603
0.240238 0.00109142 604
0.239924 0.00109162 605
0.23961 0.00109193 606
0.239297 0.00109202 607
0.238984 0.00109207 608
0.238674 0.0010918 609
0.238364 0.0010915 610
0.238062 0.00109005 611
0.237747 0.00109033 612
0.237433 0.00109063 613
0.237122 0.00109044 614
0.236809 0.00109046 615
0.236495 0.00109071 616
0.235584 0.00108617 617
0.235279 0.00108517 618
0.234967 0.00108517 619
0.234349 0.00108374 620
0.234042 0.00108293 621
0.233732 0.00108262 622
0.23342 0.00108252 623
0.233107 0.00108267 624
0.232794 0.00108281 625
0.232173 0.0010818 626
0.231859 0.00108208 627
0.231544 0.00108238 628
0.23124 0.00108125 629
0.230926 0.00108135 630
0.230615 0.00108121 631
0.230304 0.00108097 632
0.22999 0.00108119 633
0.229681 0.00108077 634
0.229366 0.00108106 635
0.229053 0.0010811 636
0.228744 0.00108057 637
0.228431 0.00108077 638
0.228118 0.00108074 639
0.227808 0.0010804 640
0.227497 0.0010802 641
0.227182 0.00108049 642
0.226868 0.00108073 643
0.226554 0.00108102 644
0.22624 0.00108119 645
0.225926 0.00108134 646
0.225612 0.00108159 647
0.2253 0.0010815 648
0.22499 0.00108107 649
0.224677 0.00108123 650
0.224373 0.0010799 651
0.224059 0.00108011 652
0.223746 0.00108023 653
0.223432 0.00108035 654
0.223119 0.00108048 655
0.222808 0.00108018 656
0.222494 0.00108036 657
0.222184 0.00107999 658
0.221878 0.00107911 659
0.221563 0.00107936 660
0.221253 0.00107893 661
0.220939 0.00107913 662
0.220629 0.00107884 663
0.219718 0.00107423 664
0.218823 0.00106711 665
0.217906 0.00106333 666
0.217292 0.00106138 667
0.216674 0.00105982 668
0.216049 0.00105948 669
0.215428 0.00105845 670
0.214516 0.00105386 671
0.21391 0.00105067 672
0.213302 0.00104766 673
0.212693 0.0010449 674
0.211761 0.00104332 675
0.211142 0.00104186 676
0.210224 0.000989132 677
0.209295 0.000986913 678
0.208982 0.000986942 679
0.208668 0.000987248 680
0.208353 0.000987497 681
0.208039 0.000987681 682
0.207413 0.000987468 683
0.2071 0.00098746 684
0.206785 0.000987761 685
0.206161 0.000987228 686
0.205847 0.000987479 687
0.205532 0.000987721 688
0.205218 0.000987906 689
0.204904 0.000988169 690
0.20459 0.000988281 691
0.204276 0.000988495 692
0.203962 0.000988708 693
0.203647 0.00098896 694
0.203333 0.000989194 695
0.203018 0.000989436 696
0.202704 0.000989732 697
0.202389 0.000990011 698
0.202075 0.000990241 699
0.201469 0.000986657 700
0.201156 0.00098676 701
0.200841 0.000986965 702
0.200527 0.000987177 703
0.200217 0.000986738 704
0.199903 0.000986979 705
0.199588 0.000987244 706
0.199274 0.00098742 707
0.198959 0.000987691 708
0.198647 0.00098758 709
0.198332 0.000987833 710
0.198018 0.00098803 711
0.197704 0.000988217 712
0.19739 0.000988341 713
0.197076 0.000988598 714
0.196761 0.000988862 715
0.196447 0.000989061 716
0.196133 0.000989086 717
0.19582 0.000989221 718
0.195505 0.000989434 719
0.195191 0.000989646 720
0.194876 0.000989889 721
0.194564 0.000989807 722
0.19425 0.000989945 723
0.193628 0.000988984 724
0.193314 0.000989176 725
0.192999 0.000989414 726
0.192685 0.000989526 727
0.192372 0.000989573 728
0.192064 0.000988742 729
0.191452 0.000986118 730
0.19114 0.000986083 731
0.190827 0.000986032 732
0.190513 0.000986107 733
0.1902 0.000986142 734
0.189885 0.000986382 735
0.189578 0.000985447 736
0.189264 0.000985551 737
0.188951 0.000985558 738
0.188341 0.00098268 739
0.188028 0.000982638 740
0.187717 0.000982277 741
0.187111 0.000978708 742
0.186806 0.000977416 743
0.186191 0.000975256 744
0.185877 0.000975499 745
0.185563 0.000975548 746
0.185249 0.000975693 747
0.184936 0.000975717 748
0.184622 0.000975812 749
0.18431 0.000975602 750
0.184005 0.000974348 751
0.183691 0.000974425 752
0.183378 0.000974373 753
0.183072 0.000973187 754
0.182464 0.000969994 755
0.18215 0.00097006 756
0.181837 0.000970021 757
0.181523 0.000970174 758
0.181209 0.000970351 759
0.180895 0.000970471 760
0.180582 0.00097046 761
0.180268 0.000970587 762
0.179954 0.000970664 763
0.179645 0.000969894 764
0.179041 0.000966075 765
0.178726 0.000966296 766
0.178411 0.000966492 767
0.178098 0.000966509 768
0.177787 0.000966137 769
0.177473 0.000966347 770
0.176847 0.000965909 771
0.176234 0.000963459 772
0.175921 0.000963294 773
0.175613 0.000962495 774
0.1753 0.000962442 775
0.174987 0.00096247 776
0.174677 0.00096183 777
0.174365 0.00096171 778
0.174059 0.000960369 779
0.173745 0.000960565 780
0.173432 0.000960573 781
0.173117 0.000960776 782
0.172803 0.000960848 783
0.17249 0.000960862 784
0.172176 0.000960998 785
0.171631 0.000947149 786
0.171021 0.000944109 787
0.170707 0.000944237 788
0.170395 0.000944008 789
0.170084 0.000943629 790
0.169771 0.000943523 791
0.169457 0.000943664 792
0.169144 0.000943631 793
0.168829 0.000943813 794
0.168515 0.000944019 795
0.168201 0.00094405 796
0.167887 0.000944122 797
0.167573 0.000944301 798
0.167265 0.000943319 799
0.166951 0.000943522 800
0.166637 0.000943533 801
0.166324 0.00094347 802
0.16601 0.000943529 803
0.165696 0.000943713 804
0.165381 0.000943912 805
0.165067 0.000944028 806
0.164451 0.00094202 807
0.164138 0.000941845 808
0.163828 0.000941402 809
0.163518 0.000940702 810
0.163204 0.000940856 811
0.162889 0.000941077 812
0.162576 0.000941097 813
0.162264 0.000940751 814
0.161955 0.000940072 815
0.161641 0.000940082 816
0.161328 0.000940067 817
0.161014 0.000940117 818
0.1607 0.000940226 819
0.160388 0.000939992 820
0.160074 0.000940124 821
0.159759 0.000940289 822
0.159445 0.000940361 823
0.159133 0.000940109 824
0.158821 0.000939981 825
0.158195 0.00093956 826
0.157885 0.000938931 827
0.157572 0.000938909 828
0.157257 0.00093907 829
0.156944 0.000939013 830
0.156634 0.000938456 831
0.155698 0.000937198 832
0.154762 0.000935837 833
0.153831 0.000933854 834
0.152905 0.000930875 835
0.151968 0.00092973 836
0.151341 0.000929467 837
0.150713 0.000929388 838
0.15009 0.000928484 839
0.149462 0.000928388 840
0.148842 0.000926874 841
0.14822 0.000925814 842
0.1476 0.00092443 843
0.146977 0.00092345 844
0.146351 0.000923012 845
0.145734 0.000921045 846
0.145112 0.000919856 847
0.144489 0.000919048 848
0.143866 0.000918094 849
0.143255 0.000915047 850
0.14264 0.000912717 851
0.142021 0.000911026 852
0.141097 0.0009076 853
0.140164 0.000905872 854
0.13923 0.000904243 855
0.138295 0.00090262 856
0.137375 0.00089856 857
0.13706 0.000898711 858
0.136432 0.000898766 859
0.135492 0.000898088 860
0.134863 0.000898203 861
0.134548 0.000898422 862
0.134233 0.000898631 863
0.133919 0.00089877 864
0.133291 0.000898638 865
0.132665 0.000898141 866
0.13235 0.000898322 867
0.132036 0.00089852 868
0.131726 0.000897846 869
0.131411 0.00089806 870
0.131096 0.000898257 871
0.130781 0.00089847 872
0.130467 0.000898613 873
0.129838 0.000898598 874
0.129524 0.000898757 875
0.129209 0.000898951 876
0.128895 0.000898935 877
0.128581 0.000899075 878
0.128266 0.00089925 879
0.127951 0.000899458 880
0.127637 0.000899666 881
0.127322 0.000899857 882
0.127007 0.000900064 883
0.126692 0.000900227 884
0.126065 0.000900068 885
0.12575 0.000900186 886
0.125436 0.000900356 887
0.124806 0.000900491 888
0.124492 0.000900634 889
0.124178 0.000900542 890
0.123552 0.000900241 891
0.123237 0.000900435 892
0.122922 0.000900602 893
0.122608 0.000900699 894
0.122295 0.000900466 895
0.121667 0.000900337 896
0.121353 0.000900502 897
0.120728 0.000899859 898
0.120413 0.00090004 899
0.120098 0.000900187 900
0.119784 0.000900333 901
0.119469 0.000900495 902
0.119155 0.000900606 903
0.118841 0.000900576 904
0.118527 0.000900651 905
0.118213 0.000900794 906
0.117898 0.000900972 907
0.117583 0.000901167 908
0.116961 0.000899945 909
0.116646 0.000900139 910
0.116332 0.000900263 911
0.116017 0.000900421 912
0.115389 0.000900327 913
0.115074 0.000900502 914
0.11476 0.000900658 915
0.114447 0.00090038 916
0.114133 0.000900562 917
0.113818 0.000900665 918
0.113503 0.000900855 919
0.113189 0.000901009 920
0.112874 0.000901163 921
0.111959 0.000896061 922
0.111334 0.000895499 923
0.111019 0.000895653 924
0.110704 0.000895841 925
0.11008 0.000894998 926
0.109766 0.000895045 927
0.109452 0.000895066 928
0.109138 0.000895226 929
0.108824 0.00089529 930
0.108509 0.000895457 931
0.108194 0.000895607 932
0.10788 0.00089574 933
0.107565 0.000895871 934
0.10725 0.000896037 935
0.106935 0.000896203 936
0.106621 0.000896307 937
0.106306 0.000896472 938
0.105993 0.000896304 939
0.105374 0.000894696 940
0.105059 0.000894868 941
0.104744 0.000895032 942
0.104431 0.000894924 943
0.104116 0.000895068 944
0.103487 0.000895143 945
0.103172 0.000895296 946
0.102858 0.00089544 947
0.102543 0.000895583 948
0.102229 0.000895691 949
0.101603 0.000895091 950
0.101289 0.00089518 951
0.100977 0.000894745 952
0.100663 0.000894799 953
0.100034 0.000894809 954
0.0997206 0.000894783 955
0.0991216 0.000889507 956
0.0988071 0.00088963 957
0.0984927 0.000889718 958
0.0981783 0.000889805 959
0.0978658 0.000889575 960
0.0975509 0.00088974 961
0.0972377 0.000889623 962
0.0969231 0.000889753 963
0.0966091 0.000889767 964
0.0962946 0.000889878 965
0.0959804 0.000889936 966
0.0956664 0.000889949 967
0.0953524 0.00088998 968
0.0950383 0.00089001 969
0.0947236 0.000890146 970
0.0944088 0.000890307 971
0.0940945 0.000890388 972
0.0934691 0.000889776 973
0.0928485 0.0008883 974
0.0925348 0.000888258 975
0.091908 0.000887889 976
0.0915949 0.000887758 977
0.0912805 0.000887838 978
0.0909667 0.000887811 979
0.0906519 0.000887978 980
0.090337 0.000888145 981
0.0900225 0.00088824 982
0.0897086 0.000888248 983
0.0893938 0.000888404 984
0.089079 0.000888552 985
0.0887642 0.000888708 986
0.0884497 0.000888801 987
0.0881351 0.000888921 988
0.0878221 0.00088875 989
0.0875079 0.000888808 990
0.0871933 0.000888918 991
0.0865929 0.00088385 992
0.0862782 0.000883977 993
0.0859636 0.000884104 994
0.0856492 0.000884178 995
0.0853344 0.000884322 996
0.0850198 0.000884448 997
0.0847088 0.00088392 998
0.0843961 0.0008837 999
0.0837676 0.000883613 1000
0.083454 0.000883551 1001
0.0831398 0.000883596 1002
0.0828249 0.000883755 1003
0.0825102 0.000883897 1004
0.0821953 0.000884055 1005
0.0818824 0.00088386 1006
0.0815701 0.000883558 1007
0.0812568 0.000883441 1008
0.0809425 0.00088351 1009
0.0803325 0.000880111 1010
0.0800183 0.000880153 1011
0.0797036 0.000880283 1012
0.0793887 0.00088044 1013
0.0787713 0.000878373 1014
0.0784596 0.00087796 1015
0.078145 0.00087808 1016
0.077517 0.000877897 1017
0.0772022 0.000878043 1018
0.0768878 0.000878109 1019
0.0765759 0.000877747 1020
0.0762651 0.000877171 1021
0.0759503 0.000877307 1022
0.0756362 0.000877318 1023
0.075324 0.000877008 1024
0.0750108 0.000876858 1025
0.0746969 0.000876832 1026
0.0743831 0.000876788 1027
0.0737785 0.000872399 1028
0.073467 0.000871942 1029
0.0728558 0.000868726 1030
0.0722412 0.00086612 1031
0.0719292 0.000865749 1032
0.0716144 0.000865884 1033
0.0712999 0.000865963 1034
0.0709852 0.000866088 1035
0.0706719 0.000865959 1036
0.0703576 0.000866002 1037
0.0700474 0.000865304 1038
0.0697342 0.000865156 1039
0.0688046 0.000862537 1040
0.0684907 0.000862515 1041
0.0681785 0.000862184 1042
0.0678636 0.000862325 1043
0.0675489 0.000862456 1044
0.0672345 0.000862514 1045
0.06692 0.000862609 1046
0.0663087 0.000859361 1047
0.065996 0.000859118 1048
0.0656817 0.000859148 1049
0.0650667 0.000856581 1050
0.0647524 0.000856619 1051
0.064438 0.000856694 1052
0.0641245 0.000856586 1053
0.0638136 0.000856012 1054
0.063499 0.000856104 1055
0.0631851 0.000856077 1056
0.0628702 0.000856223 1057
0.0625572 0.000856022 1058
0.062243 0.000856049 1059
0.0616225 0.000854485 1060
0.0613078 0.000854603 1061
0.0609978 0.000853851 1062
