#communities 
1000	98
10005	111
10006	3
10007	1
10014	1
10015	3
10016	1
10021	156
1002	98
10026	140
100271715	85
100287932	1
1004	1
10043	1
10044	60
10048	59
10049	1
1005	1
10055	187
10056	1
10058	22
10059	95
10061	1
1006	1
10067	1
1007	1
10072	94
10075	1
10076	3
10079	32
1008	103
10082	54
1009	98
10092	2
10093	2
10094	2
10096	2
10097	2
10100	13
10102	1
10105	164
10109	2
10111	1
10113	1
10120	4
1012	21
10121	4
10125	135
10127	75
10128	1
10129	209
10130	1
10131	1
1013	83
10133	13
10135	1
10142	17
10146	1
10147	1
10152	7
10154	203
10155	1
10156	206
10159	9
10160	2
10163	3
10165	1
10178	3
10188	3
10189	1
1020	1
10207	27
10209	99
10211	9
10213	6
102	53
10228	12
10235	8
10236	1
10238	1
10239	74
10240	1
10242	183
10243	88
10247	1
10250	1
1025	1
10270	1
10273	1
10276	186
10287	14
10290	8
10294	1
10295	172
10296	59
10297	4
103	1
10313	51
10314	81
10319	131
10320	1
10328	40
10330	8
10347	1
10367	10
10368	8
10369	22
10376	1
10381	1
10382	1
10383	1
103910	1
10391	2
10395	1
10396	54
10397	1
10398	1
10399	1
10409	2
10411	49
104	1
10419	1
10423	142
10424	37
10426	1
10427	23
10428	176
10432	1
10434	1
10439	99
10440	71
10447	107
10449	100
10452	67
10455	122
10456	21
10458	3
10460	4
10463	1
10466	25
10469	71
10471	30
10476	1
10479	36
10482	1
10484	23
10486	2
10487	2
10490	12
10492	1
10493	107
10497	147
10498	1
10499	1
10507	45
10514	1
10517	1
10521	1
10525	1
10527	4
10528	1
10529	43
10531	68
10534	5
10536	113
10539	154
10540	4
10541	1
10549	1
10550	51
10552	2
10554	1
10564	76
10565	76
10570	21
10574	5
10575	5
10576	5
10579	119
10580	3
10587	10
10592	1
10594	1
10598	1
10605	1
10606	1
10611	7
10612	1
10613	9
10615	4
10617	9
10620	8
1062	4
10627	2
1063	1
10632	1
10634	2
10636	14
10640	136
10645	1
10651	67
10652	12
10654	170
10657	3
10658	1
10659	42
10664	1
10672	45
10675	77
10681	14
10690	48
1069	5
10693	5
10694	5
1072	2
10724	18
10726	1
10728	1
10730	10
1073	2
10743	1
10749	1
10755	123
10763	1
10765	105
10767	1
10768	1
10769	157
10775	68
10787	3
10788	15
1080	1
10801	34
10808	1
10810	44
10814	12
10815	12
10817	3
10818	3
108	14
10844	1
10845	1
10856	1
10857	1
10867	1
10869	1
10881	8
10884	20
10890	1
10891	1
10900	49
10901	29
10905	62
10908	72
10910	1
10916	1
10919	1
10920	1
10921	1
10923	1
10933	1
10935	1
10938	26
10939	169
10943	1
10945	23
10947	1
10949	1
10952	1
10953	1
10959	23
10960	82
10961	1
10963	1
10965	29
10970	9
10971	1
10972	23
10973	1
10979	4
10980	1
10982	4
10985	1
10987	1
10988	113
10989	1
10991	145
10994	1
10999	104
11004	1
11007	7
11011	71
11020	120
11021	4
11031	28
11033	1
11034	2
11041	16
11047	6
11051	1
1105	1
11052	1
11059	1
11064	4
11069	49
11075	72
11076	8
11078	2
11080	1
1108	1
11083	1
1109	1
11100	1
111	14
11113	15
11117	175
11122	97
11127	73
11130	70
11135	1
11138	20
11140	1
11151	109
11152	176
11160	1
11163	94
11168	1
11170	7
11171	1
11176	1
11177	1
11178	4
11180	1
11188	3
11190	1
11194	2
11196	120
11197	201
11198	1
11212	66
11216	76
11217	2
11221	1
11222	20
11224	1
11230	51
11231	37
1123	1
112	36
112476	10
11248	3
11252	3
11253	3
11258	4
11261	1
112714	30
112724	91
11273	1
112755	21
11276	31
112802	7
1128	72
112840	144
112936	52
112937	1
112939	1
1130	119
113026	2
11311	12
1131	31
11313	8
11315	1
113157	1
11316	23
113201	8
113246	16
113263	1
11331	1
11332	172
11333	1
11334	190
11335	1
11336	11
11343	205
11344	2
11345	13
11346	2
113510	1
114088	4
114294	1
114299	74
114327	56
114569	102
1147	1
114780	1
114781	115
114784	3
114786	4
114787	1
114789	1
114793	1
114794	16
114824	7
114876	73
114880	120
114882	23
114928	72
114971	7
114991	1
115098	1
115207	174
1152	1
115286	95
1153	1
115	36
115509	1
1155	1
115557	15
115703	15
115704	1
115752	1
115827	76
1159	1
115948	85
1160	110
116151	51
116228	134
116442	65
116443	192
116835	7
116841	12
116931	1
116985	3
116986	3
116987	1
116988	1
117	1
117145	1
117159	1
117177	26
1173	2
1174	1
1175	2
1176	87
1181	29
118	2
1182	77
118427	154
118487	4
1185	5
1186	9
118812	77
118881	39
1191	1
119	26
1200	1
120	2
120892	1
1211	2
1212	2
1213	2
121391	1
121441	4
121504	1
121512	2
122402	1
122553	61
12	131
122961	194
123283	1
123879	1
124044	4
124454	25
124739	1
124801	1
124995	20
124997	1
125113	1
125115	7
125228	1
125336	1
125988	41
126003	61
126006	14
126133	81
126206	1
126328	10
1264	63
1266	1
1267	1
1268	14
1271	3
1272	57
127281	14
127703	7
1277	24
127795	8
1278	83
127829	91
127833	204
128	1
128178	165
1282	24
128308	20
1284	24
128866	9
128869	140
1291	24
129138	60
1292	145
129285	180
1293	43
129446	43
129807	2
1302	1
130507	38
131118	71
1312	83
1314	23
131474	106
1315	23
131544	17
131578	90
132204	35
132299	8
132320	4
1327	70
132884	37
1329	7
133121	10
133418	36
133584	1
133686	1
1337	3
133746	64
133957	10
1340	139
134353	1
134492	179
1345	10
1347	6
134957	12
135112	13
135228	2
1356	19
1362	1
136319	4
1363	99
1368	2
136991	1
1374	1
1376	38
138311	1
1384	29
1386	1
1387	1
1388	38
139065	60
139322	10
139341	13
1397	92
1398	3
139818	1
1399	3
1400	1
1404	159
140460	19
140465	2
140469	9
140576	195
140707	82
140710	5
140730	8
140735	4
140803	137
140807	1
140831	16
140885	7
1410	1
142	1
142678	1
1428	137
1429	1
143098	27
1431	1
143187	12
1434	1
143425	1
143471	6
1436	3
143872	2
143884	4
144100	4
144165	4
144402	1
1445	3
1452	4
1453	4
1454	4
145508	4
1455	128
145567	1
1456	2
1457	1
1459	1
1460	1
146057	70
146223	20
1462	159
146330	210
1463	57
1464	119
1465	8
146691	1
1468	20
147015	166
147040	1
1471	19
147179	3
147746	1
148252	8
148281	7
1487	1
1488	1
149371	7
1495	1
1496	1
1499	1
1500	1
1501	11
150209	8
1503	1
150709	1
150726	1
1509	1
151011	34
151056	141
151393	64
151742	1
151887	1
151963	4
152007	58
152185	4
1523	1
152330	1
152485	1
152503	3
1525	1
152579	12
152789	174
1528	6
153090	1
153364	1
1537	139
153733	4
1540	4
154661	128
154664	19
154796	27
154810	27
156	146
157285	178
157378	1
157680	189
157922	4
158471	60
1595	37
159	1
159989	4
1600	130
160	2
1603	114
1605	150
1607	7
1608	19
1609	105
1610	29
161	2
1612	1
1613	2
1615	1
161725	1
161742	16
16	1
1620	1
162	31
1622	133
1627	2
1629	4
1630	1
163	2
1632	8
163259	60
1639	4
1641	7
164	31
1642	1
1645	1
1650	1
165215	148
1652	1
1653	1
1654	1
1655	1
1656	1
1657	65
1660	1
1662	1
166336	8
166378	81
1665	1
166614	1
1666	1
166785	100
1674	1
167691	4
1678	113
169714	78
170692	1
170961	1
171023	1
171024	43
171425	3
1717	1
1727	4
1728	1
1729	15
1730	15
1731	34
1737	42
1738	42
1739	11
1740	11
1741	11
1742	11
1743	1
1755	98
1756	11
1759	3
1762	1
1763	1
176	57
1767	1
177	68
1778	4
1780	4
1781	4
178	1
1783	184
1785	3
1786	1
1793	3
1794	3
1795	3
1804	93
1808	21
1809	21
1819	4
1821	150
1828	1
1832	1
1837	11
1838	7
1845	1
1846	1
1854	124
1855	4
1856	4
1857	4
1859	1
1891	4
1892	1
18	3
1901	14
191	1
1915	1
1917	1
192111	1
19	11
192666	1
192669	1
1933	1
1936	1
1937	1
1938	1
1947	53
1948	53
1951	84
1952	4
1954	86
1956	1
1958	1
196374	1
196403	1
1965	1
1968	1
1969	2
197131	1
197257	1
1973	1
197322	50
1974	1
1975	1
1977	1
1981	1
1982	1
1983	1
1984	1
199223	56
1993	1
1994	1
1995	18
1996	1
199731	4
199953	1
200081	7
200205	181
200424	1
200576	79
200734	48
200844	1
2009	1
200933	1
2010	1
2011	1
201161	1
201475	28
201562	1
201595	37
2017	2
2020	1
2021	1
20	133
2023	1
202333	43
2026	1
2027	112
203068	1
203	118
2033	1
2035	1
2036	21
2037	1
2038	92
2039	1
2040	1
2042	53
2043	53
2044	53
2045	22
2046	126
2047	3
2048	3
2049	3
2050	53
2051	53
2053	71
205	126
2058	1
2059	104
2060	2
2066	11
207	1
2079	1
208	1
2098	3
2107	1
2108	117
2109	117
2110	1
2125	75
21	35
2130	1
213	19
2132	1
214	36
2150	23
215	199
2152	114
2157	69
216	19
2170	116
2171	5
217	19
2173	141
2177	1
2180	107
2181	78
2182	1
2185	3
219	1
219285	41
219287	1
2193	1
2194	1
2197	1
219738	131
219771	1
219927	20
2	18
220988	1
221037	1
221092	1
221184	56
221472	1
221545	5
221692	63
221749	27
221935	36
221981	3
222068	23
22	8
222236	16
2224	1
222950	1
223	46
2235	5
2239	1
2242	1
224	1
2243	19
2244	19
2245	162
2247	1
2257	1
2261	1
226	1
2263	3
2266	19
2268	3
2271	1
2273	161
2274	1
22794	1
22800	3
2280	44
22808	45
2281	44
22820	23
22821	8
22824	190
22826	1
22832	4
22836	28
22837	3
22839	3
22841	26
22843	47
22848	2
22852	4
22853	16
22854	143
22859	54
22864	130
2286	76
22866	96
22870	30
22871	11
2287	1
22872	1
22874	88
22878	61
2288	1
22883	84
22884	5
22885	63
22890	1
22891	8
22895	26
2290	1
22902	8
22905	115
22906	1
22907	1
22908	23
22909	1
22913	1
22915	18
22919	2
22920	73
22921	48
22924	4
22927	1
22930	65
229	1
22931	114
22933	65
22938	1
22941	3
22948	5
22954	1
22978	1
22980	1
22981	4
22983	18
22984	1
22985	1
22987	106
22992	78
22994	4
22995	4
22998	2
22999	33
23001	13
23002	15
23011	1
23012	1
23013	1
23017	81
23019	1
23020	1
23023	48
23024	4
23025	33
23026	3
23028	1
23031	1
23036	19
23037	11
23039	1
23040	1
23041	31
23043	1
23046	1
23047	25
23048	3
23049	1
23052	1
230	1
23053	4
23060	1
23061	13
23065	40
23066	25
23071	131
23072	1
23074	1
23075	49
23077	1
23078	94
23080	207
23085	4
23086	1
23090	60
23092	184
23094	2
23095	1
23096	1
23098	142
23102	13
23107	1
23108	1
23109	186
23111	1
23112	4
23113	45
23114	3
23116	1
23122	4
23127	113
23129	45
23131	1
23136	1
23137	1
23138	4
23140	144
2314	2
23143	127
23145	198
23150	1
23151	8
23152	1
23154	1
23155	54
23157	34
23161	14
23162	1
2316	2
23163	31
23164	2
23165	1
23167	87
23170	66
23171	74
2317	2
23176	34
23177	17
23181	53
2318	43
23186	1
23187	1
23191	3
2319	9
23193	1
23195	1
23196	1
23197	1
23198	6
23199	1
23201	130
23203	151
23204	51
23205	8
23208	83
23209	11
23211	15
2321	3
23215	1
23218	78
23221	1
23223	1
23224	129
23225	1
23228	16
23229	88
23	1
23230	3
23233	25
23234	1
23236	50
23237	11
23241	1
23242	2
2324	3
23243	30
23244	25
23247	1
23248	16
23250	54
23254	75
23255	1
23256	12
23258	1
23259	120
23263	15
23265	11
23266	168
23268	3
23269	1
23270	84
23271	4
23277	38
23281	7
23285	87
23286	1
23287	33
23288	4
23293	1
23294	1
23295	1
23301	115
23303	11
23304	1
23307	52
23309	1
23310	193
23312	65
23313	1
23317	1
23318	1
23321	1
23322	4
2332	1
23325	52
23327	1
23328	1
23331	198
23332	4
23334	56
23335	65
23336	3
23339	32
23344	162
23345	129
23347	1
23348	161
23352	1
2335	1
23353	129
23355	32
23362	55
23365	45
23367	1
23368	16
23370	15
23371	141
23373	1
23376	1
23380	1
23381	1
23382	1
23384	2
23385	18
23387	1
23389	1
23390	48
23392	1
23394	1
23395	25
23396	46
23405	1
23406	63
23408	38
23410	38
23412	85
23417	160
23420	1
23423	23
23426	22
23431	128
23433	15
23435	1
23438	1
23446	91
23450	1
23451	1
23460	19
23474	9
23478	37
23479	7
23481	1
23499	1
23500	56
23503	7
23504	86
23505	140
23507	36
23511	1
23513	1
23518	1
23521	1
23523	1
23524	1
23527	5
23530	4
23534	9
23542	1
23543	1
23548	173
23549	122
23550	1
23560	1
23576	1
23580	34
23581	178
23589	1
23592	182
23597	4
23598	76
23603	2
23607	3
23609	1
23616	3
23633	1
23636	7
23637	13
23644	1
23646	1
23647	31
23654	45
23659	1
23670	1
23671	1
23673	12
23705	148
23708	1
23710	13
23731	1
23761	166
23762	64
23770	6
23780	54
23786	164
23787	18
23788	22
24137	122
24149	16
2475	1
249	1
2495	1
2512	1
2521	1
2530	12
253260	1
2533	3
2534	3
2539	145
253943	1
253959	163
254048	81
254065	1
254122	46
254427	104
254531	24
2547	1
254863	4
2550	174
255252	1
2554	1
2556	3
2557	59
2560	1
256158	1
2562	17
256309	1
256714	4
2571	17
257160	108
257194	171
257218	165
2572	17
25758	3
25777	129
25782	65
25791	15
25793	1
25796	7
25801	125
2580	2
25813	67
25814	4
2581	121
25822	1
25824	1
25830	1
25831	1
25836	1
25837	8
25839	25
2584	1
25843	5
25851	61
25852	20
25873	1
25874	1
25875	157
25880	48
25885	1
25900	4
25901	136
25902	1
2590	78
25914	4
259173	41
25921	62
259217	57
259232	31
25924	3
25925	119
259	1
259266	1
25927	1
25929	1
25930	3
25932	56
25934	71
25940	1
2595	5
25953	39
25959	1
25962	1
25963	1
2596	96
2597	1
25977	2
25978	9
25979	1
25989	159
25994	83
26000	13
26003	7
26010	1
26011	1
26012	1
26019	1
26024	1
26031	1
26036	1
26037	4
26040	8
260425	11
26045	114
26046	1
26047	57
26049	19
26051	7
26052	3
26056	26
26057	1
26058	1
26059	33
26060	1
26063	104
26084	100
26086	14
26093	1
26094	1
26098	87
26100	1
26115	16
26127	5
26128	166
26130	1
26133	55
26135	1
26140	5
26146	1
26160	109
26168	1
2617	4
261726	5
2618	1
26227	1
26229	182
26230	1
26232	1
26270	1
26275	38
26276	32
26278	80
26286	48
26289	188
2629	1
2631	1
26330	82
26353	1
26354	1
26355	1
2639	18
26470	36
2648	1
26504	1
26505	1
26509	9
26517	1
26519	211
26520	211
26523	1
26575	14
26578	132
26580	101
26589	20
26608	1
2661	1
2664	28
2665	28
266553	1
2670	1
2673	47
2674	1
26750	1
2675	1
26873	134
26953	1
26958	23
26960	5
26973	1
2697	117
26985	74
26986	1
26994	6
26999	3
27005	1
27031	43
27032	62
27034	16
27043	1
27044	1
27065	101
27067	1
27068	38
27072	32
27075	8
27089	139
27092	155
27095	61
27101	1
2710	134
27124	104
27125	7
271	1
27127	1
27130	1
27131	46
27132	1
27145	8
27148	16
27161	1
27165	96
27175	29
27183	9
27236	31
27243	9
27247	1
27248	1
27	3
2730	1
2731	70
27316	1
27327	4
273	3
27339	1
27340	25
27342	41
27343	111
27347	118
2734	35
27349	20
274	3
27429	1
2743	88
2744	38
27445	33
2745	19
2746	1
2752	65
2764	1
2767	50
2768	45
2770	14
2771	14
2773	14
2774	124
2775	14
2776	14
2778	14
2780	46
2781	14
2782	14
2783	14
2784	14
2785	14
2786	14
2788	14
2794	28
2800	90
2801	7
2802	62
2803	1
2804	158
2805	1
2806	1
2810	1
2817	99
2819	134
2820	61
2821	1
2823	101
2824	21
282974	1
282991	99
283234	88
283248	1
283373	30
283455	1
283635	189
283638	4
283820	1
283871	1
284069	79
284119	9
284161	19
284217	128
284273	29
284361	40
284403	1
284439	1
284656	50
28512	8
285172	8
285313	8
285315	25
285527	1
285590	3
286077	4
286205	1
286	152
286410	54
2870	1
287	49
2873	1
2876	4
2879	1
288	74
2885	3
2887	3
2890	22
2891	22
2892	22
2893	22
28952	85
2895	22
28956	9
28957	1
28958	1
28964	33
28966	154
28973	1
28976	10
2897	22
28981	4
2898	22
28988	122
28992	1
2899	22
2900	41
2901	22
2902	192
29028	1
2903	11
2904	11
2905	11
29062	1
2906	11
29078	10
29088	20
2909	15
29094	124
29110	1
2911	146
29117	1
2912	22
29127	1
2913	22
291	164
2915	44
2917	22
2923	24
292	1
2926	1
2931	1
2932	1
293	1
2934	2
29	1
2936	1
2944	167
2946	167
2947	167
2949	167
2950	1
2957	1
2969	1
2975	1
29760	3
29761	115
29763	3
29767	63
2977	11
29789	1
29796	139
29801	62
2983	27
29843	1
29855	1
2987	1
29888	5
29919	160
29920	1
2992	47
29924	2
29927	1
29934	51
29941	5
29942	8
29944	16
29957	25
29959	1
29966	5
29968	1
2997	47
29978	6
29982	58
29993	3
30000	39
30011	3
3005	1
3006	1
3007	1
3008	1
3009	1
3012	1
301	1
3014	1
3015	1
3018	1
3020	1
3021	1
302	1
3024	1
3028	1
3029	8
3030	1
3032	1
3033	1
3035	1
3039	1
3043	1
3045	8
3050	8
3054	1
3055	3
30	61
3064	1
3066	1
306	1
3069	1
3070	1
3071	3
3074	1
307	110
3075	191
30811	5
30818	93
30819	93
30820	93
308	1
30844	146
30845	26
30846	115
30849	58
30851	98
3092	2
3094	1
309	68
3096	1
30968	9
3097	1
3098	1
3099	1
310	1
311	1
31	1
3141	197
3146	1
3148	1
3149	1
3155	38
3157	66
3159	1
3161	4
3163	72
317	1
317719	1
3178	1
3181	1
3182	1
3183	1
3184	1
3185	1
