#flatfile
GO:0034330	cell_junction_organization	1000
GO:0034330	cell_junction_organization	10015
GO:0034330	cell_junction_organization	1002
GO:0034330	cell_junction_organization	1004
GO:0034330	cell_junction_organization	1005
GO:0034330	cell_junction_organization	1006
GO:0034330	cell_junction_organization	1007
GO:0034330	cell_junction_organization	1008
GO:0034330	cell_junction_organization	1009
GO:0034330	cell_junction_organization	1012
GO:0034330	cell_junction_organization	1013
GO:0034330	cell_junction_organization	10207
GO:0034330	cell_junction_organization	10211
GO:0034330	cell_junction_organization	10395
GO:0034330	cell_junction_organization	10580
GO:0034330	cell_junction_organization	10979
GO:0034330	cell_junction_organization	11228
GO:0034330	cell_junction_organization	118
GO:0034330	cell_junction_organization	129446
GO:0034330	cell_junction_organization	143098
GO:0034330	cell_junction_organization	1436
GO:0034330	cell_junction_organization	144100
GO:0034330	cell_junction_organization	1445
GO:0034330	cell_junction_organization	1495
GO:0034330	cell_junction_organization	1499
GO:0034330	cell_junction_organization	1500
GO:0034330	cell_junction_organization	1525
GO:0034330	cell_junction_organization	1613
GO:0034330	cell_junction_organization	1739
GO:0034330	cell_junction_organization	1828
GO:0034330	cell_junction_organization	1832
GO:0034330	cell_junction_organization	2017
GO:0034330	cell_junction_organization	2039
GO:0034330	cell_junction_organization	2042
GO:0034330	cell_junction_organization	2150
GO:0034330	cell_junction_organization	2185
GO:0034330	cell_junction_organization	221935
GO:0034330	cell_junction_organization	23114
GO:0034330	cell_junction_organization	23122
GO:0034330	cell_junction_organization	23136
GO:0034330	cell_junction_organization	2316
GO:0034330	cell_junction_organization	2318
GO:0034330	cell_junction_organization	23332
GO:0034330	cell_junction_organization	2335
GO:0034330	cell_junction_organization	23396
GO:0034330	cell_junction_organization	23499
GO:0034330	cell_junction_organization	23603
GO:0034330	cell_junction_organization	23616
GO:0034330	cell_junction_organization	23705
GO:0034330	cell_junction_organization	25
GO:0034330	cell_junction_organization	25930
GO:0034330	cell_junction_organization	2697
GO:0034330	cell_junction_organization	2824
GO:0034330	cell_junction_organization	287
GO:0034330	cell_junction_organization	324
GO:0034330	cell_junction_organization	342184
GO:0034330	cell_junction_organization	347
GO:0034330	cell_junction_organization	3611
GO:0034330	cell_junction_organization	3655
GO:0034330	cell_junction_organization	3691
GO:0034330	cell_junction_organization	3728
GO:0034330	cell_junction_organization	3791
GO:0034330	cell_junction_organization	3801
GO:0034330	cell_junction_organization	3852
GO:0034330	cell_junction_organization	3861
GO:0034330	cell_junction_organization	387
GO:0034330	cell_junction_organization	389
GO:0034330	cell_junction_organization	3909
GO:0034330	cell_junction_organization	3911
GO:0034330	cell_junction_organization	3915
GO:0034330	cell_junction_organization	402
GO:0034330	cell_junction_organization	4301
GO:0034330	cell_junction_organization	4641
GO:0034330	cell_junction_organization	4649
GO:0034330	cell_junction_organization	4983
GO:0034330	cell_junction_organization	5170
GO:0034330	cell_junction_organization	51762
GO:0034330	cell_junction_organization	5318
GO:0034330	cell_junction_organization	5339
GO:0034330	cell_junction_organization	54549
GO:0034330	cell_junction_organization	54828
GO:0034330	cell_junction_organization	5566
GO:0034330	cell_junction_organization	5578
GO:0034330	cell_junction_organization	5584
GO:0034330	cell_junction_organization	5586
GO:0034330	cell_junction_organization	55920
GO:0034330	cell_junction_organization	56288
GO:0034330	cell_junction_organization	5728
GO:0034330	cell_junction_organization	5747
GO:0034330	cell_junction_organization	57502
GO:0034330	cell_junction_organization	57555
