				Communities	1			2			3			4			5			6			7			8			9			10			11			12			13			14			15			16			17			18			19			20			21			22			23			24			25			26			27			28			29			30			31			32			33			34			35			36			37			38			39			40			41			42			43			44			45			46			47			48			49			50			51			52			53			54			55			56			57			58			59			60			61			62			63			64			65			66			67			68			69			70			71			72			73			74			75			76			77			78			79			80			81			82			83			84			85			86			87			88			89			90			91			
annotation 1	n1	annotation 2	n2	actual overlap	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	{a.overlap,e.overlap,OR,95% CI}	{p.value,p.adjusted,BC}	{p.value(ALT),p.adjusted(ALT),BC(ALT)}	
Differentiallly expressed proteins	221	MAPK_cascade	122	25	0.0, 0.34, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.26, 4.19, [0.52,33.51]	0.0513908, 1, 	1, 1, 	0.0, 0.26, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.34, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	2.0, 0.44, 5.21, [1.15,23.60]	0.000386164, 0.107286, 	0.212224, 1, 	0.0, 0.32, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.32, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.54, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	2.0, 0.32, 7.48, [1.61,34.81]	1.1747E-05, 0.00678618, 	0.0972126, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.38, 2.78, [0.36,21.66]	0.0057202, 0.968758, 	0.147998, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.28, 3.86, [0.49,30.72]	0.000673474, 0.159889, 	0.0644172, 1, 	1.0, 0.16, 7.21, [0.85,60.90]	0.00930959, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	2.0, 0.44, 5.21, [1.15,23.60]	0.000386164, 0.107286, 	0.212224, 1, 	0.0, 0.54, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.28, 3.86, [0.49,30.72]	0.000673474, 0.159889, 	0.0644172, 1, 	0.0, 0.50, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.66, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.34, 3.13, [0.40,24.57]	0.00270115, 0.508841, 	0.112532, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.48, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.18, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.72, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.18, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.56, 1.84, [0.24,14.09]	9.854E-05, 0.0358277, 	0.284639, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.42, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.48, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.26, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.24, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	3.0, 0.20, 23.59, [5.72,97.28]	3.94712E-08, 8.92267E-05, ***	0.0209861, 1, 	0.0, 0.26, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.54, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.46, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.12, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.14, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.44, 2.38, [0.31,18.38]	0.0144058, 1, 	0.198204, 1, 	0.0, 0.34, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.24, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	2.0, 0.36, 6.53, [1.42,30.07]	2.33462E-07, 0.000367828, **	0.134171, 1, 	0.0, 0.30, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.28, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.24, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.22, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.44, 2.38, [0.31,18.38]	0.00706721, 1, 	0.205543, 1, 	0.0, 0.36, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	2.0, 0.20, 13.15, [2.65,65.37]	5.11957E-05, 0.0206341, 	0.0209349, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	2.0, 0.34, 6.97, [1.51,32.27]	9.41688E-08, 0.00017486, ***	0.115233, 1, 	1.0, 0.20, 5.60, [0.68,45.94]	0.0209861, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.20, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.16, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	
Differentiallly expressed proteins	221	neurotransmitter_uptake	8	5	1.0, 0.07, 19.09, [2.02,180.46]	0.000137196, 0.0472398, 	0.0321873, 1, 	0.0, 0.05, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.05, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.01, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.09, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.02, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.02, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.01, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.11, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.02, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.02, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.09, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.11, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.13, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.02, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	2.0, 0.14, 23.61, [3.82,145.91]	3.23181E-07, 0.000460858, **	0.0974209, 1, 	0.0, 0.01, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.01, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.02, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.11, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.08, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.10, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.05, 25.54, [2.65,245.73]	3.61396E-05, 0.0160598, 	0.0180362, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	1.0, 0.05, 27.89, [2.88,270.01]	2.4147E-05, 0.0113105, 	0.0150639, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.05, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.11, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.09, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.02, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.09, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.05, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.01, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.06, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.05, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.09, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.07, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.04, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	0.0, 0.03, 0.00, [0.00,0.00]	1, 1, 	1, 1, 	
