N: 1243
annotation 1	n1	annotation 2	n2	annotation 3	n3	actual overlap	expected overlap	p.value	p.adjusted	BC	p.value(ALT)	p.adjusted(ALT)	BC(ALT)
signal_release_from_synapse	36	hypertension	111	Differentiallly expressed proteins	221	1	0.571578	0.439051	1		0.560949	1	
signal_release_from_synapse	36	autistic_disorder	66	Differentiallly expressed proteins	221	3	0.339857	0.00456073	0.14535		0.995439	1	
signal_release_from_synapse	36	Huntington's_disease	39	Differentiallly expressed proteins	221	3	0.200825	0.00100099	0.0436848		0.998999	1	
signal_release_from_synapse	36	Parkinson's_disease	80	Differentiallly expressed proteins	221	3	0.411948	0.00779857	0.214648		0.992201	1	
signal_release_from_synapse	36	epilepsy_syndrome	109	Differentiallly expressed proteins	221	9	0.561279	2.33335e-09	4.91448e-07	***	1	1	
signal_release_from_synapse	36	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.406799	0.336615	1		0.663385	1	
signal_release_from_synapse	36	schizophrenia	262	Differentiallly expressed proteins	221	7	1.34913	0.000300336	0.0175289		0.9997	1	
signal_release_from_synapse	36	frontotemporal_dementia	71	Differentiallly expressed proteins	221	5	0.365604	2.69121e-05	0.00213719	*	0.999973	1	
regulation_of_synaptic_vesicle_exocytosi...	12	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.113286	0.107681	1		0.892319	1	
regulation_of_synaptic_vesicle_exocytosi...	12	intellectual_disability	69	Differentiallly expressed proteins	221	1	0.118435	0.112314	1		0.887686	1	
regulation_of_synaptic_vesicle_exocytosi...	12	Alzheimer's_disease	209	Differentiallly expressed proteins	221	3	0.358738	0.00471006	0.14816		0.99529	1	
regulation_of_synaptic_vesicle_exocytosi...	12	hypertension	111	Differentiallly expressed proteins	221	1	0.190526	0.174907	1		0.825093	1	
regulation_of_synaptic_vesicle_exocytosi...	12	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.113286	0.107681	1		0.892319	1	
regulation_of_synaptic_vesicle_exocytosi...	12	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0669416	0.0649808	1		0.935019	1	
regulation_of_synaptic_vesicle_exocytosi...	12	Parkinson's_disease	80	Differentiallly expressed proteins	221	2	0.137316	0.00790269	0.215665		0.992097	1	
regulation_of_synaptic_vesicle_exocytosi...	12	epilepsy_syndrome	109	Differentiallly expressed proteins	221	4	0.187093	2.4708e-05	0.00202867	*	0.999975	1	
regulation_of_synaptic_vesicle_exocytosi...	12	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.1356	1	1		1	1	
regulation_of_synaptic_vesicle_exocytosi...	12	schizophrenia	262	Differentiallly expressed proteins	221	2	0.44971	0.0719808	1		0.928019	1	
regulation_of_synaptic_vesicle_exocytosi...	12	frontotemporal_dementia	71	Differentiallly expressed proteins	221	2	0.121868	0.00626784	0.184018		0.993732	1	

