C	Cn	DOID:0060041	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:1059	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:10652	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:10763	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:12849	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:12858	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:14330	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:1826	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:3312	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:5419	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	DOID:9255	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	
1	22	66	0	1.16814	0	[0.00,0.00]	1	1	0.1		1	1		69	0	1.22124	0	[0.00,0.00]	1	1	0.1		1	1		209	3	3.69912	0.777976	[0.23,2.65]	0.479776	1	0.1		0.222921	1		111	3	1.9646	1.62719	[0.47,5.59]	0.312278	1	0.1		0.748748	1		66	0	1.16814	0	[0.00,0.00]	1	1	0.1		1	1		39	1	0.690265	1.48246	[0.19,11.31]	0.357499	1	0.1		0.850415	1		80	0	1.41593	0	[0.00,0.00]	1	1	0.1		1	1		109	1	1.9292	0.490741	[0.07,3.68]	0.411344	1	0.1		0.280946	1		79	1	1.39823	0.697802	[0.09,5.26]	0.586886	1	0.1		0.354047	1		262	2	4.63717	0.369615	[0.09,1.59]	0.125604	1	0.1		0.0891397	1		71	1	1.25664	0.782993	[0.10,5.91]	0.638953	1	0.1		0.367875	1		
2	14	66	0	0.743363	0	[0.00,0.00]	1	1	0.1		1	1		69	1	0.777152	1.31335	[0.17,10.19]	0.372409	1	0.1		0.819993	1		209	0	2.35398	0	[0.00,0.00]	1	1	0.1		1	1		111	0	1.2502	0	[0.00,0.00]	1	1	0.1		1	1		66	0	0.743363	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.43926	0	[0.00,0.00]	1	1	0.1		1	1		80	0	0.901046	0	[0.00,0.00]	1	1	0.1		1	1		109	0	1.22767	0	[0.00,0.00]	1	1	0.1		1	1		79	0	0.889783	0	[0.00,0.00]	1	1	0.1		1	1		262	2	2.95093	0.621154	[0.14,2.79]	0.407383	1	0.1		0.236588	1		71	0	0.799678	0	[0.00,0.00]	1	1	0.1		1	1		
3	8	66	0	0.424779	0	[0.00,0.00]	1	1	0.1		1	1		69	2	0.444087	5.81095	[1.15,29.34]	0.0609538	1	0.1		0.992498	1		209	0	1.34513	0	[0.00,0.00]	1	1	0.1		1	1		111	0	0.714401	0	[0.00,0.00]	1	1	0.1		1	1		66	0	0.424779	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.251006	0	[0.00,0.00]	1	1	0.1		1	1		80	0	0.514883	0	[0.00,0.00]	1	1	0.1		1	1		109	1	0.701529	1.49074	[0.18,12.23]	0.370496	1	0.1		0.849337	1		79	0	0.508447	0	[0.00,0.00]	1	1	0.1		1	1		262	1	1.68624	0.533114	[0.07,4.35]	0.471561	1	0.1		0.321952	1		71	0	0.456959	0	[0.00,0.00]	1	1	0.1		1	1		
4	11	66	0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1		69	0	0.610619	0	[0.00,0.00]	1	1	0.1		1	1		209	3	1.84956	1.86772	[0.49,7.10]	0.311163	1	0.1		0.772012	1		111	1	0.982301	1.02	[0.13,8.04]	0.74304	1	0.1		0.387218	1		66	0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.345133	0	[0.00,0.00]	1	1	0.1		1	1		80	1	0.707965	1.45949	[0.18,11.55]	0.366031	1	0.1		0.845615	1		109	0	0.964602	0	[0.00,0.00]	1	1	0.1		1	1		79	1	0.699115	1.47949	[0.19,11.71]	0.364588	1	0.1		0.848748	1		262	1	2.31858	0.372031	[0.05,2.92]	0.290129	1	0.1		0.217013	1		71	0	0.628319	0	[0.00,0.00]	1	1	0.1		1	1		
5	25	66	1	1.32743	0.739103	[0.10,5.55]	0.613012	1	0.1		0.360853	1		69	1	1.38777	0.704657	[0.09,5.29]	0.591043	1	0.1		0.354626	1		209	2	4.20354	0.424701	[0.10,1.82]	0.180816	1	0.1		0.121898	1		111	6	2.2325	3.34737	[1.31,8.56]	0.0144986	1	0.1		0.995354	1		66	1	1.32743	0.739103	[0.10,5.55]	0.613012	1	0.1		0.360853	1		39	0	0.784393	0	[0.00,0.00]	1	1	0.1		1	1		80	0	1.60901	0	[0.00,0.00]	1	1	0.1		1	1		109	6	2.19228	3.4185	[1.34,8.75]	0.0134127	1	0.1		0.995813	1		79	0	1.5889	0	[0.00,0.00]	1	1	0.1		1	1		262	5	5.26951	0.934825	[0.35,2.51]	0.563546	1	0.1		0.196161	1		71	1	1.428	0.683333	[0.09,5.13]	0.576583	1	0.1		0.350132	1		
6	22	66	2	1.16814	1.80781	[0.41,7.90]	0.220757	1	0.1		0.89294	1		69	2	1.22124	1.72239	[0.39,7.52]	0.229334	1	0.1		0.881528	1		209	4	3.69912	1.10136	[0.37,3.29]	0.471548	1	0.1		0.437614	1		111	0	1.9646	0	[0.00,0.00]	1	1	0.1		1	1		66	2	1.16814	1.80781	[0.41,7.90]	0.220757	1	0.1		0.89294	1		39	1	0.690265	1.48246	[0.19,11.31]	0.357499	1	0.1		0.850415	1		80	0	1.41593	0	[0.00,0.00]	1	1	0.1		1	1		109	2	1.9292	1.04112	[0.24,4.51]	0.697334	1	0.1		0.28599	1		79	2	1.39823	1.48571	[0.34,6.47]	0.486305	1	0.1		0.607512	1		262	8	4.63717	2.17548	[0.90,5.24]	0.0811423	1	0.1		0.936842	1		71	2	1.25664	1.66957	[0.38,7.29]	0.234712	1	0.1		0.873665	1		
7	72	66	9	3.82301	2.79198	[1.32,5.90]	0.00779957	1	0.1		0.996551	1		69	8	3.99678	2.27459	[1.04,4.96]	0.0403674	1	0.1		0.970615	1		209	13	12.1062	1.09607	[0.59,2.04]	0.429757	1	0.1		0.373959	1		111	5	6.42961	0.749789	[0.30,1.90]	0.363236	1	0.1		0.152726	1		66	9	3.82301	2.79198	[1.32,5.90]	0.00779957	1	0.1		0.996551	1		39	4	2.25905	1.90924	[0.66,5.53]	0.209213	1	0.1		0.836049	1		80	7	4.63395	1.61981	[0.72,3.66]	0.13468	1	0.1		0.870206	1		109	11	6.31376	1.97441	[1.01,3.88]	0.0338679	1	0.1		0.971926	1		79	6	4.57603	1.36737	[0.57,3.26]	0.286551	1	0.1		0.685223	1		262	21	15.1762	1.58897	[0.94,2.69]	0.0666444	1	0.1		0.926323	1		71	3	4.11263	0.705243	[0.22,2.30]	0.399392	1	0.1		0.194414	1		
8	12	66	1	0.637168	1.63077	[0.21,12.82]	0.351876	1	0.1		0.869915	1		69	0	0.66613	0	[0.00,0.00]	1	1	0.1		1	1		209	2	2.0177	0.989372	[0.22,4.55]	0.6724	1	0.1		0.297494	1		111	2	1.0716	2.05872	[0.45,9.52]	0.207438	1	0.1		0.915905	1		66	1	0.637168	1.63077	[0.21,12.82]	0.351876	1	0.1		0.869915	1		39	1	0.376508	2.85407	[0.36,22.67]	0.267127	1	0.1		0.948073	1		80	1	0.772325	1.32566	[0.17,10.40]	0.373702	1	0.1		0.822144	1		109	2	1.05229	2.10093	[0.45,9.71]	0.203573	1	0.1		0.919514	1		79	2	0.762671	2.9974	[0.65,13.92]	0.138496	1	0.1		0.964161	1		262	4	2.52936	1.88566	[0.56,6.31]	0.204874	1	0.1		0.855694	1		71	1	0.685438	1.50779	[0.19,11.85]	0.361143	1	0.1		0.853264	1		
9	9	66	0	0.477876	0	[0.00,0.00]	1	1	0.1		1	1		69	0	0.499598	0	[0.00,0.00]	1	1	0.1		1	1		209	3	1.51327	2.49515	[0.62,10.06]	0.132324	1	0.1		0.95122	1		111	1	0.803701	1.27727	[0.16,10.31]	0.381889	1	0.1		0.811563	1		66	0	0.477876	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.282381	0	[0.00,0.00]	1	1	0.1		1	1		80	1	0.579244	1.82753	[0.23,14.80]	0.341868	1	0.1		0.890281	1		109	0	0.78922	0	[0.00,0.00]	1	1	0.1		1	1		79	3	0.572003	7.61842	[1.87,31.06]	0.0142223	1	0.1		0.998507	1		262	4	1.89702	3.02636	[0.81,11.35]	0.0758339	1	0.1		0.976047	1		71	1	0.514079	2.07857	[0.26,16.85]	0.322768	1	0.1		0.910721	1		
10	11	66	1	0.584071	1.79538	[0.23,14.24]	0.340518	1	0.1		0.887881	1		69	0	0.610619	0	[0.00,0.00]	1	1	0.1		1	1		209	2	1.84956	1.10038	[0.24,5.13]	0.722466	1	0.1		0.297978	1		111	1	0.982301	1.02	[0.13,8.04]	0.74304	1	0.1		0.387218	1		66	1	0.584071	1.79538	[0.23,14.24]	0.340518	1	0.1		0.887881	1		39	0	0.345133	0	[0.00,0.00]	1	1	0.1		1	1		80	2	0.707965	3.28775	[0.70,15.48]	0.125288	1	0.1		0.970903	1		109	1	0.964602	1.04074	[0.13,8.21]	0.74987	1	0.1		0.38704	1		79	0	0.699115	0	[0.00,0.00]	1	1	0.1		1	1		262	3	2.31858	1.40878	[0.37,5.35]	0.523696	1	0.1		0.524928	1		71	0	0.628319	0	[0.00,0.00]	1	1	0.1		1	1		
11	14	66	0	0.743363	0	[0.00,0.00]	1	1	0.1		1	1		69	2	0.777152	2.89055	[0.63,13.18]	0.141656	1	0.1		0.961649	1		209	3	2.35398	1.35437	[0.37,4.90]	0.519061	1	0.1		0.513474	1		111	2	1.2502	1.71254	[0.38,7.75]	0.237586	1	0.1		0.877736	1		66	0	0.743363	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.43926	0	[0.00,0.00]	1	1	0.1		1	1		80	2	0.901046	2.4594	[0.54,11.18]	0.170334	1	0.1		0.944163	1		109	0	1.22767	0	[0.00,0.00]	1	1	0.1		1	1		79	1	0.889783	1.13511	[0.15,8.79]	0.381287	1	0.1		0.778087	1		262	1	2.95093	0.285293	[0.04,2.19]	0.170796	1	0.1		0.135133	1		71	1	0.799678	1.27363	[0.16,9.88]	0.37476	1	0.1		0.811728	1		
12	25	66	2	1.32743	1.56793	[0.36,6.80]	0.243904	1	0.1		0.856916	1		69	3	1.38777	2.38017	[0.69,8.16]	0.112102	1	0.1		0.954557	1		209	2	4.20354	0.424701	[0.10,1.82]	0.180816	1	0.1		0.121898	1		111	0	2.2325	0	[0.00,0.00]	1	1	0.1		1	1		66	2	1.32743	1.56793	[0.36,6.80]	0.243904	1	0.1		0.856916	1		39	0	0.784393	0	[0.00,0.00]	1	1	0.1		1	1		80	1	1.60901	0.600738	[0.08,4.50]	0.513656	1	0.1		0.327274	1		109	4	2.19228	2.01905	[0.68,5.99]	0.207451	1	0.1		0.840784	1		79	2	1.5889	1.28854	[0.30,5.57]	0.461172	1	0.1		0.600686	1		262	5	5.26951	0.934825	[0.35,2.51]	0.563546	1	0.1		0.196161	1		71	0	1.428	0	[0.00,0.00]	1	1	0.1		1	1		
13	8	66	0	0.424779	0	[0.00,0.00]	1	1	0.1		1	1		69	1	0.444087	2.45168	[0.30,20.21]	0.299135	1	0.1		0.931544	1		209	1	1.34513	0.705357	[0.09,5.76]	0.599848	1	0.1		0.371599	1		111	3	0.714401	6.26111	[1.48,26.56]	0.0246465	1	0.1		0.996816	1		66	0	0.424779	0	[0.00,0.00]	1	1	0.1		1	1		39	1	0.251006	4.5	[0.54,37.49]	0.20183	1	0.1		0.976157	1		80	0	0.514883	0	[0.00,0.00]	1	1	0.1		1	1		109	1	0.701529	1.49074	[0.18,12.23]	0.370496	1	0.1		0.849337	1		79	1	0.508447	2.11905	[0.26,17.44]	0.322531	1	0.1		0.912988	1		262	1	1.68624	0.533114	[0.07,4.35]	0.471561	1	0.1		0.321952	1		71	0	0.456959	0	[0.00,0.00]	1	1	0.1		1	1		
14	12	66	1	0.637168	1.63077	[0.21,12.82]	0.351876	1	0.1		0.869915	1		69	0	0.66613	0	[0.00,0.00]	1	1	0.1		1	1		209	1	2.0177	0.447115	[0.06,3.48]	0.374906	1	0.1		0.266288	1		111	1	1.0716	0.926446	[0.12,7.24]	0.708467	1	0.1		0.384704	1		66	1	0.637168	1.63077	[0.21,12.82]	0.351876	1	0.1		0.869915	1		39	0	0.376508	0	[0.00,0.00]	1	1	0.1		1	1		80	2	0.772325	2.95641	[0.64,13.73]	0.140827	1	0.1		0.962971	1		109	1	1.05229	0.945286	[0.12,7.39]	0.715941	1	0.1		0.385212	1		79	2	0.762671	2.9974	[0.65,13.92]	0.138496	1	0.1		0.964161	1		262	4	2.52936	1.88566	[0.56,6.31]	0.204874	1	0.1		0.855694	1		71	1	0.685438	1.50779	[0.19,11.85]	0.361143	1	0.1		0.853264	1		
15	10	66	1	0.530973	1.99658	[0.25,16.00]	0.32679	1	0.1		0.905108	1		69	0	0.555109	0	[0.00,0.00]	1	1	0.1		1	1		209	2	1.68142	1.23913	[0.26,5.88]	0.450494	1	0.1		0.614147	1		111	0	0.893001	0	[0.00,0.00]	1	1	0.1		1	1		66	1	0.530973	1.99658	[0.25,16.00]	0.32679	1	0.1		0.905108	1		39	0	0.313757	0	[0.00,0.00]	1	1	0.1		1	1		80	1	0.643604	1.62307	[0.20,12.97]	0.355535	1	0.1		0.868395	1		109	1	0.876911	1.15741	[0.15,9.22]	0.385633	1	0.1		0.783648	1		79	2	0.635559	3.75325	[0.78,17.98]	0.107434	1	0.1		0.978564	1		262	4	2.1078	2.51938	[0.71,8.99]	0.192809	1	0.1		0.867347	1		71	1	0.571199	1.84603	[0.23,14.78]	0.338288	1	0.1		0.892412	1		
16	6	66	0	0.318584	0	[0.00,0.00]	1	1	0.1		1	1		69	0	0.333065	0	[0.00,0.00]	1	1	0.1		1	1		209	1	1.00885	0.989423	[0.11,8.51]	0.733372	1	0.1		0.402824	1		111	0	0.5358	0	[0.00,0.00]	1	1	0.1		1	1		66	0	0.318584	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.188254	0	[0.00,0.00]	1	1	0.1		1	1		80	0	0.386163	0	[0.00,0.00]	1	1	0.1		1	1		109	0	0.526146	0	[0.00,0.00]	1	1	0.1		1	1		79	0	0.381335	0	[0.00,0.00]	1	1	0.1		1	1		262	0	1.26468	0	[0.00,0.00]	1	1	0.1		1	1		71	1	0.342719	3.33429	[0.38,28.93]	0.256306	1	0.1		0.958441	1		
17	36	66	2	1.9115	1.05055	[0.25,4.47]	0.418425	1	0.1		0.565674	1		69	3	1.99839	1.57163	[0.47,5.26]	0.312202	1	0.1		0.741383	1		209	2	6.0531	0.284172	[0.07,1.19]	0.0428535	1	0.1		0.0326826	1		111	2	3.2148	0.592553	[0.14,2.50]	0.361426	1	0.1		0.209283	1		66	2	1.9115	1.05055	[0.25,4.47]	0.418425	1	0.1		0.565674	1		39	0	1.12953	0	[0.00,0.00]	1	1	0.1		1	1		80	1	2.31698	0.407957	[0.06,3.02]	0.312667	1	0.1		0.224671	1		109	1	3.15688	0.290741	[0.04,2.14]	0.159766	1	0.1		0.12481	1		79	0	2.28801	0	[0.00,0.00]	1	1	0.1		1	1		262	3	7.58809	0.332748	[0.10,1.09]	0.0361584	1	0.1		0.0259179	1		71	0	2.05632	0	[0.00,0.00]	1	1	0.1		1	1		
18	38	66	2	2.0177	0.990451	[0.23,4.21]	0.671994	1	0.1		0.282332	1		69	1	2.10941	0.451908	[0.06,3.34]	0.3648	1	0.1		0.254457	1		209	3	6.38938	0.415673	[0.13,1.36]	0.0945693	1	0.1		0.0622341	1		111	2	3.3934	0.558614	[0.13,2.35]	0.324336	1	0.1		0.193242	1		66	2	2.0177	0.990451	[0.23,4.21]	0.671994	1	0.1		0.282332	1		39	2	1.19228	1.75375	[0.41,7.56]	0.223394	1	0.1		0.886819	1		80	3	2.4457	1.25566	[0.38,4.18]	0.506693	1	0.1		0.491452	1		109	4	3.33226	1.23249	[0.43,3.54]	0.333915	1	0.1		0.626696	1		79	2	2.41512	0.813853	[0.19,3.44]	0.560767	1	0.1		0.270227	1		262	6	8.00965	0.695068	[0.29,1.68]	0.279257	1	0.1		0.12458	1		71	4	2.17056	1.99824	[0.69,5.80]	0.209906	1	0.1		0.836004	1		
19	8	66	1	0.424779	2.57143	[0.31,21.21]	0.2913	1	0.1		0.936793	1		69	0	0.444087	0	[0.00,0.00]	1	1	0.1		1	1		209	1	1.34513	0.705357	[0.09,5.76]	0.599848	1	0.1		0.371599	1		111	2	0.714401	3.44343	[0.69,17.27]	0.127415	1	0.1		0.972169	1		66	1	0.424779	2.57143	[0.31,21.21]	0.2913	1	0.1		0.936793	1		39	0	0.251006	0	[0.00,0.00]	1	1	0.1		1	1		80	1	0.514883	2.09042	[0.25,17.20]	0.32465	1	0.1		0.911048	1		109	0	0.701529	0	[0.00,0.00]	1	1	0.1		1	1		79	1	0.508447	2.11905	[0.26,17.44]	0.322531	1	0.1		0.912988	1		262	2	1.68624	1.25	[0.25,6.23]	0.451253	1	0.1		0.623595	1		71	0	0.456959	0	[0.00,0.00]	1	1	0.1		1	1		
20	10	66	0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1		69	0	0.555109	0	[0.00,0.00]	1	1	0.1		1	1		209	0	1.68142	0	[0.00,0.00]	1	1	0.1		1	1		111	0	0.893001	0	[0.00,0.00]	1	1	0.1		1	1		66	0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.313757	0	[0.00,0.00]	1	1	0.1		1	1		80	0	0.643604	0	[0.00,0.00]	1	1	0.1		1	1		109	0	0.876911	0	[0.00,0.00]	1	1	0.1		1	1		79	0	0.635559	0	[0.00,0.00]	1	1	0.1		1	1		262	0	2.1078	0	[0.00,0.00]	1	1	0.1		1	1		71	1	0.571199	1.84603	[0.23,14.78]	0.338288	1	0.1		0.892412	1		
21	11	66	0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1		69	0	0.610619	0	[0.00,0.00]	1	1	0.1		1	1		209	0	1.84956	0	[0.00,0.00]	1	1	0.1		1	1		111	0	0.982301	0	[0.00,0.00]	1	1	0.1		1	1		66	0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1		39	0	0.345133	0	[0.00,0.00]	1	1	0.1		1	1		80	0	0.707965	0	[0.00,0.00]	1	1	0.1		1	1		109	0	0.964602	0	[0.00,0.00]	1	1	0.1		1	1		79	0	0.699115	0	[0.00,0.00]	1	1	0.1		1	1		262	2	2.31858	0.830769	[0.18,3.87]	0.581489	1	0.1		0.29136	1		71	0	0.628319	0	[0.00,0.00]	1	1	0.1		1	1		
