ENTREZ.ID,GENE.NAME,DEGREE,Closeness,Bet,CC,Cl,Clnorm,SP,PR,sgG5,BRIDGE_sgG5,PROB_sgG5,MIX_sgG5,BR_CONSENSUS,BR_CONSENSUS_MAD,BR_CONSENSUS_ADJ,DE
2017,2017,6,0.299,269.374285456301,0.2,33379,0.152624862204454,1,0.000781982556808875,86,0.462774748977223,0.9999953107511759,0.5,0.462774748977223,0,0.7467917858136809,0
50944,50944,6,0.281,448.64878425769797,0.0,14013,0.0640423381102456,2,0.000787698331901728,73,0.5682257471456911,0.9832501424242149,0.833333333333333,0.5682257471456911,0,1.21182560850191,1
26230,26230,4,0.27899999999999997,273.48049930104,0.166666666666667,10625,0.0485451992260579,2,0.000578520379719459,32,0.269894089090375,0.9991104214371659,0.5,0.269894089090375,0,-0.103802633847577,0
5479,5479,11,0.287,3015.91281854297,0.0363636363636364,14591,0.0666861829375952,2,0.00153760607273406,68,0.41961595185071504,0.9999999781378491,0.545454545454545,0.41961595185071504,0,0.5564635693059389,0
6386,6386,39,0.314,31563.528154785497,0.00134952766531714,38494,0.17602151668869898,2,0.00576687157979972,75,0.731414682992698,1.0,0.7179487179487181,0.731414682992698,0,1.9314809553021202,0
51678,51678,6,0.265,692.0413982781571,0.0666666666666667,6819,0.0311360756743405,2,0.0009080792432063089,10,0.394473923810485,0.99999978443077,0.5,0.394473923810485,0,0.44558843665898396,0
6187,6187,5,0.28600000000000003,2143.21093939713,0.0,15511,0.07089437885656,2,0.000747057936964895,21,0.5158614635494171,0.9866999659235279,0.8,0.5158614635494171,0,0.980901640061111,0
5837,5837,6,0.265,2694.19679212031,0.0666666666666667,6674,0.0304728274045037,3,0.0010845010434704198,24,0.220439576344685,0.999999999962105,0.166666666666667,0.220439576344685,0,-0.321894652991581,0
10273,10273,23,0.337,12390.7382667498,0.0988142292490119,84268,0.38539756016119203,1,0.00296886059821078,37,0.6406636589601011,0.9999999986354481,0.695652173913043,0.6406636589601011,0,1.53127331050271,0
2534,2534,37,0.325,12833.609037916001,0.018018018018018004,77182,0.352985303333166,2,0.00441788560113185,23,0.7362709811001199,0.999999999979164,0.72972972972973,0.7362709811001199,0,1.9528969960436202,0
5708,5708,24,0.28600000000000003,7394.36657241857,0.0905797101449275,26212,0.119842101170519,2,0.00300933431067824,37,0.42496347897193604,1.0,0.375,0.42496347897193604,0,0.5800459063373771,0
27101,27101,11,0.278,2925.15542233231,0.0181818181818182,14613,0.0667868137095704,2,0.00153748501935623,37,0.412896270742386,0.9999999217802329,0.545454545454545,0.412896270742386,0,0.52683009928359,0
23386,23386,12,0.293,2724.0696626566396,0.0303030303030303,32512,0.14865909496343,1,0.00157310422543894,37,0.23149620933990803,0.999999999999869,0.33333333333333304,0.23149620933990803,0,-0.273135434045024,0
8079,8079,19,0.28,3665.23210162391,0.10526315789473699,20336,0.0929645368011307,2,0.0024225488160385398,37,0.3024901787358,1.0,0.315789473684211,0.3024901787358,0,0.0399445514401644,0
7265,7265,4,0.24600000000000002,247.01644044705898,0.0,4521,0.0206247341289263,2,0.000604802563473767,37,0.247941230519959,0.999992736741758,0.25,0.247941230519959,0,-0.200613682744667,0
1605,1605,8,0.292,913.785243554051,0.178571428571429,28706,0.13124997141171302,2,0.00102761888060904,91,0.41222673040985597,0.9999999923098629,0.5,0.41222673040985597,0,0.523877458666733,0
3688,3688,13,0.31,6727.0080684062905,0.0897435897435897,45058,0.206046079745313,1,0.00180008828535946,91,0.575388759424175,0.9999999998705891,0.615384615384615,0.575388759424175,0,1.24341414763081,0
87,87,15,0.305,6876.88903771287,0.0285714285714286,33552,0.15341618600226,2,0.00197143962592971,39,0.6739498053385261,0.999984428091861,0.8,0.6739498053385261,0,1.67806361274517,0
7414,7414,4,0.267,91.47283980595199,0.166666666666667,7591,0.0346673009454718,2,0.000570256925241047,91,0.31460068364896504,0.999917280082282,0.5,0.31460068364896504,0,0.093351294783232,1
7094,7094,7,0.297,961.1705244674249,0.23809523809523803,32485,0.14853559356145998,1,0.0009107863171410789,91,0.4027386402803429,0.999998727480411,0.5714285714285711,0.4027386402803429,0,0.48203543820630296,0
7402,7402,5,0.259,528.1573975581169,0.0,7780,0.0355318107592592,3,0.000739497778655708,19,0.462019098016983,0.9995015705324058,0.6,0.462019098016983,0,0.7434594014762941,0
7846,7846,10,0.311,2274.2086514494,0.155555555555556,41418,0.189396261109409,1,0.00126602603471301,91,0.504422381005358,0.9999999848555692,0.6,0.504422381005358,0,0.93045583702555,2
2923,2923,4,0.25,399.891116008986,0.0,3331,0.0151815241902653,3,0.000679573439670472,6,0.276367488750997,0.9999999348050679,0.25,0.276367488750997,0,-0.0752552531470324,0
2475,2475,13,0.301,5498.1796030197,0.0384615384615385,26854,0.122778690061796,2,0.00172910247440749,14,0.6824836384731039,0.9998762120147521,0.7692307692307689,0.6824836384731039,0,1.71569740582142,1
6786,6786,2,0.22699999999999998,40.794716409788606,0.0,1426,0.00646781416240892,3,0.000391810547299921,6,0.29343235838972803,0.9946185965522372,0.5,0.29343235838972803,0,0.0,0
129285,129285,3,0.262,415.786359285221,0.0,6422,0.0293201476527872,2,0.000503516680920112,6,0.35833445992924495,0.9924256551543309,0.666666666666667,0.35833445992924495,0,0.286215141664215,0
811,811,5,0.28,1456.4801773819,0.0,18000,0.0822793784677593,2,0.00080387301665565,6,0.39505394795597504,0.999947509361361,0.6,0.39505394795597504,0,0.44814631520270104,1
26986,26986,5,0.24600000000000002,1398.7624694476401,0.3,4524,0.0206384565069229,3,0.000861292592347759,36,0.255395578027955,0.999999990231004,0.2,0.255395578027955,0,-0.16774036928629998,0
6311,6311,7,0.272,3142.84617749035,0.0476190476190476,10053,0.0459287991547015,2,0.00111239556345116,32,0.498073112962665,0.9999434879026271,0.5714285714285711,0.498073112962665,0,0.9024558707810519,0
3190,3190,16,0.304,7464.171467178249,0.1,31584,0.144414306036474,2,0.00219445540789331,36,0.328945658299959,1.0,0.375,0.328945658299959,0,0.15661194204292,1
5094,5094,7,0.266,1188.76579555748,0.33333333333333304,10016,0.0457595564927432,3,0.00104534505290285,36,0.27833067177876697,0.999999999774043,0.28571428571428603,0.27833067177876697,0,-0.0665977105547658,0
5093,5093,8,0.26899999999999996,2129.70164491867,0.25,10984,0.0501873104596539,2,0.00127052995317375,36,0.15335991027295098,0.999999999999996,0.125,0.15335991027295098,0,-0.617712749356607,1
2935,2935,1,0.19699999999999998,0.0,,393,0.00174274200557129,4,0.000267095525092195,36,0.0,0.992943063352045,0.0,0.0,0,-1.2940225668077099,0
1956,1956,104,0.392,136871.97503478802,0.0192307692307692,218633,1.0,0,0.0138920480437413,60,0.8120860878556229,1.0,0.836538461538462,0.8120860878556229,0,2.28723796506604,0
2010,2010,7,0.272,2224.24542488185,0.0476190476190476,10906,0.0498305286317417,2,0.00104117277881894,32,0.4027386402803429,0.9999434879026271,0.5714285714285711,0.4027386402803429,0,0.48203543820630296,0
2947,2947,3,0.239,3719.0,0.0,2629,0.0119704877390553,2,0.000849649299854918,41,0.296768410171174,1.0,0.33333333333333304,0.296768410171174,0,0.0147118276693146,0
71,71,13,0.28800000000000003,3817.14220848896,0.153846153846154,19245,0.0879741653363584,2,0.00171348469309782,61,0.45507460077563106,0.999999999998538,0.538461538461538,0.45507460077563106,0,0.712834503135982,1
25930,25930,5,0.28600000000000003,1047.27368439338,0.0,19521,0.0892366241120478,2,0.000738339106850822,80,0.462019098016983,0.9998951872455509,0.6,0.462019098016983,0,0.7434594014762941,0
10133,10133,12,0.313,9279.591833808141,0.0,35482,0.162244249180088,2,0.00181622529588382,89,0.612142913868251,0.9999999999633671,0.666666666666667,0.612142913868251,0,1.40549819840002,0
7316,7316,46,0.331,32012.3599193686,0.0367149758454106,73363,0.335516716143463,2,0.00618125451609072,54,0.636364330314141,1.0,0.6304347826086961,0.636364330314141,0,1.5123134782588301,0
3315,3315,73,0.358,67834.0587711572,0.0136986301369863,127989,0.585382922957996,1,0.0103530191501724,56,0.7346823184497221,1.0,0.7808219178082191,0.7346823184497221,0,1.94589107027612,1
1213,1213,16,0.31,8443.07468829098,0.0333333333333333,34942,0.15977422114069598,2,0.00221363080237332,69,0.5942078335878951,0.9999999624797109,0.6875,0.5942078335878951,0,1.32640535823866,0
7415,7415,15,0.307,9563.17225484865,0.0,30053,0.137411319132197,2,0.00230169571387248,90,0.567345626359001,1.0,0.5333333333333329,0.567345626359001,0,1.2079443182251899,0
81631,81631,12,0.284,4740.24968900761,0.0,15300,0.0699292382707974,3,0.0018410026536131,83,0.532393410477342,0.999999999999717,0.4166666666666671,0.532393410477342,0,1.05380672972266,0
9255,9255,4,0.266,481.72378259448305,0.0,6032,0.0275362385132261,2,0.000623230708226514,89,0.31460068364896504,0.999983546732927,0.5,0.31460068364896504,0,0.093351294783232,0
667,667,10,0.29100000000000004,3015.24356103664,0.0444444444444444,22013,0.100635346101244,2,0.00142236579625232,65,0.659329399897808,0.999737890041957,0.8,0.659329399897808,0,1.6135883289694097,0
10890,10890,1,0.23800000000000002,0.0,,1877,0.008530744987901441,3,0.000249325076184817,89,0.0,0.997944339025933,0.0,0.0,0,-1.2940225668077099,0
9230,9230,2,0.24,288.461282349908,0.0,1939,0.00881434079983167,3,0.000442572839789425,89,0.0,0.9999960974639369,0.0,0.0,0,-1.2940225668077099,1
51552,51552,2,0.24,288.461282349908,0.0,1939,0.00881434079983167,3,0.000442572839789425,89,0.0,0.9999960974639369,0.0,0.0,0,-1.2940225668077099,0
22895,22895,2,0.24,45.4416540453534,0.0,2322,0.0105662310574007,2,0.000389547407264709,16,0.0,0.9999399906005692,0.0,0.0,0,-1.2940225668077099,1
8573,8573,13,0.28300000000000003,4550.14696083894,0.0256410256410256,15881,0.0725868054761436,2,0.0018603418421683801,16,0.47873022950401095,0.9999990486249619,0.6923076923076921,0.47873022950401095,0,0.8171546864127429,1
5864,5864,5,0.29100000000000004,3189.8794902404998,0.1,25357,0.11593122344148099,1,0.000866081688456277,16,0.284554677939029,0.999996089087718,0.4,0.284554677939029,0,-0.0391501431783275,0
2316,2316,11,0.309,2683.62063489331,0.0545454545454545,50733,0.23200424478892698,2,0.0013803304137374,23,0.591074077257616,0.999389693202642,0.7272727272727271,0.591074077257616,0,1.31258564376507,0
10542,10542,12,0.28800000000000003,6126.64397046889,0.0303030303030303,21663,0.0990344020016375,2,0.0019061481224166602,58,0.606922037741356,0.9999999867263121,0.666666666666667,0.606922037741356,0,1.3824743861531898,0
4830,4830,6,0.264,3087.7365667446697,0.0,6795,0.0310262966503675,2,0.0011141335427920901,5,0.544104075304913,1.0,0.666666666666667,0.544104075304913,0,1.1054501975472701,0
2023,2023,12,0.312,4910.52623142692,0.0151515151515152,45044,0.20598204198132802,2,0.00164868419215471,82,0.612142913868251,0.9999999926807991,0.666666666666667,0.612142913868251,0,1.40549819840002,1
4893,4893,61,0.342,46181.7518293707,0.0103825136612022,77212,0.353122527113132,2,0.00854060070132167,12,0.7854624173092809,1.0,0.754098360655738,0.7854624173092809,0,2.16982886033308,0
7529,7529,14,0.317,3168.80838855018,0.153846153846154,58787,0.268844255583864,1,0.0017078795564464,79,0.5561553658480151,0.9999999987487641,0.5714285714285711,0.5561553658480151,0,1.1585958083705201,0
2170,2170,2,0.237,1241.0,0.0,2445,0.0111288485552623,2,0.000533774217336554,91,0.0,0.9999836412601851,0.0,0.0,0,-1.2940225668077099,0
26232,26232,3,0.275,517.213428623,0.0,11213,0.0512347853133962,2,0.000473780852566566,91,0.35833445992924495,0.9886745476975649,0.666666666666667,0.35833445992924495,0,0.286215141664215,0
5162,5162,6,0.266,2492.60415645103,0.133333333333333,8897,0.0406411095000023,2,0.000976859377459204,1,0.454796232173297,0.9999998948731941,0.5,0.454796232173297,0,0.7116069110078069,0
26088,26088,8,0.289,2038.93351706071,0.0714285714285714,21336,0.0975386628000055,3,0.0010988117097901699,69,0.447239688806355,0.9999997923512891,0.5,0.447239688806355,0,0.678282918733933,0
9135,9135,8,0.275,1801.63039307607,0.0357142857142857,10916,0.0498762698917304,3,0.00112055124348309,69,0.53853762924209,0.9999786017892021,0.625,0.53853762924209,0,1.08090243852798,0
1457,1457,52,0.335,39851.0589755321,0.0113122171945701,74247,0.3395602435264681,2,0.007474893740713379,47,0.718295912739664,1.0,0.6923076923076921,0.718295912739664,0,1.87362781037512,0
375,375,5,0.257,330.30027391025396,0.0,5210,0.023776306942151004,2,0.000738347361179516,83,0.497031896850683,0.9995263519372042,0.6,0.497031896850683,0,0.897864157879235,0
6272,6272,3,0.251,35.6922773052518,0.0,3225,0.0146966668343846,2,0.0004895452017109219,69,0.0963764154448968,0.999805913098086,0.33333333333333304,0.0963764154448968,0,-0.8690072168370359,0
11276,11276,4,0.252,267.34015954971903,0.0,5241,0.0239181048481161,3,0.000613269898183271,69,0.269894089090375,0.9996300939857209,0.5,0.269894089090375,0,-0.103802633847577,0
9146,9146,22,0.316,12572.5593042657,0.0476190476190476,37086,0.16958114728228302,2,0.00286078279364173,43,0.6156996807578411,0.999999999996041,0.7272727272727271,0.6156996807578411,0,1.4211833690651101,0
351,351,31,0.332,29385.4986569984,0.0279569892473118,65046,0.29747371021082103,1,0.00444260886358067,35,0.641193404191772,1.0,0.67741935483871,0.641193404191772,0,1.53360946145825,1
3028,3028,15,0.264,11486.897733186299,0.00952380952380952,8995,0.041089373847892,2,0.0028426671975499,1,0.433322246914905,1.0,0.4,0.433322246914905,0,0.616907670350959,0
4747,4747,7,0.284,2844.97048779471,0.0952380952380952,13925,0.0636398150223446,2,0.0010948303786426198,63,0.41584134103209297,0.999999956264584,0.42857142857142894,0.41584134103209297,0,0.539817717406654,0
5621,5621,6,0.278,870.0731578600149,0.133333333333333,11680,0.0533709021548708,2,0.0008832162532029221,35,0.47908263599750506,0.9989831895775991,0.666666666666667,0.47908263599750506,0,0.818708782074766,1
1072,1072,8,0.299,2612.93562598538,0.178571428571429,33209,0.151847260784646,1,0.00109089878576731,61,0.584070510365395,0.999997321334996,0.625,0.584070510365395,0,1.2817002511096203,0
29979,29979,27,0.303,14671.5801600216,0.0626780626780627,33276,0.15215372722657,2,0.00385097089808922,68,0.492733962642675,1.0,0.407407407407407,0.492733962642675,0,0.8789104750395591,0
